subject_id	subject_label	object_id	object_label	verdict	new_candidates	only_in_oak	only_in_ols	notes
MIM:Potassium_Oxalate_Monohydrate	Potassium oxalate monohydrate	kgmicrobe.compound:potassium_oxalate_monohydrate	Potassium oxalate monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:potassium_oxalate_monohydrate
MIM:Potassium_Phosphate_Buffer	Potassium phosphate buffer	NCIT:C29321	Phosphate Buffer	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C29321
MIM:Potassium_Phosphate_Buffer	Potassium phosphate buffer	kgmicrobe.ingredient:potassium_phosphate_buffer	Potassium phosphate buffer	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.ingredient:potassium_phosphate_buffer
MIM:Potassium_Phosphate_Dibasic_Trihydrate	Potassium phosphate dibasic trihydrate	mesh:C013216	potassium phosphate	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C013216
MIM:Potassium_Phosphate_Dibasic_Trihydrate	Potassium phosphate dibasic trihydrate	cas:16788-57-1	Potassium phosphate dibasic trihydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:16788-57-1
MIM:Potassium_Phosphate_Dibasic_Trihydrate	Potassium phosphate dibasic trihydrate	kgmicrobe.compound:potassium_phosphate_dibasic_trihydrate	Potassium phosphate dibasic trihydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:potassium_phosphate_dibasic_trihydrate
MIM:Potassium_Tellurate	potassium tellurate	CHEBI:75248	potassium tellurite	SYNONYM_ENRICH	potassium tellurate			
MIM:Potassium_Tellurate_Hydrate	potassium tellurate hydrate	cas:314041-10-6	potassium tellurate hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:314041-10-6
MIM:Potassium_Tellurite_Hydrate	Potassium tellurite hydrate	CHEBI:75248	potassium tellurite	SYNONYM_ENRICH	Potassium tellurite hydrate			
MIM:Potassium_Tellurite_Hydrate	Potassium tellurite hydrate	cas:123333-66-4	Potassium tellurite hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:123333-66-4
MIM:Potassium_Tellurite_Hydrate	Potassium tellurite hydrate	kgmicrobe.compound:potassium_tellurite_hydrate	Potassium tellurite hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:potassium_tellurite_hydrate
MIM:Potato_Flour	Potato flour	FOODON:03302378	potato flour	CONFIRMED				
MIM:Pravastatin_Lactone	Pravastatin lactone	CHEBI:145933	pravastatin lactone	CONFIRMED				
MIM:Prenyletin	Prenyletin	cas:15870-91-4	Prenyletin	UNKNOWN_TERM				neither OAK nor OLS resolves cas:15870-91-4
MIM:Pretomanid	Pretomanid	NCIT:C166606	Pretomanid	UNKNOWN_TERM				neither OAK nor OLS resolves NCIT:C166606
MIM:Pretomanid	Pretomanid	cas:187235-37-6	Pretomanid	UNKNOWN_TERM				neither OAK nor OLS resolves cas:187235-37-6
MIM:Pretomanid	Pretomanid	kgmicrobe.compound:pretomanid	Pretomanid	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:pretomanid
MIM:Primocarcin	Primocarcin	kgmicrobe.compound:primocarcin	Primocarcin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:primocarcin
MIM:Procaine_Hydrochloride	Procaine hydrochloride	CHEBI:8431	Procaine hydrochloride	CONFIRMED				
MIM:Proline	Proline	CHEBI:17203	L-proline	SYNONYM_ENRICH	DL-Proline|Hpro|Prolin|pyrrolidine-2-carboxylic acid			
MIM:Proline	Proline	kgmicrobe.compound:proline	Proline	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:proline
MIM:Propan-1-ol	Propan-1-ol	CHEBI:28831	propan-1-ol	CONFIRMED				
MIM:Propandiamine	Propandiamine	CHEBI:15725	trimethylenediamine	SYNONYM_ENRICH	Propandiamine			
MIM:Propidium_Iodide	Propidium iodide	CHEBI:51240	propidium iodide	CONFIRMED				
MIM:Propionic_Acid	Propionic acid	CHEBI:30768	propionic acid	CONFIRMED				
MIM:Proteose_Peptone	Proteose Peptone	MICRO:0000180	proteose peptone	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0000180
MIM:Proteose_peptone_no._2	Proteose peptone no. 2	MICRO:0002393	Proteose Peptone No. 2	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0002393
MIM:Protocatechualdehyde	Protocatechualdehyde	CHEBI:50205	3,4-dihydroxybenzaldehyde	CONFIRMED				
MIM:Protocatechuic_Acid	Protocatechuic Acid	CHEBI:36062	3,4-dihydroxybenzoic acid	CONFIRMED				
MIM:Protoporphyrin	Protoporphyrin	CHEBI:15430	protoporphyrin	CONFIRMED				
MIM:Pterin-6-Carboxylic_Acid	Pterin-6-Carboxylic Acid	CHEBI:88937	2-Amino-4-hydroxy-6-pteridinecarboxylic acid	CONFIRMED				
MIM:Pterostilbene	Pterostilbene	CHEBI:8630	pterostilbene	CONFIRMED				
MIM:Pullulan	Pullulan	CHEBI:27941	pullulan	CONFIRMED				
MIM:Puromycin_Dihydrochloride	Puromycin dihydrochloride	CHEBI:8642	puromycin dihydrochloride	CONFIRMED				
MIM:Pustulan_~28b-1-6_Glucan~29	Pustulan (b-1-6 glucan)	mesh:C002076	pustulan	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C002076
MIM:Pustulan_~28b-1-6_Glucan~29	Pustulan (b-1-6 glucan)	cas:37331-28-5	Pustulan (b-1-6 glucan)	UNKNOWN_TERM				neither OAK nor OLS resolves cas:37331-28-5
MIM:Pustulan_~28b-1-6_Glucan~29	Pustulan (b-1-6 glucan)	kgmicrobe.compound:pustulan_~28b-1-6_glucan~29	Pustulan (b-1-6 glucan)	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:pustulan_~28b-1-6_glucan~29
MIM:Putrescine	Putrescine	CHEBI:17148	putrescine	CONFIRMED				
MIM:Putrescine_Dihydrochloride	Putrescine Dihydrochloride	CHEBI:201718	1,4-Diaminobutane dihydrochloride	SYNONYM_ENRICH	Putrescine Dihydrochloride|Putrescine			
MIM:Putrescine_Dihydrochloride	Putrescine Dihydrochloride	cas:333-93-7	Putrescine Dihydrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves cas:333-93-7
MIM:Putrescine_Dihydrochloride	Putrescine Dihydrochloride	kgmicrobe.compound:putrescine_dihydrochloride	Putrescine Dihydrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:putrescine_dihydrochloride
MIM:Pyocyanin	Pyocyanin	CHEBI:8653	pyocyanine	CONFIRMED				
MIM:Pyrazinamide	Pyrazinamide	CHEBI:45285	pyrazinecarboxamide	CONFIRMED				
MIM:Pyridoxal_Hydrochloride	Pyridoxal hydrochloride	CHEBI:131529	pyridoxal hydrochloride	SYNONYM_ENRICH	Pyridoxal·HCl			
MIM:Pyridoxal_Phosphate	Pyridoxal phosphate	CHEBI:18405	pyridoxal 5'-phosphate	CONFIRMED				
MIM:Pyridoxamine	Pyridoxamine	CHEBI:16410	pyridoxamine	CONFIRMED				
MIM:Pyridoxamine_Dihydrochloride	Pyridoxamine Dihydrochloride	CHEBI:131532	pyridoxamine dihydrochloride	SYNONYM_ENRICH	Pyridoxamine·2HCl			
MIM:Pyridoxamine_Hydrochloride	Pyridoxamine hydrochloride	CHEBI:131531	pyridoxamine hydrochloride	SYNONYM_ENRICH	Pyridoxamine-HCl|Pyridoxamine·HCl			
MIM:Pyridoxine	Pyridoxine	CHEBI:16709	pyridoxine	CONFIRMED				
MIM:Pyridoxine_Hydrochloride	Pyridoxine hydrochloride	CHEBI:30961	pyridoxine hydrochloride	SYNONYM_ENRICH	Pyridoxine-HCl|Pyridoxine HCl|Pyridoxine·HCl|Pyridoxine・HCl			
MIM:Pyrimethamine	Pyrimethamine	CHEBI:8673	pyrimethamine	CONFIRMED				
MIM:Pyrite	Pyrite	CHEBI:86471	pyrite	CONFIRMED				
MIM:Pyrocatechol	Pyrocatechol	CHEBI:18135	catechol	CONFIRMED				
MIM:Pyrogallol	Pyrogallol	CHEBI:16164	pyrogallol	CONFIRMED				
MIM:Pyrrole-2-carboxylic_Acid	Pyrrole-2-carboxylic acid	CHEBI:36751	pyrrole-2-carboxylic acid	CONFIRMED				
MIM:Pyruvate	Pyruvate	CHEBI:15361	pyruvate	CONFIRMED				
MIM:Pyruvic_Acid	Pyruvic acid	CHEBI:32816	pyruvic acid	SYNONYM_ENRICH	(sodium salt)			
MIM:Quassin	Quassin	CHEBI:8692	Quassin	CONFIRMED				
MIM:Quebrachitol	Quebrachitol	CHEBI:111	(-)-Quebrachitol	SYNONYM_ENRICH	Quebrachitol			
MIM:Quercetin	Quercetin	CHEBI:16243	quercetin	CONFIRMED				
MIM:Quinic_Acid	Quinic acid	CHEBI:26493	quinic acid	CONFIRMED				
MIM:Quinine_Hdrochloride	Quinine Hdrochloride	cas:6119-47-7	Quinine Hdrochloride	UNKNOWN_TERM				neither OAK nor OLS resolves cas:6119-47-7
MIM:Rabbit_Blood	Rabbit blood	MICRO:0001229	rabbit blood	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0001229
MIM:Rabbit_Serum	Rabbit serum	MICRO:0002392	rabbit serum	UNKNOWN_TERM				neither OAK nor OLS resolves MICRO:0002392
MIM:Rac-3-Hydroxypentanoic_Acid	rac-3-Hydroxypentanoic Acid	CHEBI:139272	3-hydroxypentanoic acid	SYNONYM_ENRICH	rac-3-Hydroxypentanoic Acid			
MIM:Racemomycin_E	Racemomycin E	mesh:C019594	racemomycin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C019594
MIM:Racemomycin_E	Racemomycin E	kgmicrobe.compound:racemomycin_e	Racemomycin E	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:racemomycin_e
MIM:Radicicol	Radicicol	CHEBI:556075	radicicol	CONFIRMED				
MIM:Raffinose	Raffinose	CHEBI:16634	raffinose	SYNONYM_ENRICH	D-raffinose (raffinose)			
MIM:Ramoplanin	Ramoplanin	CHEBI:29670	Ramoplanin	CONFIRMED				
MIM:Resazurin	Resazurin	CHEBI:8806	Resazurin	SYNONYM_ENRICH	Sodium resazurin|resazurin sodium salt			
MIM:Resveratrol	Resveratrol	CHEBI:27881	resveratrol	CONFIRMED				
MIM:Rhamnogalacturonan_From_Soy_Bean_Pectic_Fibre	Rhamnogalacturonan from soy bean pectic fibre	cas:39280-21-2	Rhamnogalacturonan from soy bean pectic fibre	UNKNOWN_TERM				neither OAK nor OLS resolves cas:39280-21-2
MIM:Rhamnogalacturonan_I_From_Potato_Pectic_Fiber	Rhamnogalacturonan I from potato pectic fiber	cas:39280-21-2	Rhamnogalacturonan I from potato pectic fiber	UNKNOWN_TERM				neither OAK nor OLS resolves cas:39280-21-2
MIM:Rhamnolipid	Rhamnolipid	CHEBI:62570	2-O-alpha-L-rhamnosyl-alpha-L-rhamnosyl-3-hydroxydecanoyl-3-hydroxydecanoic acid	SYNONYM_ENRICH	Rhamnolipid			
MIM:Rhodinyl_Acetate	Rhodinyl Acetate	cas:141-11-7	Rhodinyl Acetate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:141-11-7
MIM:Rhodocladonic_Acid	Rhodocladonic Acid	CHEBI:144215	Rhodocladonic acid	CONFIRMED				
MIM:Rhodomycin_A	Rhodomycin A	mesh:C004977	rhodomycin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C004977
MIM:Rhodomycin_A	Rhodomycin A	kgmicrobe.compound:rhodomycin_a	Rhodomycin A	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:rhodomycin_a
MIM:Riboflavin	Riboflavin	CHEBI:17015	riboflavin	SYNONYM_ENRICH	Riboflavine (B2)			
MIM:Ribonucleic_Acid_From_Torula_Yeast_Type_VI	Ribonucleic acid from torula yeast type VI	CHEBI:33697	ribonucleic acid	SYNONYM_ENRICH	Ribonucleic acid from torula yeast type VI			
MIM:Ribose	Ribose	CHEBI:45506	alpha-D-ribose	SYNONYM_ENRICH	Rib|ribo-pentose			
MIM:Ribose	Ribose	kgmicrobe.compound:ribose	Ribose	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:ribose
MIM:Rifampicin	Rifampicin	CHEBI:28077	rifampicin	CONFIRMED				
MIM:Ristocetin_B	Ristocetin B	CHEBI:85129	ristocetin	SYNONYM_ENRICH	Ristocetin B			
MIM:Ristocetin_B	Ristocetin B	kgmicrobe.compound:ristocetin_b	Ristocetin B	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:ristocetin_b
MIM:Robustic_Acid	Robustic Acid	mesh:C105206	robustic acid	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C105206
MIM:Robustic_Acid	Robustic Acid	cas:5307-59-5	Robustic Acid	UNKNOWN_TERM				neither OAK nor OLS resolves cas:5307-59-5
MIM:Robustic_Acid	Robustic Acid	kgmicrobe.compound:robustic_acid	Robustic Acid	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:robustic_acid
MIM:Roccellic_Acid	Roccellic Acid	CHEBI:144218	Roccellic acid	CONFIRMED				
MIM:Rolled_Oats	Rolled oats	FOODON:03307110	rolled oats	CONFIRMED				
MIM:Roseoflavin	Roseoflavin	CHEBI:72346	roseoflavin	CONFIRMED				
MIM:Rosmarinic_Acid	Rosmarinic acid	CHEBI:17226	rosmarinic acid	CONFIRMED				
MIM:Rosuvastatin_Calcium	Rosuvastatin calcium	CHEBI:77249	rosuvastatin calcium	CONFIRMED				
MIM:Rotenone	Rotenone	CHEBI:28201	rotenone	CONFIRMED				
MIM:Rubidium_Chloride	rubidium chloride	CHEBI:78672	rubidium chloride	CONFIRMED				
MIM:Rubradirin	rubradirin	CHEBI:223718	Rubradirin B	SYNONYM_ENRICH	rubradirin			
MIM:Rutilantinone	Rutilantinone	cas:21288-61-9	Rutilantinone	UNKNOWN_TERM				neither OAK nor OLS resolves cas:21288-61-9
MIM:Rutin	Rutin	CHEBI:28527	rutin	CONFIRMED				
MIM:S-Isocorydine_~28~29	S-Isocorydine ()	CHEBI:6000	Isocorydine	SYNONYM_ENRICH	S-Isocorydine ()			
MIM:S-adenosyl_Homocysteine	S-adenosyl Homocysteine	cas:9789-92-0	S-adenosyl Homocysteine	UNKNOWN_TERM				neither OAK nor OLS resolves cas:9789-92-0
MIM:Saccharin	Saccharin	CHEBI:32111	saccharin	CONFIRMED				
MIM:Safrole	Safrole	CHEBI:8994	safrole	CONFIRMED				
MIM:Salicylic_Acid	Salicylic acid	CHEBI:16914	salicylic acid	CONFIRMED				
MIM:Salidroside	Salidroside	CHEBI:9009	Salidroside	CONFIRMED				
MIM:Salsoline	Salsoline	CHEBI:112	(-)-Salsoline	SYNONYM_ENRICH	Salsoline			
MIM:Salvinorin_A	Salvinorin A	CHEBI:67900	salvinorin A	CONFIRMED				
MIM:Sarcidin	Sarcidin	kgmicrobe.compound:sarcidin	Sarcidin	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sarcidin
MIM:Sarcosine	sarcosine	CHEBI:15611	sarcosine	CONFIRMED				
MIM:Sclareolide	Sclareolide	mesh:C109395	sclareolide	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C109395
MIM:Sclareolide	Sclareolide	cas:564-20-5	Sclareolide	UNKNOWN_TERM				neither OAK nor OLS resolves cas:564-20-5
MIM:Sclareolide	Sclareolide	kgmicrobe.compound:sclareolide	Sclareolide	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sclareolide
MIM:Scopoletin	Scopoletin	CHEBI:17488	scopoletin	CONFIRMED				
MIM:Sea_Water	Sea water	ENVO:00002149	sea water	CONFIRMED				
MIM:Seawater	Seawater	ENVO:00002149	sea water	SYNONYM_ENRICH	Seawater (30 ppt)|Seawater(non-sterilized)			
MIM:Sebacic_Acid	Sebacic acid	CHEBI:41865	sebacic acid	CONFIRMED				
MIM:Serine_Hydroxamate	Serine hydroxamate	CHEBI:75494	serine hydroxamate	CONFIRMED				
MIM:Serotonin	Serotonin	CHEBI:28790	serotonin	CONFIRMED				
MIM:Serum	Serum	UBERON:0001977	blood serum	CONFIRMED				
MIM:Setamycin	Setamycin	mesh:C032953	setamycin	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C032953
MIM:Shikimic_Acid	Shikimic Acid	CHEBI:16119	shikimic acid	CONFIRMED				
MIM:Sialyllacto-N-tetraose_A	Sialyllacto-N-tetraose a	CHEBI:89919	Sialyllacto-N-tetraose a	CONFIRMED				
MIM:Sialyllacto-N-tetraose_C	Sialyllacto-N-tetraose c	CHEBI:89905	Sialyllacto-N-neotetraose c	SYNONYM_ENRICH	Sialyllacto-N-tetraose c			
MIM:Sialyllacto-N-tetraose_D	Sialyllacto-N-tetraose d	cas:100789-83-1	Sialyllacto-N-tetraose d	UNKNOWN_TERM				neither OAK nor OLS resolves cas:100789-83-1
MIM:Siderophore	Siderophore	CHEBI:26672	siderophore	CONFIRMED				
MIM:Silibinin	Silibinin	CHEBI:9144	silibinin	CONFIRMED				
MIM:Silver_Chloride	silver chloride	CHEBI:30341	silver monochloride	CONFIRMED				
MIM:Silver_Sulfate	silver sulfate	cas:10294-26-5	silver sulfate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:10294-26-5
MIM:Simvastatin	Simvastatin	CHEBI:9150	simvastatin	CONFIRMED				
MIM:Simvastatin_Hydroxy_Acid_Ammonium_Salt	Simvastatin Hydroxy Acid Ammonium Salt	CHEBI:169041	simvastatin hydroxy acid	SYNONYM_ENRICH	Simvastatin Hydroxy Acid Ammonium Salt			
MIM:Simvastatin_Hydroxy_Acid_Ammonium_Salt	Simvastatin Hydroxy Acid Ammonium Salt	cas:139893-43-9	Simvastatin Hydroxy Acid Ammonium Salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:139893-43-9
MIM:Simvastatin_Hydroxy_Acid_Ammonium_Salt	Simvastatin Hydroxy Acid Ammonium Salt	kgmicrobe.compound:simvastatin_hydroxy_acid_ammonium_salt	Simvastatin Hydroxy Acid Ammonium Salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:simvastatin_hydroxy_acid_ammonium_salt
MIM:Sinapic_Acid	sinapic acid	CHEBI:77131	sinapic acid	CONFIRMED				
MIM:Sinapinaldehyde	sinapinaldehyde	CHEBI:27949	(E)-sinapaldehyde	SYNONYM_ENRICH	sinapinaldehyde			
MIM:Sinomenine	Sinomenine	CHEBI:9163	Sinomenine	CONFIRMED				
MIM:Sio2	SiO2	CHEBI:30563	silicon dioxide	CONFIRMED				
MIM:Sisomicin_Sulfate_Salt	Sisomicin sulfate salt	CHEBI:35175	sulfate salt	SYNONYM_ENRICH	Sisomicin sulfate salt			
MIM:Sisomicin_Sulfate_Salt	Sisomicin sulfate salt	cas:53179-09-2	Sisomicin sulfate salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:53179-09-2
MIM:Sisomicin_Sulfate_Salt	Sisomicin sulfate salt	kgmicrobe.compound:sisomicin_sulfate_salt	Sisomicin sulfate salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sisomicin_sulfate_salt
MIM:Skimmed_Milk	Skimmed milk	FOODON:03301484	skim milk food product	CONFIRMED				
MIM:Sludge	Sludge	ENVO:00002044	sludge	CONFIRMED				
MIM:Sn-Glycerol_3-phosphate_Bis~28cyclohexylammonium~29_Salt	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt	CHEBI:15978	sn-glycerol 3-phosphate	SYNONYM_ENRICH	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt			
MIM:Sn-Glycerol_3-phosphate_Bis~28cyclohexylammonium~29_Salt	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt	cas:29849-82-9	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:29849-82-9
MIM:Sn-Glycerol_3-phosphate_Bis~28cyclohexylammonium~29_Salt	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt	kgmicrobe.compound:sn-glycerol_3-phosphate_bis~28cyclohexylammonium~29_salt	sn-Glycerol 3-phosphate bis(cyclohexylammonium) salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sn-glycerol_3-phosphate_bis~28cyclohexylammonium~29_salt
MIM:Sn-Glycerol_3-phosphate_Lithium_Salt	sn-Glycerol 3-phosphate lithium salt	CHEBI:15978	sn-glycerol 3-phosphate	SYNONYM_ENRICH	sn-Glycerol 3-phosphate lithium salt			
MIM:Sn-Glycerol_3-phosphate_Lithium_Salt	sn-Glycerol 3-phosphate lithium salt	cas:17989-41-2	sn-Glycerol 3-phosphate lithium salt	UNKNOWN_TERM				neither OAK nor OLS resolves cas:17989-41-2
MIM:Sn-Glycerol_3-phosphate_Lithium_Salt	sn-Glycerol 3-phosphate lithium salt	kgmicrobe.compound:sn-glycerol_3-phosphate_lithium_salt	sn-Glycerol 3-phosphate lithium salt	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sn-glycerol_3-phosphate_lithium_salt
MIM:Sncl2_X_2_H2o	SnCl2 x 2 H2O	CHEBI:78074	tin(II) chloride dihydrate	CONFIRMED				
MIM:Sodium_2-bromoethanesulfonate	Sodium 2-bromoethanesulfonate	cas:4263-52-9	Sodium 2-bromoethanesulfonate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:4263-52-9
MIM:Sodium_2-mercaptoethanesulfonate	Sodium 2-mercaptoethanesulfonate	CHEBI:31824	Mesna	SYNONYM_ENRICH	Sodium 2-mercaptoethanesulfonate			
MIM:Sodium_4-Hydroxybenzoate	Sodium 4-Hydroxybenzoate	CHEBI:113449	sodium 4-hydroxybenzoate	CONFIRMED				
MIM:Sodium_Acetate	Sodium acetate	CHEBI:32954	sodium acetate	SYNONYM_ENRICH	Sodium acetate(Fisher BP 333)			
MIM:Sodium_Acetate3h2o	Sodium acetate·3H2O	CHEBI:32954	sodium acetate	SYNONYM_ENRICH	Sodium acetate·3H2O|Sodium acetate・3H2O			
MIM:Sodium_Acetate_Trihydrate	Sodium acetate trihydrate	CHEBI:32138	sodium acetate trihydrate	SYNONYM_ENRICH	Na-acetate x 3 H2O|Sodium acetate x 3 H2O			
MIM:Sodium_Adipate	Sodium adipate	FOODON:03413240	sodium adipate	CONFIRMED				
MIM:Sodium_Adipate	Sodium adipate	cas:7486-38-6	Sodium adipate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:7486-38-6
MIM:Sodium_Adipate	Sodium adipate	kgmicrobe.ingredient:sodium_adipate	Sodium adipate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.ingredient:sodium_adipate
MIM:Sodium_Alginate	Sodium alginate	CHEBI:53311	sodium alginate	CONFIRMED				
MIM:Sodium_Antimonate	Sodium antimonate	mesh:C034426	sodium antimonate	UNKNOWN_TERM				neither OAK nor OLS resolves mesh:C034426
MIM:Sodium_Antimonate	Sodium antimonate	cas:15432-85-6	Sodium antimonate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:15432-85-6
MIM:Sodium_Antimonate	Sodium antimonate	kgmicrobe.compound:sodium_antimonate	Sodium antimonate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sodium_antimonate
MIM:Sodium_Azide	Sodium azide	CHEBI:278547	sodium azide	CONFIRMED				
MIM:Sodium_Beta-glycerophosphate	Sodium beta-glycerophosphate	CHEBI:132089	sodium glycerol 2-phosphate	SYNONYM_ENRICH	Na2-ß-glycerolphosphate			
MIM:Sodium_Bromate	Sodium bromate	CHEBI:75229	sodium bromate	CONFIRMED				
MIM:Sodium_Carbonate_Monohydrate	sodium carbonate monohydrate	CHEBI:29377	sodium carbonate	SYNONYM_ENRICH	sodium carbonate monohydrate			
MIM:Sodium_Carbonate_Monohydrate	sodium carbonate monohydrate	cas:5968-11-6	sodium carbonate monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:5968-11-6
MIM:Sodium_Carbonate_Monohydrate	sodium carbonate monohydrate	kgmicrobe.compound:sodium_carbonate_monohydrate	sodium carbonate monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sodium_carbonate_monohydrate
MIM:Sodium_Carbonate_Solution	Sodium carbonate solution	CHEBI:29377	sodium carbonate	SYNONYM_ENRICH	Sodium carbonate solution			
MIM:Sodium_Chlorite	Sodium Chlorite	CHEBI:78667	sodium chlorite	CONFIRMED				
MIM:Sodium_Cholate_Hydrate	Sodium cholate hydrate	CHEBI:26711	sodium cholate	SYNONYM_ENRICH	Sodium cholate hydrate			
MIM:Sodium_Cholate_Hydrate	Sodium cholate hydrate	cas:206986-87-0	Sodium cholate hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:206986-87-0
MIM:Sodium_Cholate_Hydrate	Sodium cholate hydrate	kgmicrobe.compound:sodium_cholate_hydrate	Sodium cholate hydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sodium_cholate_hydrate
MIM:Sodium_Chromate	Sodium Chromate	CHEBI:78671	sodium chromate	CONFIRMED				
MIM:Sodium_Citrate_2	Sodium Citrate	CHEBI:53258	sodium citrate	SYNONYM_ENRICH	Citronensaeure,Trinatrium-Salz-Dihydrat|Na2citrate|Na3Citrate|Na3‐citrate|Sodiumcitrate|Trisodium citrate dehydrate|trisodium 2-hydroxypropane-1,2,3-tricarboxylate--water (1/2)			
MIM:Sodium_Cyanide	Sodium cyanide	CHEBI:33192	sodium cyanide	CONFIRMED				
MIM:Sodium_D-Lactate	Sodium D-Lactate	cas:920-49-0	Sodium D-Lactate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:920-49-0
MIM:Sodium_Deoxycholate	sodium Deoxycholate	CHEBI:9177	sodium deoxycholate	SYNONYM_ENRICH	100			
MIM:Sodium_Deoxycholate_Monohydrate	Sodium deoxycholate monohydrate	CHEBI:9177	sodium deoxycholate	SYNONYM_ENRICH	Sodium deoxycholate monohydrate|Sodim deoxycholate monohydrate			
MIM:Sodium_Deoxycholate_Monohydrate	Sodium deoxycholate monohydrate	cas:145224-92-6	Sodium deoxycholate monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:145224-92-6
MIM:Sodium_Deoxycholate_Monohydrate	Sodium deoxycholate monohydrate	kgmicrobe.compound:sodium_deoxycholate_monohydrate	Sodium deoxycholate monohydrate	UNKNOWN_TERM				neither OAK nor OLS resolves kgmicrobe.compound:sodium_deoxycholate_monohydrate
MIM:Sodium_Dithionite	Sodium dithionite	CHEBI:66870	sodium dithionite	CONFIRMED				
MIM:Sodium_Dodecyl_Sulfate	Sodium Dodecyl Sulfate	CHEBI:8984	sodium dodecyl sulfate	CONFIRMED				
MIM:Sodium_Ethyl_Sulfate	Sodium ethyl sulfate	cas:546-74-7	Sodium ethyl sulfate	UNKNOWN_TERM				neither OAK nor OLS resolves cas:546-74-7
MIM:Sodium_Ferric_EDTA	Sodium ferric EDTA	CHEBI:78292	sodium feredetate	CONFIRMED				
MIM:Sodium_Ferulate	Sodium ferulate	CHEBI:114954	sodium ferulate	CONFIRMED				
MIM:Sodium_Fluoroacetate	Sodium Fluoroacetate	CHEBI:38699	sodium fluoroacetate	CONFIRMED				
MIM:Sodium_Fluorophosphate	Sodium Fluorophosphate	CHEBI:86431	sodium fluorophosphate	CONFIRMED				
MIM:Sodium_Gluconate	Sodium gluconate	CHEBI:84997	sodium gluconate	SYNONYM_ENRICH	Na-gluconate|Na gluconate			
