identifier	file	preferred_term	category	query	match_type	ontology_id	ontology	ontology_label	matched_term	standard_label_needed	missing_exact_synonyms	confidence	recommended_action
UNMAPPED_0479	data/ingredients/unmapped/NdCl3_X_6_H2O.yaml	NdCl3 x 6 H2O	SIMPLE_CHEMICAL	NdCl3 x 6 H2O|NdCl3 X 6 H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0043	data/ingredients/unmapped/Nh4mgpo.yaml	NH4MgPO	SIMPLE_CHEMICAL	NH4MgPO|Nh4mgpo|NH4MgPO4(Sigma 529354)|NH4MgPO4	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0037	data/ingredients/unmapped/Nh4no.yaml	NH4NO	SIMPLE_CHEMICAL	NH4NO|Nh4no|NH4NO3(CAS: 6484-52-2)|NH4NO3	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0152	data/ingredients/unmapped/Nickel-NTA.yaml	Nickel-NTA	SIMPLE_CHEMICAL	Nickel-NTA	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0268	data/ingredients/unmapped/Northen_Exometabolite_mix_1.yaml	Northen_Exometabolite_mix_1	UNKNOWN	Northen_Exometabolite_mix_1|Northen Exometabolite mix 1	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0481	data/ingredients/unmapped/Nutrient_Agar.yaml	Nutrient agar	UNKNOWN	Nutrient agar|Nutrient Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0594	data/ingredients/unmapped/O-carbamyl-D-serine.yaml	O-carbamyl-D-serine	UNKNOWN	O-carbamyl-D-serine	SYNONYM_EXACT	mesh:C000366	mesh	O-carbamylserine	O-carbamyl-D-serine	true	O-carbamylserine|O-carbamyl-D-serine	medium	candidate_map_exact_synonym
UNMAPPED_0227	data/ingredients/unmapped/O-methyl-D-glucuronoxylan.yaml	O-methyl-D-glucuronoxylan	UNKNOWN	O-methyl-D-glucuronoxylan	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0483	data/ingredients/unmapped/OADC_Enrichment.yaml	OADC Enrichment	SIMPLE_CHEMICAL	OADC Enrichment	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0487	data/ingredients/unmapped/OXOID_Legionella_CYE-Agar_Base.yaml	OXOID Legionella CYE-Agar base	SIMPLE_CHEMICAL	OXOID Legionella CYE-Agar base|OXOID Legionella CYE-Agar Base	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0484	data/ingredients/unmapped/Oatmeal.yaml	Oatmeal	UNKNOWN	Oatmeal	SYNONYM_EXACT	NCIT:C29298	ncit	Oatmeal Powder	OATMEAL	true	Oatmeal Powder|Oatmeal	medium	candidate_map_exact_synonym
UNMAPPED_0129	data/ingredients/unmapped/Oatmeal_Agar.yaml	Oatmeal agar	UNKNOWN	Oatmeal agar|Oatmeal Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0099	data/ingredients/unmapped/Organic_Peat.yaml	Organic Peat	UNKNOWN	Organic Peat	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0036	data/ingredients/unmapped/Original_Amount_Nh42hpo4_Fisher_A686.yaml	Original amount: (NH4)2HPO4(Fisher A686)	SIMPLE_CHEMICAL	Original amount: (NH4)2HPO4(Fisher A686)|Original Amount Nh42hpo4 Fisher A686|Original amount: (NH4)2HPO4|Original amount: 2HPO4|(NH4)2HPO4(Fisher A686)|(NH4)2HPO4|2HPO4	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0082	data/ingredients/unmapped/Original_Amount_Nh42so4_Fisher_A_702.yaml	Original amount: (NH4)2SO4(Fisher A 702)	SIMPLE_CHEMICAL	Original amount: (NH4)2SO4(Fisher A 702)|Original Amount Nh42so4 Fisher A 702|Original amount: (NH4)2SO4|Original amount: 2SO4|(NH4)2SO4(Fisher A 702)|(NH4)2SO4|2SO4	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0485	data/ingredients/unmapped/Ox-bile.yaml	Ox-bile	UNKNOWN	Ox-bile	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0486	data/ingredients/unmapped/Oxgall.yaml	Oxgall	UNKNOWN	Oxgall	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0094	data/ingredients/unmapped/P-ii_Metal_Solution.yaml	P-II Metal Solution	SIMPLE_CHEMICAL	P-II Metal Solution|P-ii Metal Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0011	data/ingredients/unmapped/P-iv_Metal_Solution.yaml	P-IV Metal Solution	SIMPLE_CHEMICAL	P-IV Metal Solution|P-iv Metal Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0184	data/ingredients/unmapped/PBS.yaml	PBS	SIMPLE_CHEMICAL	PBS	SYNONYM_EXACT	NCIT:C165502	ncit	Pencil Beam Scanning	PBS	true	Pencil Beam Scanning|PBS	medium	candidate_map_exact_synonym
UNMAPPED_0184	data/ingredients/unmapped/PBS.yaml	PBS	SIMPLE_CHEMICAL	PBS	SYNONYM_EXACT	NCIT:C178908	ncit	Dulbecco's Phosphate-Buffered Saline	PBS	true	Dulbecco's Phosphate-Buffered Saline|PBS	medium	candidate_map_exact_synonym
UNMAPPED_0184	data/ingredients/unmapped/PBS.yaml	PBS	SIMPLE_CHEMICAL	PBS	SYNONYM_EXACT	NCIT:C187731	ncit	Plasmablast Subpopulation Count	PBS	true	Plasmablast Subpopulation Count|PBS	medium	candidate_map_exact_synonym
UNMAPPED_0184	data/ingredients/unmapped/PBS.yaml	PBS	SIMPLE_CHEMICAL	PBS	SYNONYM_EXACT	NCIT:C122728	ncit	TSPO wt Allele	PBS	true	TSPO wt Allele|PBS	medium	candidate_map_exact_synonym
UNMAPPED_0489	data/ingredients/unmapped/PIPES_Buffer.yaml	PIPES buffer	SIMPLE_CHEMICAL	PIPES buffer|PIPES Buffer	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0497	data/ingredients/unmapped/PPLO_Broth.yaml	PPLO broth	SIMPLE_CHEMICAL	PPLO broth|PPLO Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0231	data/ingredients/unmapped/Pectic_Galactan_From_Potato.yaml	Pectic galactan from potato	UNKNOWN	Pectic galactan from potato|Pectic Galactan From Potato|filtered, Pectic galactan from potato|autoclaved	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0242	data/ingredients/unmapped/Peptic_Digest_Of_Animal_Tissue.yaml	Peptic digest of animal tissue	UNKNOWN	Peptic digest of animal tissue	SYNONYM_EXACT	MICRO:0000180	micro	proteose peptone	Peptic digest of animal tissue	true	proteose peptone|Peptic digest of animal tissue	medium	candidate_map_exact_synonym
UNMAPPED_0488	data/ingredients/unmapped/Phytone.yaml	Phytone	UNKNOWN	Phytone	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0490	data/ingredients/unmapped/Plain_Flour.yaml	Plain flour	UNKNOWN	Plain flour|Plain Flour	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0291	data/ingredients/unmapped/Planctomyces_artificial_seawater.yaml	Planctomyces_artificial_seawater	ENVIRONMENTAL	Planctomyces_artificial_seawater|Planctomyces artificial seawater	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0279	data/ingredients/unmapped/Planctomyces_mineral_salts.yaml	Planctomyces_mineral_salts	INCOMPLETE	Planctomyces_mineral_salts|Planctomyces mineral salts	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0310	data/ingredients/unmapped/Planctomyces_trace_element_solution.yaml	Planctomyces_trace_element_solution	SIMPLE_CHEMICAL	Planctomyces_trace_element_solution|Planctomyces trace element solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0265	data/ingredients/unmapped/Planctomyces_vitamin_mix.yaml	Planctomyces_vitamin_mix	COMPLEX_MIXTURE	Planctomyces_vitamin_mix|Planctomyces vitamin mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0491	data/ingredients/unmapped/Polar_Lipid_Fraction.yaml	Polar lipid fraction	UNKNOWN	Polar lipid fraction|Polar Lipid Fraction	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0493	data/ingredients/unmapped/Poly-ß-hydroxybutyric_Acid.yaml	poly-ß-hydroxybutyric acid	UNKNOWN	poly-ß-hydroxybutyric acid|Poly-ß-hydroxybutyric Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0494	data/ingredients/unmapped/PolyR-3-hydroxybutyric_Acid.yaml	Poly[R-3-hydroxybutyric acid]	UNKNOWN	Poly[R-3-hydroxybutyric acid]|PolyR-3-hydroxybutyric Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0492	data/ingredients/unmapped/Poly_Hexamethylene_Carbonate.yaml	Poly hexamethylene carbonate	SIMPLE_CHEMICAL	Poly hexamethylene carbonate|Poly Hexamethylene Carbonate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0498	data/ingredients/unmapped/PrCl3_X_H2O.yaml	PrCl3 x H2O	SIMPLE_CHEMICAL	PrCl3 x H2O|PrCl3 X H2O	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0210	data/ingredients/unmapped/Prebiotin.yaml	Prebiotin	UNKNOWN	Prebiotin	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0216	data/ingredients/unmapped/PreticX.yaml	PreticX	UNKNOWN	PreticX	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0499	data/ingredients/unmapped/Probumin_Universal_Grade.yaml	Probumin Universal Grade	UNKNOWN	Probumin Universal Grade	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0212	data/ingredients/unmapped/Promitor.yaml	Promitor	UNKNOWN	Promitor	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0500	data/ingredients/unmapped/Proteose_Yeastolate.yaml	Proteose yeastolate	UNKNOWN	Proteose yeastolate|Proteose Yeastolate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0501	data/ingredients/unmapped/Pulp_Of_Sour_Stone_Cherries.yaml	Pulp of sour stone cherries	UNKNOWN	Pulp of sour stone cherries|Pulp Of Sour Stone Cherries	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0502	data/ingredients/unmapped/Putrescine_2_HCl.yaml	Putrescine 2 HCl	SIMPLE_CHEMICAL	Putrescine 2 HCl	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0503	data/ingredients/unmapped/Pyridoxin.yaml	Pyridoxin	UNKNOWN	Pyridoxin	SYNONYM_EXACT	mesh:D011736	mesh	Pyridoxine	Pyridoxin	true	Pyridoxine|Pyridoxin	medium	candidate_map_exact_synonym
UNMAPPED_0504	data/ingredients/unmapped/Pyromelitic_Acid.yaml	Pyromelitic acid	UNKNOWN	Pyromelitic acid|Pyromelitic Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0132	data/ingredients/unmapped/R_Agar.yaml	R agar	UNKNOWN	R agar|R Agar	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0166	data/ingredients/unmapped/Red_Arabinan_From_Sugar-beet.yaml	Red Arabinan from sugar-beet	UNKNOWN	Red Arabinan from sugar-beet|Red Arabinan From Sugar-beet|filtered	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0507	data/ingredients/unmapped/Reinforced_Clostridial_Medium.yaml	Reinforced clostridial medium	COMPLEX_MIXTURE	Reinforced clostridial medium|Reinforced Clostridial Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0240	data/ingredients/unmapped/Rhamnogalacturonan-II_From_Apple_Juice_Concentrate.yaml	Rhamnogalacturonan-II from apple juice concentrate	SIMPLE_CHEMICAL	Rhamnogalacturonan-II from apple juice concentrate|Rhamnogalacturonan-II From Apple Juice Concentrate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0175	data/ingredients/unmapped/Rhamnogalacturonan_-_From_Potato.yaml	Rhamnogalacturonan - from potato	UNKNOWN	Rhamnogalacturonan - from potato|Rhamnogalacturonan - From Potato|autoclaved	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0508	data/ingredients/unmapped/Riboflavin_Solution_See_Medium_No_462.yaml	Riboflavin solution see Medium No. 462	COMPLEX_MIXTURE	Riboflavin solution see Medium No. 462|Riboflavin Solution See Medium No 462	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0510	data/ingredients/unmapped/Rumen_Fluid.yaml	Rumen fluid	UNKNOWN	Rumen fluid|Rumen Fluid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0511	data/ingredients/unmapped/Rye_Grass.yaml	Rye grass	UNKNOWN	Rye grass	SYNONYM_EXACT	mesh:D008129	mesh	Lolium	Rye Grass	true	Lolium|Rye grass	medium	candidate_map_exact_synonym
UNMAPPED_0512	data/ingredients/unmapped/S6_Medium.yaml	S6 medium	COMPLEX_MIXTURE	S6 medium|S6 Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0513	data/ingredients/unmapped/SABOURAUD-_Glucose-Bouillon.yaml	SABOURAUD- Glucose-Bouillon	SIMPLE_CHEMICAL	SABOURAUD- Glucose-Bouillon	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0286	data/ingredients/unmapped/SDM_noCarbon.yaml	SDM_noCarbon	SIMPLE_CHEMICAL	SDM_noCarbon|SDM noCarbon	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0585	data/ingredients/unmapped/SS-NAD.yaml	ß-NAD	SIMPLE_CHEMICAL	ß-NAD|SS-NAD	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0586	data/ingredients/unmapped/SS-nicotinamide_Adenine_Dinucleotide.yaml	ß-nicotinamide adenine dinucleotide	UNKNOWN	ß-nicotinamide adenine dinucleotide|SS-nicotinamide Adenine Dinucleotide	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0514	data/ingredients/unmapped/Salt_Solution_II.yaml	Salt Solution II	SIMPLE_CHEMICAL	Salt Solution II	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0515	data/ingredients/unmapped/Salt_Water.yaml	Salt water	UNKNOWN	Salt water	SYNONYM_EXACT	ENVO:00002010	envo	saline water	salt water	true	saline water|Salt water	medium	candidate_map_exact_synonym
UNMAPPED_0516	data/ingredients/unmapped/Salts_Solution.yaml	Salts solution	SIMPLE_CHEMICAL	Salts solution|Salts Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0517	data/ingredients/unmapped/Se-acid.yaml	Se-acid	UNKNOWN	Se-acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0148	data/ingredients/unmapped/Sea_Salts.yaml	Sea salts	UNKNOWN	Sea salts|Sea Salts|sea salts (Sigma)|sea salts	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0002	data/ingredients/unmapped/See_Source_For_Composition.yaml	See source for composition	PLACEHOLDER	See source for composition|See Source For Composition	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0519	data/ingredients/unmapped/Selenite-tungstate_Solution_See_Medium_No_431.yaml	Selenite-tungstate solution see Medium No. 431	COMPLEX_MIXTURE	Selenite-tungstate solution see Medium No. 431|Selenite-tungstate Solution See Medium No 431	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0520	data/ingredients/unmapped/Sigmacell_Alpha_Type_50.yaml	Sigmacell alpha Type 50	UNKNOWN	Sigmacell alpha Type 50|Sigmacell Alpha Type 50	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0521	data/ingredients/unmapped/Skirrow_Supplement.yaml	Skirrow supplement	COMPLEX_MIXTURE	Skirrow supplement|Skirrow Supplement	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0524	data/ingredients/unmapped/Sodium_Crotonate.yaml	Sodium crotonate	UNKNOWN	Sodium crotonate|Sodium Crotonate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0612	data/ingredients/unmapped/Sodium_Dihydrogen_Phosphate.yaml	Sodium dihydrogen phosphate	SIMPLE_CHEMICAL	Sodium dihydrogen phosphate	SYNONYM_EXACT	CHEBI:37585	chebi	sodium dihydrogenphosphate	sodium dihydrogen phosphate	true	sodium dihydrogenphosphate|Sodium dihydrogen phosphate	medium	candidate_map_exact_synonym
UNMAPPED_0612	data/ingredients/unmapped/Sodium_Dihydrogen_Phosphate.yaml	Sodium dihydrogen phosphate	SIMPLE_CHEMICAL	Sodium dihydrogen phosphate	SYNONYM_EXACT	mesh:C018279	mesh	sodium phosphate	sodium dihydrogen phosphate	true	sodium phosphate|Sodium dihydrogen phosphate	medium	candidate_map_exact_synonym
UNMAPPED_0615	data/ingredients/unmapped/Sodium_Phosphate_Monobasic_(phosphorus_Source).yaml	Sodium phosphate monobasic (phosphorus source)	UNKNOWN	Sodium phosphate monobasic (phosphorus source)|Sodium Phosphate Monobasic (phosphorus Source)|Sodium phosphate monobasic	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0527	data/ingredients/unmapped/Sodiumbenzoate.yaml	Sodiumbenzoate	UNKNOWN	Sodiumbenzoate	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0303	data/ingredients/unmapped/Soil_Defined_Carbon_Mix.yaml	Soil Defined Carbon Mix	ENVIRONMENTAL	Soil Defined Carbon Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0055	data/ingredients/unmapped/Soilseawater_Medium.yaml	Soil+Seawater Medium	COMPLEX_MIXTURE	Soil+Seawater Medium|Soilseawater Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0078	data/ingredients/unmapped/Soilwater_Gr-_Medium.yaml	Soilwater: GR- Medium	COMPLEX_MIXTURE	Soilwater: GR- Medium|Soilwater Gr- Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0012	data/ingredients/unmapped/Soilwater_Gr_Medium.yaml	Soilwater: GR+ Medium	COMPLEX_MIXTURE	Soilwater: GR+ Medium|Soilwater Gr Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0103	data/ingredients/unmapped/Soilwater_Peat_Medium.yaml	Soilwater: Peat Medium	COMPLEX_MIXTURE	Soilwater: Peat Medium|Soilwater Peat Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0530	data/ingredients/unmapped/Soy_Flour.yaml	Soy flour	UNKNOWN	Soy flour	SYNONYM_EXACT	FOODON:03302142	foodon	soybean flour	soy flour	true	soybean flour|Soy flour	medium	candidate_map_exact_synonym
UNMAPPED_0531	data/ingredients/unmapped/Soya_Pepton.yaml	Soya pepton	UNKNOWN	Soya pepton|Soya Pepton	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0098	data/ingredients/unmapped/Sphagnum_Extract.yaml	Sphagnum extract	UNKNOWN	Sphagnum extract|Sphagnum Extract	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0056	data/ingredients/unmapped/Spir_Solution.yaml	Spir solution	SIMPLE_CHEMICAL	Spir solution|Spir Solution|Spir solution 1|Spir solution 2	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0275	data/ingredients/unmapped/Spring_Sampling_GW821_Filtered_With_02uM_Filter.yaml	Spring sampling GW821 filtered with 0.2uM filter	SIMPLE_CHEMICAL	Spring sampling GW821 filtered with 0.2uM filter|Spring Sampling GW821 Filtered With 02uM Filter	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0532	data/ingredients/unmapped/Standard_I_Broth.yaml	Standard I Broth	UNKNOWN	Standard I Broth	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0533	data/ingredients/unmapped/Steric_Solution.yaml	Steric solution	SIMPLE_CHEMICAL	Steric solution|Steric Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0032	data/ingredients/unmapped/Sterile_Dh2o.yaml	sterile dH2O	SIMPLE_CHEMICAL	sterile dH2O|Sterile Dh2o	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0084	data/ingredients/unmapped/Sterile_Dh2o_2.yaml	Sterile dH2O	SIMPLE_CHEMICAL	Sterile dH2O|Sterile Dh2o 2	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0534	data/ingredients/unmapped/Sterile_Serum.yaml	Sterile serum	UNKNOWN	Sterile serum|Sterile Serum	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0616	data/ingredients/unmapped/Sugarcane_Straw_(lignocellulose_Substrate).yaml	Sugarcane straw (lignocellulose substrate)	UNKNOWN	Sugarcane straw (lignocellulose substrate)|Sugarcane Straw (lignocellulose Substrate)|Sugarcane straw	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0302	data/ingredients/unmapped/Sulfur-free_DL_Minerals.yaml	Sulfur-free DL minerals	SIMPLE_CHEMICAL	Sulfur-free DL minerals|Sulfur-free DL Minerals	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0273	data/ingredients/unmapped/Sulfur_Free_Mineral_Mix.yaml	Sulfur free mineral mix	UNKNOWN	Sulfur free mineral mix|Sulfur Free Mineral Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0217	data/ingredients/unmapped/Sunfiber.yaml	Sunfiber	UNKNOWN	Sunfiber	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0536	data/ingredients/unmapped/Swine_Serum.yaml	Swine serum	UNKNOWN	Swine serum|Swine Serum	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0543	data/ingredients/unmapped/TNM-FH_Medium.yaml	TNM-FH Medium	COMPLEX_MIXTURE	TNM-FH Medium	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0295	data/ingredients/unmapped/TYG_Salts_Solution.yaml	TYG salts solution	SIMPLE_CHEMICAL	TYG salts solution|TYG Salts Solution	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0284	data/ingredients/unmapped/Takara_DO_Supp_MinusHisLeuTrp.yaml	Takara_DO_Supp_MinusHisLeuTrp	SIMPLE_CHEMICAL	Takara_DO_Supp_MinusHisLeuTrp|Takara DO Supp MinusHisLeuTrp	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
TAPSO	data/ingredients/unmapped/Tapso.yaml	TAPSO	SIMPLE_CHEMICAL	(2R)-2-cyano-N-[(1R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutanamide	SYNONYM_EXACT	CHEBI:84015	chebi	(1R,2R)-diclocymet	(2R)-2-cyano-N-[(1R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutanamide	true	TAPSO	medium	candidate_map_exact_synonym
TAPSO	data/ingredients/unmapped/Tapso.yaml	TAPSO	SIMPLE_CHEMICAL	TAPSO	SYNONYM_EXACT	mesh:C047133	mesh	dermorphin (1-4), Arg(2)-Sar(4)-	TAPSO	true	dermorphin (1-4), Arg(2)-Sar(4)-|TAPSO	medium	candidate_map_exact_synonym
UNMAPPED_0270	data/ingredients/unmapped/Thauers_Vitamin_Mix.yaml	Thauer's vitamin mix	COMPLEX_MIXTURE	Thauer's vitamin mix|Thauers Vitamin Mix	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0257	data/ingredients/unmapped/Thauers_Vitamin_Mix_No_Biotin.yaml	Thauer's vitamin mix no Biotin	COMPLEX_MIXTURE	Thauer's vitamin mix no Biotin|Thauers Vitamin Mix No Biotin	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0617	data/ingredients/unmapped/Thiamine_HCl_(Vitamin_B1).yaml	Thiamine HCl (Vitamin B1)	COMPLEX_MIXTURE	Thiamine HCl	SYNONYM_EXACT	CHEBI:49105	chebi	thiamine hydrochloride	thiamine HCl	true	thiamine hydrochloride|thiamine HCl|Thiamine HCl (Vitamin B1)	medium	candidate_map_exact_synonym
UNMAPPED_0538	data/ingredients/unmapped/Thiamine_Solution_See_Medium_No_403.yaml	Thiamine solution see Medium No. 403	COMPLEX_MIXTURE	Thiamine solution see Medium No. 403|Thiamine Solution See Medium No 403	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0539	data/ingredients/unmapped/Thioglycollic_Acid.yaml	Thioglycollic acid	UNKNOWN	Thioglycollic acid|Thioglycollic Acid	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0540	data/ingredients/unmapped/TiCl3.yaml	TiCl3	SIMPLE_CHEMICAL	TiCl3	SYNONYM_EXACT	mesh:C039460	mesh	titanium trichloride	TiCl3	true	titanium trichloride|TiCl3	medium	candidate_map_exact_synonym
UNMAPPED_0618	data/ingredients/unmapped/Titanium(III)_Citrate.yaml	Titanium(III) citrate	SIMPLE_CHEMICAL	Titanium citrate	LABEL_EXACT	mesh:C419387	mesh	titanium citrate	titanium citrate	true	titanium citrate|Titanium(III) citrate	high	candidate_map_exact_label
UNMAPPED_0618	data/ingredients/unmapped/Titanium(III)_Citrate.yaml	Titanium(III) citrate	SIMPLE_CHEMICAL	Titanium citrate	SYNONYM_EXACT	MICRO:0001190	micro	citric acid fermentation assay	titanium citrate	true	citric acid fermentation assay|titanium citrate|Titanium(III) citrate	medium	candidate_map_exact_synonym
UNMAPPED_0618	data/ingredients/unmapped/Titanium(III)_Citrate.yaml	Titanium(III) citrate	SIMPLE_CHEMICAL	Titanium citrate	SYNONYM_EXACT	MICRO:0000735	micro	citric acid assimilation assay	titanium citrate	true	citric acid assimilation assay|titanium citrate|Titanium(III) citrate	medium	candidate_map_exact_synonym
UNMAPPED_0541	data/ingredients/unmapped/TitaniumIII_Chloride.yaml	TitaniumIII chloride	SIMPLE_CHEMICAL	TitaniumIII chloride|TitaniumIII Chloride	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
UNMAPPED_0542	data/ingredients/unmapped/Titriplex1.yaml	Titriplex1	UNKNOWN	Titriplex1	NO_EXACT_OLS_HIT							none	keep_unmapped_or_manual_review
