bucket	label	occurrences	recipes	folded	mim_identifier	mim_label	culturemech_reason
RESIDUAL	8% NaHCO3 soluiton*	1	1	8 nahco3 soluiton			label not found in pinned MIM index and no usable local identity
RESIDUAL	8% NaHCO3solution*	1	1	8 nahco3solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	8.0 % NaHCO3 solution*	1	1	8 0 nahco3 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	8.0% NaHCO3 solution*	1	1	8 0 nahco3 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	ACES (N-(2-Acetamido)-2-aminoethanesulfonic acid)	1	1	aces 2 aminoethanesulfonic acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	ACES Buffer	1	1	aces buffer			label not found in pinned MIM index and no usable local identity
RESIDUAL	AKI(SO4)2	1	1	aki so4 2			label not found in pinned MIM index and no usable local identity
RESIDUAL	API 50 CHB/E Medium	1	1	api 50 chb e medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	ATCC Medium 1256	1	1	atcc medium 1256			label not found in pinned MIM index and no usable local identity
RESIDUAL	Acetate (final concentration)	1	1	acetate final concentration			label not found in pinned MIM index and no usable local identity
RESIDUAL	Active horse serum	1	1	active horse serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	Adenosine sulfate	1	1	adenosine sulfate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar Noble	1	1	agar noble			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar Noble (Difco 0142) (if needed)	1	1	agar noble			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar Noble (if required)	1	1	agar noble			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar if required	1	1	agar if required			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar powder	1	1	agar powder			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar solution*	1	1	agar solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar, Noble (BD 214050), if needed	1	1	agar noble if needed			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar-agar (Difco)	1	1	agar agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agarose (Electrophoresis grade,  if needed)	1	1	agarose electrophoresis grade if needed			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ager	1	1	ager			label not found in pinned MIM index and no usable local identity
RESIDUAL	AlK(SO4)	1	1	alk so4			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ammonium tartrate	1	1	ammonium tartrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Amonium phosphate-dibasic	1	1	amonium phosphate dibasic			label not found in pinned MIM index and no usable local identity
RESIDUAL	Anaerobic digestor sludge supernatant (SS)	1	1	anaerobic digestor sludge supernatant			label not found in pinned MIM index and no usable local identity
RESIDUAL	Antifoam (Union Carbide Corp., SAG-471)	1	1	antifoam union carbide corp sag 471			label not found in pinned MIM index and no usable local identity
RESIDUAL	Antifoam C	1	1	antifoam c			label not found in pinned MIM index and no usable local identity
RESIDUAL	Arginine HCl	1	1	arginine hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Artifical sea water	1	1	artifical sea water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Artificial saltwater (see below)	1	1	artificial saltwater			label not found in pinned MIM index and no usable local identity
RESIDUAL	Artificial seawater (4x, see below)	1	1	artificial seawater 4x see below			label not found in pinned MIM index and no usable local identity
RESIDUAL	BG-FPC (see below)	1	1	bg fpc			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Agar (Difco, if needed)	1	1	bacto agar difco if needed			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Blood Agar Base (Difco)	1	1	bacto blood agar base			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Marine Agar 2216 (Difco)	1	1	bacto marine agar 2216			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Middlebrook OADC enrichment	1	1	bacto middlebrook oadc enrichment			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Nutrient Broth (Difco)	1	1	bacto nutrient broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto PPLO Broth w/o CV (Difco)	1	1	bacto pplo broth w o cv			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto agar (BD-Difco) (for solid medium)	1	1	bacto agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto pleuropneumonia-like organisms (PPLO) broth without crystal violet	1	1	bacto pleuropneumonia like organisms broth without crystal violet			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto-Yeast Nitrogen Base w/o Amino Acids and Ammonium Sulfate (Difco)	1	1	bacto yeast nitrogen base w o amino acids and ammonium sulfate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto-yeast	1	1	bacto yeast			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bactp-Yeast Nitrogen Base w/o Amino Acids	1	1	bactp yeast nitrogen base w o amino acids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bakers’ yeast (live, pressed, starch-free)	1	1	bakers yeast live pressed starch free			label not found in pinned MIM index and no usable local identity
RESIDUAL	Barley grain	1	1	barley grain			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal broth	1	1	basal broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal medium 2 (see below)	1	1	basal medium 2			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal salts medium (BSM)	1	1	basal salts medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal salts solution	1	1	basal salts solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Base Medium	1	1	base medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Base soda medium (see Medium No. 1207 )	1	1	base soda medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basic mineral salt medium 1 (see below)	1	1	basic mineral salt medium 1			label not found in pinned MIM index and no usable local identity
RESIDUAL	Beef heart infusion solids	1	1	beef heart infusion solids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bicarbonate solution (1.0 M)***	1	1	bicarbonate solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bicarbonate solution***	1	1	bicarbonate solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bicarbonate-buffered basal medium (BBM)	1	1	bicarbonate buffered basal medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Biotin (1 μg/μL)	1	1	biotin 1 μg μl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Biotin solution*	1	1	biotin solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Blood agar medium	1	1	blood agar medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bordet Gengou agar (Difco)	1	1	bordet gengou agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bordet-Gengou Broth Base (see below)	1	1	bordet gengou broth base			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bordet-Gengou agar	1	1	bordet gengou agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bovine blood	1	1	bovine blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bovine calf serum (heat-inactivated)	1	1	bovine calf serum heat inactivated			label not found in pinned MIM index and no usable local identity
RESIDUAL	Brain infusion solids	1	1	brain infusion solids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bring 500 ml of	1	1	bring 500 ml of			label not found in pinned MIM index and no usable local identity
RESIDUAL	Broth Medium Marine Broth 2216 (BD 279110)	1	1	broth medium marine broth 2216			label not found in pinned MIM index and no usable local identity
RESIDUAL	C solution****	1	1	c solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	C. difficile supplement	1	1	c difficile supplement			label not found in pinned MIM index and no usable local identity
RESIDUAL	CAS amino acids	1	1	cas amino acids			label not found in pinned MIM index and no usable local identity
RESIDUAL	CM-Cellulose	1	1	cm cellulose			label not found in pinned MIM index and no usable local identity
RESIDUAL	CM0149 Broth (OXOID)	1	1	cm0149 broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	CMRL 1066 tissue culture supplement- (10x)(with glutamine)	1	1	cmrl 1066 tissue culture supplement 10x with glutamine			label not found in pinned MIM index and no usable local identity
RESIDUAL	CO	1	1	co			label not found in pinned MIM index and no usable local identity
RESIDUAL	CO2  gas	1	1	co2 gas			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ca(NO3)2 x 5 H2O	1	1	ca no3 2 x 5 h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ca(NO3)2 x 6 H2O	1	1	ca no3 2 x 6 h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ca(NO3)2・6H2O	1	1	ca no3 2 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ca-panthothenate	1	1	ca panthothenate			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCO3 (reagent grade)	1	1	caco3 reagent grade			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl	1	1	cacl			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl 2H O	1	1	cacl 2h o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl2 solution (0.1 M)***	1	1	cacl2 solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl2·2H20	1	1	cacl2 2h20			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl2·2H2O (2.5 g/L)	1	1	cacl2 2h2o 2 5 g l			label not found in pinned MIM index and no usable local identity
RESIDUAL	CaCl・2H2O	1	1	cacl 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Calcium folinic acid	1	1	calcium folinic acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	Carbon source (i.e. cellobiose)	1	1	carbon source i e cellobiose			label not found in pinned MIM index and no usable local identity
RESIDUAL	Casein sodium	1	1	casein sodium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cd(NO3).4H2O	1	1	cd no3 4h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cellobiose or Cellulose (MN 300)	1	1	cellobiose or cellulose			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cellulose (or Cellobiose)	1	1	cellulose or cellobiose			label not found in pinned MIM index and no usable local identity
RESIDUAL	Chopped Meat Broth	1	1	chopped meat broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Chrysalis extract	1	1	chrysalis extract			label not found in pinned MIM index and no usable local identity
RESIDUAL	Clarified tomato juice	1	1	clarified tomato juice			label not found in pinned MIM index and no usable local identity
RESIDUAL	Co(NO )2.6H O	1	1	co no 2 6h o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Co-enzyme M (mercaptoethanesulfonic acid)	1	1	co enzyme m			label not found in pinned MIM index and no usable local identity
RESIDUAL	CoCI2.6H2O	1	1	coci2 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CoSO4 x7H2O (1 mg/ml)	1	1	coso4 x7h2o 1 mg ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	CoSO4・7H2	1	1	coso4 7h2			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cobalamin (1 μg/μL)	1	1	cobalamin 1 μg μl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Coenzyme M (2-mercaptoethanesulfonic acid)	1	1	coenzyme m 2 mercaptoethanesulfonic acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	Columbia Agar Plates with 5% sheep blood (BBL 4354005)	1	1	columbia agar plates with 5 sheep blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	Columbia Agar with 5% Sheep Blood (BD-BBL)	1	1	columbia agar with 5 sheep blood			label not found in pinned MIM index and no usable local identity
RESIDUAL	Columbia blood agar (Difco Laboratories, Detroit, Mich.)	1	1	columbia blood agar difco laboratories detroit mich			label not found in pinned MIM index and no usable local identity
RESIDUAL	Columbia blood agar (Oxoid)	1	1	columbia blood agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Columbia broth	1	1	columbia broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Component I	1	1	component i			label not found in pinned MIM index and no usable local identity
RESIDUAL	Component II	1	1	component ii			label not found in pinned MIM index and no usable local identity
RESIDUAL	Component III	1	1	component iii			label not found in pinned MIM index and no usable local identity
RESIDUAL	Concentrated H2SO4	1	1	concentrated h2so4			label not found in pinned MIM index and no usable local identity
RESIDUAL	Concentrated hydrochloric acid	1	1	concentrated hydrochloric acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	Copper(II) Nitrate Trihydrate	1	1	copper ii nitrate trihydrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Corn and fish meal mixture (feed for birds)	1	1	corn and fish meal mixture feed for birds			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cow's milk (whole fat)	1	1	cow s milk whole fat			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cr(NO3)3.9H2O	1	1	cr no3 3 9h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cr2(SO4)3・xH2O	1	1	cr2 so4 3 xh2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CrCl3.6H2O	1	1	crcl3 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CrK(SO4)2·12H2O	1	1	crk so4 2 12h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CrystalSea Marine Mix (Marine Enterprises International, Inc.)	1	1	crystalsea marine mix			label not found in pinned MIM index and no usable local identity
RESIDUAL	CuCl2 x2H2O (10 mg/ml)	1	1	cucl2 x2h2o 10 mg ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	CuCl2⋅4H2O	1	1	cucl2 4h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CuSO2・5H2O	1	1	cuso2 5h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	CuSO4･7H2O	1	1	cuso4 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Culture supernatant (see below)	1	1	culture supernatant			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cyanocobalamine (vitamin B12)	1	1	cyanocobalamine vitamin b12			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cystein-HCl	1	1	cystein hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cysteine hydrochloride hydrate	1	1	cysteine hydrochloride hydrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	CysteineHCl	1	1	cysteinehcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Czapek concentrate (see below)	1	1	czapek concentrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Czapek--Dox liquid medium, modified (Oxoid)	1	1	czapek dox liquid medium modified			label not found in pinned MIM index and no usable local identity
RESIDUAL	Czapek-Dox Liquid Medium, Modified (OXOID)	1	1	czapek dox liquid medium modified			label not found in pinned MIM index and no usable local identity
RESIDUAL	Czapek-Dox liquid medium, modified (Oxoid)	1	1	czapek dox liquid medium modified			label not found in pinned MIM index and no usable local identity
RESIDUAL	D-(+)-Glucose anhydrous	1	1	d glucose anhydrous			label not found in pinned MIM index and no usable local identity
RESIDUAL	D-Ribose 5-phosphate	1	1	d ribose 5 phosphate			label not found in pinned MIM index and no usable local identity
RESIDUAL	DI WATER	1	1	di water			label not found in pinned MIM index and no usable local identity
RESIDUAL	DL minerals (see below)	1	1	dl minerals			label not found in pinned MIM index and no usable local identity
RESIDUAL	DL-Ca-pantothenate	1	1	dl ca pantothenate			label not found in pinned MIM index and no usable local identity
RESIDUAL	DNA sodium salt (Sigma, D1501)	1	1	dna sodium salt sigma d1501			label not found in pinned MIM index and no usable local identity
RESIDUAL	De Man-Rogosa-Sharpe (MRS) broth (Biokar Diagnostic)	1	1	de man rogosa sharpe broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	De-ionized water	1	1	de ionized water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Deferoxamine mesylate salt	1	1	deferoxamine mesylate salt			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dehydrated Wilkins-Chalgren medium (Oxoid CM0643)	1	1	dehydrated wilkins chalgren medium oxoid cm0643			label not found in pinned MIM index and no usable local identity
RESIDUAL	Desiccated ox bile	1	1	desiccated ox bile			label not found in pinned MIM index and no usable local identity
RESIDUAL	Destilled water	1	1	destilled water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dichloran (0.2% in ethanol)	1	1	dichloran			label not found in pinned MIM index and no usable local identity
RESIDUAL	Difco Bacto Marine Broth (DIFCO 2216)	1	1	difco bacto marine broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Difco Marine Agar 2216	1	1	difco marine agar 2216			label not found in pinned MIM index and no usable local identity
RESIDUAL	Difco Yeast Carbon Base	1	1	difco yeast carbon base			label not found in pinned MIM index and no usable local identity
RESIDUAL	Difco brain-heart infusion broth (BD Biosciences)	1	1	difco brain heart infusion broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Disrilled water	1	1	disrilled water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled H2O	1	1	distilled h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled water 100.00 ml	1	1	distilled water 100 00 ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled water 960.00	1	1	distilled water 960 00			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled waterv	1	1	distilled waterv			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dithionite (ca.)	1	1	dithionite ca			label not found in pinned MIM index and no usable local identity
RESIDUAL	Double-distilled water	1	1	double distilled water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dried shrimp	1	1	dried shrimp			label not found in pinned MIM index and no usable local identity
RESIDUAL	EBIOS* (dried yeast tablets)	1	1	ebios dried yeast tablets			label not found in pinned MIM index and no usable local identity
RESIDUAL	EDTA·Na2	1	1	edta na2			label not found in pinned MIM index and no usable local identity
RESIDUAL	EDTA・2Na・2H2O	1	1	edta 2na 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	EZMix-N-Z-amine A	1	1	ezmix n z amine a			label not found in pinned MIM index and no usable local identity
RESIDUAL	Eagle's  minimum  essential  medium  (MEM) (Nissui  Co.,  Tokyo)	1	1	eagle s minimum essential medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ebios (tablets)*	1	1	ebios tablets			label not found in pinned MIM index and no usable local identity
RESIDUAL	Elemental sulfer	1	1	elemental sulfer			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ethlyene Diamine Tetraacetate	1	1	ethlyene diamine tetraacetate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ethylenediamine-tetraacetate-di-Na-salt	1	1	ethylenediamine tetraacetate di na salt			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fastidious Anaerobe Agar (acumedia)	1	1	fastidious anaerobe agar acumedia			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(NH4)2(SO4)2 x 7 H2O (0.1% w/v)	1	1	fe nh4 2 so4 2 x 7 h2o 0 1 w v			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(NH4)2SO4·6H2O	1	1	fe nh4 2so4 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(SO4)2(NH4)2 . 6H2O	1	1	fe so4 2 nh4 2 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(SO4)2(NH4)2·6H2O	1	1	fe so4 2 nh4 2 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(SO4)2(NH4Cl)2⋅6H2O	1	1	fe so4 2 nh4cl 2 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(SO4)3・xH2O	1	1	fe so4 3 xh2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(SO4)·7H2O	1	1	fe so4 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe-Citrate	1	1	fe citrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe-EDTA(III)	1	1	fe edta iii			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe2(SO4)3·(NH4)2SO4·24H2O	1	1	fe2 so4 3 nh4 2so4 24h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe2(SO4)3·6H2O	1	1	fe2 so4 3 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe2(SO4)3·xH2O	1	1	fe2 so4 3 xh2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe2(SO4)3・nH2O	1	1	fe2 so4 3 nh2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeCl .6H 0	1	1	fecl 6h 0			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeCl2·2H2O	1	1	fecl2 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeNaEDTA	1	1	fenaedta			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeS slurry solution*****	1	1	fes slurry solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeSO4 . 7H2O (2%, w/v, in N HCl)	1	1	feso4 7h2o 2 w v in n hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeSO4 x 7 H2O (0.2% w/v)	1	1	feso4 x 7 h2o 0 2 w v			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeSO4(NH4)2SO4.6H2O	1	1	feso4 nh4 2so4 6h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeSO4·4H2O	1	1	feso4 4h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ferric citrate solution* (0.1%)	1	1	ferric citrate solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ferric nitrate	1	1	ferric nitrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ferrihydrite suspension (see below)	1	1	ferrihydrite suspension			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fetal bovine serum (Biowest; heat inactivated)	1	1	fetal bovine serum biowest heat inactivated			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fetal bovine serum (Flow), heat-inactivated	1	1	fetal bovine serum heat inactivated			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fetal bovine serum (heated 56°C- I hour)	1	1	fetal bovine serum heated 56 c i hour			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fluid thioglycolate (BD-BBL)	1	1	fluid thioglycolate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Folic acid (5 μg/μL)	1	1	folic acid 5 μg μl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fungizone (Bristol-Myers Squibb Co.)	1	1	fungizone			label not found in pinned MIM index and no usable local identity
RESIDUAL	GAM broth, modified (Nissui)	1	1	gam broth modified			label not found in pinned MIM index and no usable local identity
RESIDUAL	GC agar base (BD 228950)	1	1	gc agar base			label not found in pinned MIM index and no usable local identity
RESIDUAL	GDP	1	1	gdp			label not found in pinned MIM index and no usable local identity
RESIDUAL	Gellangum	1	1	gellangum			label not found in pinned MIM index and no usable local identity
RESIDUAL	Glucose (0.1981 g/mL)	1	1	glucose 0 1981 g ml			label not found in pinned MIM index and no usable local identity
RESIDUAL	Glucose (sterilized separately)	1	1	glucose sterilized separately			label not found in pinned MIM index and no usable local identity
RESIDUAL	Glucosev	1	1	glucosev			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ground sulfur powder	1	1	ground sulfur powder			label not found in pinned MIM index and no usable local identity
RESIDUAL	Growth stimulating factors (see below)	1	1	growth stimulating factors			label not found in pinned MIM index and no usable local identity
RESIDUAL	Growth-stimulating factors	1	1	growth stimulating factors			label not found in pinned MIM index and no usable local identity
RESIDUAL	Guanine HCl	1	1	guanine hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	H2O (deionized)	1	1	h2o deionized			label not found in pinned MIM index and no usable local identity
RESIDUAL	H2SO4 (conc.)	1	1	h2so4 conc			label not found in pinned MIM index and no usable local identity
RESIDUAL	H2SO4 (concd)	1	1	h2so4 concd			label not found in pinned MIM index and no usable local identity
RESIDUAL	H2SeO3(selenous acid)	1	1	h2seo3 selenous acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	H4MoNa2O6·2H2O	1	1	h4mona2o6 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	HCl (conc.)	1	1	hcl conc			label not found in pinned MIM index and no usable local identity
RESIDUAL	HCl (concentrated)	1	1	hcl concentrated			label not found in pinned MIM index and no usable local identity
RESIDUAL	HCl(conc)	1	1	hcl conc			label not found in pinned MIM index and no usable local identity
RESIDUAL	HEPES (free acid)	1	1	hepes free acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	HEPES-NaOH (pH 7.5)	1	1	hepes naoh			label not found in pinned MIM index and no usable local identity
RESIDUAL	HS medium	1	1	hs medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Heart Infusion from (solids)	1	1	heart infusion from solids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Heart muscle infusion solids	1	1	heart muscle infusion solids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hemin (dissolved separately in 10 mM NaOH)	1	1	hemin dissolved separately in 10 mm naoh			label not found in pinned MIM index and no usable local identity
RESIDUAL	Histidine HCl	1	1	histidine hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	Horse serum (heat--inactivated)	1	1	horse serum heat inactivated			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hunter's basal salts (see below)	1	1	hunter s basal salts			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hutner's basal salts	1	1	hutner s basal salts			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hutner's basal salts (see below)	1	1	hutner s basal salts			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hutner's vitamin free mineral base (see below)	1	1	hutner s vitamin free mineral base			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hutners basal salts (see below)	1	1	hutners basal salts			label not found in pinned MIM index and no usable local identity
RESIDUAL	ISP Medium 1 (Difco)	1	1	isp medium 1			label not found in pinned MIM index and no usable local identity
RESIDUAL	Inactivated horse serum (Hyclone)	1	1	inactivated horse serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	Iron (powder, 20 - 60 mesh, Nacalai)	1	1	iron powder 20 60 mesh nacalai			label not found in pinned MIM index and no usable local identity
RESIDUAL	K solution**	1	1	k solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	K2HPO4·7H2O	1	1	k2hpo4 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	K2HPO4·7H2O (6 g/L)	1	1	k2hpo4 7h2o 6 g l			label not found in pinned MIM index and no usable local identity
RESIDUAL	K2PO4	1	1	k2po4			label not found in pinned MIM index and no usable local identity
RESIDUAL	KAI(SO4)2.12H2O	1	1	kai so4 2 12h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	KAl(SO4)2·2H2O	1	1	kal so4 2 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	KH2PO4 (dissolve first, adjust pH to 7.0)	1	1	kh2po4 dissolve first adjust ph to 7 0			label not found in pinned MIM index and no usable local identity
RESIDUAL	KH2PO4・2H2O	1	1	kh2po4 2h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	KOH solusion	1	1	koh solusion			label not found in pinned MIM index and no usable local identity
RESIDUAL	Kanamycin sulfate (dissolved in distilled water)	1	1	kanamycin sulfate dissolved in distilled water			label not found in pinned MIM index and no usable local identity
RESIDUAL	L-Cysteine x HCl	1	1	l cysteine x hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	L-Ornithine HCl	1	1	l ornithine hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	L-glutamic acid monosodium salt monohydrate	1	1	l glutamic acid monosodium salt monohydrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	LB Broth	1	1	lb broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	LaCl3 x 7 H2O	1	1	lacl3 x 7 h2o			label not found in pinned MIM index and no usable local identity
