bucket	label	occurrences	recipes	folded	mim_identifier	mim_label	culturemech_reason
RESIDUAL	1 N NaOH	2	2	1 n naoh			label not found in pinned MIM index and no usable local identity
RESIDUAL	1.0 M Sodium formate solution	2	2	1 0 m sodium formate solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	10% Glucose solution	2	2	10 glucose solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	10% Yeast extract solution	2	2	10 yeast extract solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	1M HEPES-KOH	2	2	1m hepes koh			label not found in pinned MIM index and no usable local identity
RESIDUAL	1M MgSO4	2	2	1m mgso4			label not found in pinned MIM index and no usable local identity
RESIDUAL	1M Na2CO3	2	2	1m na2co3			label not found in pinned MIM index and no usable local identity
RESIDUAL	2 M trimethylammonium chloride solution*	2	2	2 m trimethylammonium chloride solution			label not found in pinned MIM index and no usable local identity
RESIDUAL	2-3 N KOH	2	2	2 3 n koh			label not found in pinned MIM index and no usable local identity
RESIDUAL	25% HCl	2	2	25 hcl			label not found in pinned MIM index and no usable local identity
RESIDUAL	2N H2SO4	2	2	2n h2so4			label not found in pinned MIM index and no usable local identity
RESIDUAL	2N NaOH	2	2	2n naoh			label not found in pinned MIM index and no usable local identity
RESIDUAL	50% Sodium lactate	2	2	50 sodium lactate			label not found in pinned MIM index and no usable local identity
RESIDUAL	8% (w/v) Na2CO3	2	2	8 na2co3			label not found in pinned MIM index and no usable local identity
RESIDUAL	ACES buffer	2	2	aces buffer			label not found in pinned MIM index and no usable local identity
RESIDUAL	ADC Enrichment	2	2	adc enrichment			label not found in pinned MIM index and no usable local identity
RESIDUAL	ATCC Medium 1490	2	2	atcc medium 1490			label not found in pinned MIM index and no usable local identity
RESIDUAL	Add NaSiO .5H O	2	2	add nasio 5h o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Adenine sulfate	2	2	adenine sulfate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar (alternative)	2	2	agar alternative			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar Noble (Difco)	2	2	agar noble			label not found in pinned MIM index and no usable local identity
RESIDUAL	Agar, Noble (BD 214230)	2	2	agar noble			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ammonium Citrate	2	2	ammonium citrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Antifoam SI (Wako)	2	2	antifoam si			label not found in pinned MIM index and no usable local identity
RESIDUAL	Artificial marine water	2	2	artificial marine water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Artificial sea water	2	2	artificial sea water			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Agar	2	2	bacto agar			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Casamino Acid (Difco)	2	2	bacto casamino acid			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto PPLO Broth (Difco)	2	2	bacto pplo broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Todd Hewitt Broth (Difco)	2	2	bacto todd hewitt broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto Vitamin Assay Casamino Acids (Difco)	2	2	bacto vitamin assay casamino acids			label not found in pinned MIM index and no usable local identity
RESIDUAL	Bacto agar(BD-Difco)	2	2	bacto agar bd difco			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal Medium	2	2	basal medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	Basal medium (see below)	2	2	basal medium			label not found in pinned MIM index and no usable local identity
RESIDUAL	CH3COONa	2	2	ch3coona			label not found in pinned MIM index and no usable local identity
RESIDUAL	Calcium D(+)-panthothenate	2	2	calcium d panthothenate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Calcium chloride dehydrate	2	2	calcium chloride dehydrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Carrot, peeled and cut	2	2	carrot peeled and cut			label not found in pinned MIM index and no usable local identity
RESIDUAL	Castenholz Salts, 2x	2	2	castenholz salts 2x			label not found in pinned MIM index and no usable local identity
RESIDUAL	Charcoal activated	2	2	charcoal activated			label not found in pinned MIM index and no usable local identity
RESIDUAL	CoCl2・6H2O (8.0 g/L in 0.01 N H2SO4)	2	2	cocl2 6h2o 8 0 g l in 0 01 n h2so4			label not found in pinned MIM index and no usable local identity
RESIDUAL	CoSO .7H2O	2	2	coso 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cobalt ion	2	2	cobalt ion			label not found in pinned MIM index and no usable local identity
RESIDUAL	CuSO4・5H2O (0.15 g/L in 0.01 N H2SO4)	2	2	cuso4 5h2o 0 15 g l in 0 01 n h2so4			label not found in pinned MIM index and no usable local identity
RESIDUAL	Cysteine-Sulfide Reducing Agent	2	2	cysteine sulfide reducing agent			label not found in pinned MIM index and no usable local identity
RESIDUAL	DI water	2	2	di water			label not found in pinned MIM index and no usable local identity
RESIDUAL	DW	2	2	dw			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dissolve	2	1	dissolve			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled water make up to	2	2	distilled water make up to			label not found in pinned MIM index and no usable local identity
RESIDUAL	Distilled water to	2	2	distilled water to			label not found in pinned MIM index and no usable local identity
RESIDUAL	Dry yeast	2	2	dry yeast			label not found in pinned MIM index and no usable local identity
RESIDUAL	EDDHA	2	2	eddha			label not found in pinned MIM index and no usable local identity
RESIDUAL	EDTA, sodium salt	2	2	edta sodium salt			label not found in pinned MIM index and no usable local identity
RESIDUAL	EDTA・Na2	2	2	edta na2			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe(III)NH4-Citrate	2	2	fe iii nh4 citrate			label not found in pinned MIM index and no usable local identity
RESIDUAL	Fe2(SO4)3·nH2O	2	2	fe2 so4 3 nh2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	FeSO2·7H2O	2	2	feso2 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	First, add to 50 ml of deionised water and pH to 7.2 with	2	2	first add to 50 ml of deionised water and ph to 7 2 with			label not found in pinned MIM index and no usable local identity
RESIDUAL	GAM agar, modified (Nissui)	2	2	gam agar modified			label not found in pinned MIM index and no usable local identity
RESIDUAL	Ground Beef (fat-free)	2	2	ground beef fat free			label not found in pinned MIM index and no usable local identity
RESIDUAL	Heart, Infusion from 500 g	2	2	heart infusion from 500 g			label not found in pinned MIM index and no usable local identity
RESIDUAL	Heat inactivated fetal bovine serum	2	2	heat inactivated fetal bovine serum			label not found in pinned MIM index and no usable local identity
RESIDUAL	Horse serum (heat-inactivated)	2	2	horse serum heat inactivated			label not found in pinned MIM index and no usable local identity
RESIDUAL	Hydrochloric acid, 25%	2	2	hydrochloric acid 25			label not found in pinned MIM index and no usable local identity
RESIDUAL	K2HPO4 (anhydrous)	2	2	k2hpo4 anhydrous			label not found in pinned MIM index and no usable local identity
RESIDUAL	KH2PO4 x 2 H2O	2	2	kh2po4 x 2 h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	KH2PO4 x 7 H2O	2	2	kh2po4 x 7 h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	KP buffer*	2	2	kp buffer			label not found in pinned MIM index and no usable local identity
RESIDUAL	LB broth powder	2	2	lb broth powder			label not found in pinned MIM index and no usable local identity
RESIDUAL	Lactobacilli MRS	2	2	lactobacilli mrs			label not found in pinned MIM index and no usable local identity
RESIDUAL	Li2B4O7	2	2	li2b4o7			label not found in pinned MIM index and no usable local identity
RESIDUAL	M17 broth	2	2	m17 broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	M17 broth (Oxoid)	2	2	m17 broth			label not found in pinned MIM index and no usable local identity
RESIDUAL	Magnesium sulphate 7H2O	2	2	magnesium sulphate 7h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Manganese sulphate 4H2O	2	2	manganese sulphate 4h2o			label not found in pinned MIM index and no usable local identity
RESIDUAL	Mercaptoethanesulfonic acid	2	2	mercaptoethanesulfonic acid			label not found in pinned MIM index and no usable local identity
