identifier,ontology_id,preferred_term,mapping_status,ontology_label,ontology_source,mapping_quality,total_occurrences,media_count,synonyms
CHEBI:27617,CHEBI:27617,Monensin,MAPPED,monensin A,CHEBI,CAS_RN_LOOKUP,0,0,"(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-2-{(2S,2'R,3'S,5R,5'R)-2-ethyl-5'-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyltetrahydro-2H-pyran-2-yl]-3'-methyloctahydro-2,2'-bifuran-5-yl}-9-hydroxy-2,8-dimethyl-1,6-dioxaspiro[4.5]dec-7-yl]-3-methoxy-2-methylpentanoic acid"
CHEBI:30627,CHEBI:30627,MoO3,MAPPED,molybdenum trioxide,CHEBI,EXACT_MATCH,32,32,[MoO3]|molybdenum trioxide|molybdenum(6+) oxide|molybdenum(VI) oxide
CHEBI:39074,CHEBI:39074,MOPS,MAPPED,MOPS,CHEBI,EXACT_MATCH,91,91,
CHEBI:75092,CHEBI:75092,Morin,MAPPED,morin,CHEBI,EXACT_MATCH,0,0,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one"
CHEBI:63611,CHEBI:63611,Moxifloxacin,MAPPED,moxifloxacin,CHEBI,EXACT_MATCH,0,0,"1-cyclopropyl-6-fluoro-8-methoxy-7-[(4aS,7aS)-octahydro-6H-pyrrolo[3,4-b]pyridin-6-yl]-4-oxo-1,4-dihydroquinoline-3-carboxylic acid"
cas:22816-60-0,cas:22816-60-0,MreB Perturbing Compound A22,MAPPED,MreB Perturbing Compound A22,CAS,FALLBACK_REGISTRY,0,0,
CHEBI:30852,CHEBI:30852,Mucic acid,MAPPED,galactaric acid,CHEBI,CAS_RN_LOOKUP,0,0,"(2R,3S,4R,5S)-2,3,4,5-tetrahydroxyhexanedioic acid|meso-galactaric acid"
cas:84195-52-8,cas:84195-52-8,"Mucin, Bovine Submaxillary Gland, type I-S",MAPPED,"Mucin, Bovine Submaxillary Gland, type I-S",CAS,FALLBACK_REGISTRY,0,0,
cas:84082-64-4,cas:84082-64-4,"Mucin from porcine stomach,Type II",MAPPED,"Mucin from porcine stomach,Type II",CAS,FALLBACK_REGISTRY,1,1,"autoclaved, Mucin from porcine stomach type II"
cas:84082-64-4,cas:84082-64-4,Mucin from porcine stomach type III,MAPPED,Mucin from porcine stomach type III,CAS,FALLBACK_REGISTRY,1,1,"Mucin from porcine stomach type III, bound sialic acid 0.5-1.5 %, Mucin from porcine stomach type III"
mesh:C010250,mesh:C010250,Mycobacidin,MAPPED,mycobacidin,MESH,EXACT_MATCH,0,0,
CHEBI:17268,CHEBI:17268,myo-Inositol,MAPPED,myo-inositol,CHEBI,EXACT_MATCH,59,59,"(1r,2R,3S,4s,5R,6S)-cyclohexane-1,2,3,4,5,6-hexol|1,2,3,4,5,6-HEXAHYDROXY-CYCLOHEXANE|1,2,3,4,5,6-cyclohexanehexol|1,2,3,5/4,6-cyclohexanehexol|1D-myo-Inositol|1L-myo-Inositol|Bios I|Cyclohexitol|D-myo-Inositol|Dambose|Inositol (myo-inositol)|Ins|L-myo-Inositol|Meat sugar|Myoinositol|cis-1,2,3,5-trans-4,6-cyclohexanehexol|i-inositol|inosite|m-Inositol"
CHEBI:18152,CHEBI:18152,Myricetin,MAPPED,myricetin,CHEBI,EXACT_MATCH,0,0,"3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-4H-chromen-4-one"
CHEBI:28875,CHEBI:28875,Myristic acid,MAPPED,tetradecanoic acid,CHEBI,CAS_RN_LOOKUP,0,0,MYRISTIC ACID
CHEBI:29640,CHEBI:29640,N-(3-oxohexanoyl)-DL-homoserine lactone,MAPPED,N-(3-oxohexanoyl)homoserine lactone,CHEBI,EXACT_MATCH,0,0,3-oxo-N-(2-oxotetrahydrofuran-3-yl)hexanamide
CHEBI:28037,CHEBI:28037,N-Acetyl-D-galactosamine,MAPPED,N-acetyl-D-galactosamine,CHEBI,EXACT_MATCH,0,0,2-acetamido-2-deoxy-D-galactopyranose
CHEBI:15784,CHEBI:15784,N-Acetyl-D-glucosamine 6-phosphate sodium salt,MAPPED,N-acetyl-D-glucosamine 6-phosphate,CHEBI,LEXICAL_MATCH,0,0,2-acetamido-2-deoxy-D-glucopyranose 6-(dihydrogen phosphate)
CHEBI:17533,CHEBI:17533,N-Acetyl-L-Glutamic Acid,MAPPED,N-acetyl-L-glutamic acid,CHEBI,EXACT_MATCH,2,2,N-alpha-Acetyl-L-glutamate|(2S)-2-acetamidopentanedioic acid
CHEBI:21547,CHEBI:21547,N-Acetyl-L-aspartic acid,MAPPED,N-acetyl-L-aspartic acid,CHEBI,EXACT_MATCH,0,0,(2S)-2-acetamidobutanedioic acid
CHEBI:21553,CHEBI:21553,N-Acetyl-L-glutamine,MAPPED,N-acetyl-L-glutamine,CHEBI,EXACT_MATCH,0,0,N-alpha-Acetyl-L-glutamine|(2S)-2-(acetylamino)-5-amino-5-oxopentanoic acid|NN(2)-acetyl-L-glutamine
CHEBI:17724,CHEBI:17724,N-N Dimethyl glycine,MAPPED,"N,N-dimethylglycine",CHEBI,CAS_RN_LOOKUP,0,0,
CHEBI:39060,CHEBI:39060,N-(2-acetamido)-2-aminoethanesulfonic acid,MAPPED,N-(2-acetamido)-2-aminoethanesulfonic acid,CHEBI,EXACT_MATCH,15,15,2-[(2-amino-2-oxoethyl)amino]ethanesulfonic acid|N-(carbamoylmethyl)taurine|ACES
CHEBI:8006,CHEBI:8006,N-Acetyl-D-glucosamine,MAPPED,Peptidoglycan(N-acetyl-D-glucosamine),CHEBI,SYNONYM_MATCH,29,29,2-acetamido-2-deoxy-D-glucopyranose|Peptideglycan(N-acetyl-D-glucosamine)|N--Acetyl--D--glucosamine (Sigma)
CHEBI:59640,CHEBI:59640,N-Acetylglucosamine,MAPPED,N-acetylglucosamine,CHEBI,EXACT_MATCH,57,57,N-acetylglucosamines|N-acetylglucosamine (Sigma)
CHEBI:47965,CHEBI:47965,N-acetylmuramic acid,MAPPED,N-acetylmuramic acid,CHEBI,EXACT_MATCH,12,12,2-(acetylamino)-3-O-[(1R)-1-carboxyethyl]-2-deoxy-D-glucose|2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-D-glucose|acetylmuramic acid|n-Acetyl-muramic acid|(R)-2-acetamido-3-O-(1-carboxyethyl)-2-deoxy-D-glucose|2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-aldehydo-D-glucose|aldehydo-N-acetylmuramic acid
CHEBI:17012,CHEBI:17012,N-acetylneuraminic acid,MAPPED,N-acetylneuraminic acid,CHEBI,EXACT_MATCH,0,0,"5-acetamido-3,5-dideoxy-D-glycero-D-galacto-non-2-ulopyranosonic acid|N-acetyl-neuraminic Acid"
CHEBI:41808,CHEBI:41808,n-Decane,MAPPED,decane,CHEBI,EXACT_MATCH,6,6,CH3-[CH2]8-CH3|DECANE|Dekan|n-Dekan
CHEBI:181434,CHEBI:181434,N-decanoyl-DL-Homoserine lactone,MAPPED,N-Decanoyl-DL-homoserine lactone,CHEBI,EXACT_MATCH,0,0,N-(2-oxooxolan-3-yl)decanamide
CHEBI:183704,CHEBI:183704,N-lauroylsarcosine sodium salt,MAPPED,[dodecanoyl(methyl)amino]acetate,CHEBI,EXACT_MATCH,0,0,[dodecanoyl(methyl)amino] acetate|sodium;2-[dodecanoyl(methyl)amino]acetate
CHEBI:16354,CHEBI:16354,N-methylhydantoin,MAPPED,N-methylhydantoin,CHEBI,EXACT_MATCH,4,4,"1-Methylhydantoin|1-methylimidazolidine-2,4-dione|Dioxy-creatinine|N-Methylimidazolidine-2,4-dione"
CHEBI:88217,CHEBI:88217,"N,N,N′,N′-Tetrakis(2-pyridylmethyl)ethylenediamine",MAPPED,"N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine",CHEBI,CAS_RN_LOOKUP,0,0,"N(1),N(1),N(2),N(2)-tetrakis[(pyridin-2-yl)methyl]ethane-1,2-diamine"
CHEBI:32850,CHEBI:32850,"N,N,N′,N′-Tetramethylethylenediamine",MAPPED,"N,N,N',N'-tetramethylethylenediamine",CHEBI,CAS_RN_LOOKUP,0,0,"N,N,N',N'-tetramethylethane-1,2-diamine"
CHEBI:172431,CHEBI:172431,N-Acetyl-glutamic acid,MAPPED,Acetyl-Glu,CHEBI,CAS_RN_LOOKUP,10,10,2-acetamidopentanedioic acid|Acetyl-Glu
CHEBI:113373,CHEBI:113373,Na-3-hydroxybutyrate,MAPPED,sodium 3-hydroxybutyrate,CHEBI,EXACT_MATCH,3,3,sodium 3-hydroxybutanoate|sodium 3-hydroxybutyrate|sodium beta-Hydroxybutyrate|sodium beta-hydroxybutanoate
CHEBI:32954,CHEBI:32954,Na-acetate,MAPPED,sodium acetate,CHEBI,EXACT_MATCH,1166,1165,"Optional ingredient|1 M Sodium acetate|Na Acetate|Natriumazetat|Sodium Acetate|acetic acid, sodium salt|Sodium acetate(Fisher BP 333)"
CHEBI:34535,CHEBI:34535,Na-ampicillin,MAPPED,ampicillin sodium,CHEBI,EXACT_MATCH,12,12,"Ampicillin sodium|Austrapen|D(-)-alpha-aminobenzylpenicillin sodium salt|ampicillin natrium|monosodium D-(-)-6-(2-amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylate|sodium (2S,5R,6R)-6-{[(2R)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate|sodium 6beta-[(2R)-2-amino-2-phenylacetamido]-2,2-dimethylpenam-3alpha-carboxylate|sodium D-(-)-alpha-aminobenzylpenicillin|sodium ampicillin|Ampicillin sodium salt"
CHEBI:113451,CHEBI:113451,Na-ascorbate,MAPPED,sodium ascorbate,CHEBI,EXACT_MATCH,38,38,"L-ascorbic acid sodium salt|L-ascorbic acid, monosodium salt|Sodium Ascorbate|ascorbate de sodium|ascorbic acid sodium salt|monosodium L-ascorbate|natrii ascorbas|sodium (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate|sodium L-ascorbate|vitamin C sodium|vitamin C, sodium salt"
CHEBI:113455,CHEBI:113455,Na-benzoate,MAPPED,sodium benzoate,CHEBI,EXACT_MATCH,50,50,"Benzoic acid, sodium salt|E211|Sodium benzoate|Sodiumbenzoate"
CHEBI:64103,CHEBI:64103,Na-butyrate,MAPPED,sodium butyrate,CHEBI,EXACT_MATCH,35,35,"1 M Sodium butyrate|Butanoic acid, sodium salt|Butanoic acid, sodium salt (1:1)|Butyrate sodium|Butyric acid sodium salt|Butyric acid, sodium salt|Sodium butyrate|Sodium n-butyrate|Sodium propanecarboxylate|sodium butanoate|Butyrate (sodium salt)"
CHEBI:114126,CHEBI:114126,Na-caproate,MAPPED,sodium hexanoate,CHEBI,EXACT_MATCH,10,10,"Hexanoic acid, sodium salt|Sodium caproate|Sodium capronate|Sodium n-caproate|sodium hexanoate"
CHEBI:35899,CHEBI:35899,Na-crotonate,MAPPED,crotonate,CHEBI,EXACT_MATCH,7,7,(2E)-2-butenoate|(2E)-but-2-enoate|(E)-2-butenoate|(E)-crotonate|3-methylacrylate|alpha-butenoate|alpha-crotonate|beta-methacrylate|beta-methylacrylate|crotonate|trans-2-butenoate|trans-crotonate
CHEBI:62965,CHEBI:62965,Na-formate,MAPPED,sodium formate,CHEBI,EXACT_MATCH,222,222,"FORMIC ACID, NA SALT|Formic acid, sodium salt (1:1)|Na-formiate|Sodium Formate|Sodium methanoate|formic acid, sodium salt|sodium formiate|Sodium formate (Wako)"
CHEBI:115197,CHEBI:115197,Na-gallate,MAPPED,sodium gallate,CHEBI,EXACT_MATCH,2,2,"sodium 3,4,5-trihydroxybenzoate|sodium gallate"
CHEBI:64243,CHEBI:64243,Na-glutamate,REJECTED,monosodium L-glutamate,CHEBI,SYNONYM_MATCH,0,0,(2S)-2-aminopentanedioate|L-glutamic acid dianion|L-glutamate
CHEBI:232798,CHEBI:232798,Na-L-lactate,MAPPED,sodium L-lactate,CHEBI,EXACT_MATCH,162,162,"Na-(L)-lactate|Sodium D,L-Lactate|sodium;(2S)-2-hydroxypropanoate|L-Sodium lactate|Sodium L-lactate"
CHEBI:131839,CHEBI:131839,Na-laurate,MAPPED,sodium dodecanoate,CHEBI,EXACT_MATCH,6,6,"Dodecanoic acid, sodium salt|Lauric acid, sodium salt|sodium dodecanoate|sodium laurate"
CHEBI:132101,CHEBI:132101,Na-orotate,MAPPED,sodium orotate,CHEBI,EXACT_MATCH,3,3,"Monosodium orotate|Orotic acid, sodium salt|Sodium 1,2,3,6-tetrahydro-2,6-dioxopyrimidine-4-carboxylate|sodium 2,6-dioxo-1,2,3,6-tetrahydropyrimidine-4-carboxylate|sodium orotate"
CHEBI:132106,CHEBI:132106,Na-propionate,MAPPED,sodium propionate,CHEBI,EXACT_MATCH,49,49,"E281|Natriumpropionat|Propanoic acid, sodium salt|Propionic acid sodium salt|Sodium propionate|sodium propanoate|Propionate (sodium salt)"
CHEBI:50144,CHEBI:50144,Na-pyruvate,MAPPED,sodium pyruvate,CHEBI,EXACT_MATCH,807,805,"1 M Sodium pyruvate*|Na pyruvate|Natriumpyruvat|Sodium Pyruvate|pyruvic acid, sodium salt|sodium 2-oxopropanoate|Pyruvic acid sodium salt"
CHEBI:60720,CHEBI:60720,Na-silicate,MAPPED,sodium silicate,CHEBI,EXACT_MATCH,218,218,(5)  Sodium metasilicate|Na silicate|Sodium Silicate|Sodium polysilicate|Sodium sesquisilicate|Sodium silicate glass|Sodium siliconate|disodium oxosilanediolate
CHEBI:132109,CHEBI:132109,Na-stearate,MAPPED,sodium octadecanoate,CHEBI,EXACT_MATCH,3,3,"Octadecanoic acid, sodium salt|Stearic acid, sodium salt|sodium octadecanoate|sodium stearate"
CHEBI:63017,CHEBI:63017,Na-tartrate,REJECTED,sodium L-tartrate,CHEBI,SYNONYM_MATCH,0,0,"(+)-tartrate|(2R,3R)-2,3-dihydroxybutanedioate|(2R,3R)-2,3-dihydroxysuccinate|(2R,3R)-tartrate|(R,R)-Tartrate|L-tartrate|L-threarate"
CHEBI:86481,CHEBI:86481,Na-thioglycolate,MAPPED,sodium thioglycolate,CHEBI,EXACT_MATCH,170,170,"Mercaptoacetic acid, sodium salt|Sodium 2-mercatoethanoate|Sodium 2-sulfanylacetate|Sodium mercaptoacetate|Sodium thioglycolate|Sodium thioglycollate|Thioglycolate sodium|Thioglycollic acid, sodium salt|sodium sulfanylacetate"
CHEBI:132748,CHEBI:132748,Na-vanillate,MAPPED,sodium vanillate,CHEBI,EXACT_MATCH,3,3,sodium 4-hydroxy-3-methoxybenzoate|sodium vanillate
CHEBI:64734,CHEBI:64734,Na2-EDTA,MAPPED,EDTA disodium salt (anhydrous),CHEBI,SYNONYM_MATCH,614,612,"EDTA-2Na|EDTA·2Na|EDTA・2Na|EDTA 2Na|2Na-EDTA|EDTA (disodium salt)|EDTA disodium|EDTA disodium (anh.)|EDTA disodium salt (anh.)|EDTA.Na .2H O|EDTANa|N,N'-1,2-ethanediylbis[N-(carboxymethyl)glycine], disodium salt|NA EDTA|NA2 EDTA|Na-EDTA|Na2H2EDTA|Na2EDTA|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate|EDTA(Disodium salt)|EDTA•2Na"
CHEBI:64758,CHEBI:64758,Na2-EDTA x 2 H2O,REJECTED,EDTA disodium salt dihydrate,CHEBI,NARROW_MATCH,0,0,"EDTA disodium (anhydrous)|EDTA disodium salt (anhydrous)|Edetate disodium anhydrous|Na-EDTA x 2 H2O|Na2-EDTA·2H2O|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate"
CHEBI:115156,CHEBI:115156,Na2-fumarate,MAPPED,disodium fumarate,CHEBI,EXACT_MATCH,135,135,"Disodium fumarate|E365|Fumaric acid, disodium salt|Na-fumarate|Sodium fumarate|disodium (2E)-but-2-enedioate"
CHEBI:91251,CHEBI:91251,Na2-glyoxalate,MAPPED,sodium glyoxylate,CHEBI,EXACT_MATCH,3,3,"Glyoxylic acid, sodium salt|sodium glyoxalate|sodium glyoxylate|sodium oxoacetate"
CHEBI:16810,CHEBI:16810,Na2 alpha-ketoglutarate,MAPPED,2-oxoglutarate(2-),CHEBI,SYNONYM_MATCH,7,7,2-Oxoglutarate|2-oxopentanedioate|Na2 α-ketoglutarate|alpha-ketoglutarate
CHEBI:38892,CHEBI:38892,Na2B4O7,MAPPED,disodium tetraborate,CHEBI,EXACT_MATCH,9,9,"disodium tetraborate|sodium 1,3,5,7-tetrahydroxybicyclo[3.3.1]tetraboroxane-1,5-diide"
CHEBI:131366,CHEBI:131366,Na2B4O7 x 10 H2O,MAPPED,disodium tetraborate decahydrate,CHEBI,EXACT_MATCH,263,263,Na2B4O7·10H2O|Na2B4O7．10H2O|sodium tetraborate decahydrate|disodium tetraborate decahydrate|borax|sodium borate decahydrate|Na2B4O7 · 10 H2O|Na2B4O7 . 10H2O|Na2B4O7⋅10H2O|Na2B4O7・10H2O
CHEBI:29377,CHEBI:29377,Na2CO3,MAPPED,sodium carbonate,CHEBI,EXACT_MATCH,1751,1751,Na CO|Na2CO3-CO2 buffer|NaCO3|Natriumkarbonat|disodium carbonate|disodium trioxidocarbonate|Na2CO3 anhydrous|Sodium carbonate|Na2CO|Na2CO3(Baker 3604)
CHEBI:64758,CHEBI:64758,Na2EDTA·2H2O,MAPPED,EDTA disodium salt dihydrate,CHEBI,SYNONYM_MATCH,140,139,"EDTA disodium dihydrate|Na2EDTA . 2H2O|Na2EDTA · 2H2O|Na2EDTA.2H2O|Na2EDTA· 2H2O|Na2H2EDTA.2H2O|disodium (ethylenedinitrilo)tetraacetate dihydrate|disodium EDTA dihydrate|disodium edetate dihydrate|ethylenediaminetetraacetic acid disodium salt dihydrate|Na2EDTA•2H2O|Na2EDTA•2H2O(Sigma ED255)|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate--water (1/2)|Na2-EDTA x 2 H2O"
CHEBI:91257,CHEBI:91257,Na2HAsO4 x 7 H2O,MAPPED,disodium hydrogenarsenate heptahydrate,CHEBI,EXACT_MATCH,14,14,"Dibasic sodium arsenate heptahydrate|Disodium acid arsenate heptahydrate|Disodium monohydrogen arsenate heptahydrate|Hydrogen disodium arsenate heptahydrate|NaHAsO4.7H2O|Sodium acid arsenate, heptahydrate|Sodium hydrogen arsenate heptahydrate|Sodium orthoarsenate heptahydrate|disodium arsenate heptahydrate|disodium hydrogenarsenate heptahydrate|disodium hydrogen arsorate--water (1/7)"
CHEBI:34683,CHEBI:34683,Na2HPO4,MAPPED,disodium hydrogenphosphate,CHEBI,EXACT_MATCH,1124,1121,Dibasic sodium phosphate|Disodium hydrogen phosphate|Disodium Phosphate|Na HPO|Na HPO anydrous|Na2H2PO4|Na2HPO4 × 12 H2O|Na2HPO4 x H2O|Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x 7 H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O
CHEBI:91259,CHEBI:91259,Na2HPO4 x 12 H2O,MAPPED,disodium hydrogenphosphate dodecahydrate,CHEBI,EXACT_MATCH,159,159,Na2HPO4 . 12H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x 7 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4 × 12 H2O
CHEBI:91258,CHEBI:91258,Na2HPO4 x 2 H2O,MAPPED,disodium hydrogenphosphate dihydrate,CHEBI,EXACT_MATCH,304,304,Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x 7 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4·2H2O
kgmicrobe.compound:na2hpo4_x_3_h2o,CHEBI:34683,Na2HPO4 x 3 H2O,MAPPED,disodium hydrogenphosphate,CHEBI,CLOSE_MATCH,4,4,Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 6 H2O|Na2HPO4 x 7 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O
kgmicrobe.compound:na2hpo4_x_6_h2o,CHEBI:34683,Na2HPO4 x 6 H2O,MAPPED,disodium hydrogenphosphate,CHEBI,CLOSE_MATCH,5,5,Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 7 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4·6H2O
kgmicrobe.compound:na2hpo4_x_7_h2o,CHEBI:34683,Na2HPO4 x 7 H2O,MAPPED,disodium hydrogenphosphate,CHEBI,CLOSE_MATCH,26,26,Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4•7H2O
CHEBI:75215,CHEBI:75215,Na2MoO4,MAPPED,sodium molybdate (anhydrous),CHEBI,SYNONYM_MATCH,227,227,"Disodium molybdate|Molybdic acid, disodium salt|Na2MoO4 × H2O|Na2MoO4 ∙ 2 H2O|Na2MoO4∙2H2O|Natriummolybdat|Sodium molybdate|Na2MoO4 x H2O|Sodium molybdate(VI)|Na2MoO4 . 2H2O|Na2MoO4 . H2O|Na2MoO4 x 2 H2O (0.1% w/v)|Na2MoO4 x 2H2O|Na2MoO4 · 2H2O|Na2MoO4 · H2O|Na2MoO4 ⋅ 2H2O|Na2MoO4. 2H2O|Na2MoO4.H2O|Na2MoO4xH2O|Na2MoO4·2H2O|Na2MoO4⋅2H2O|Na2MoO4・2H2O|sodium dioxido(dioxo)molybdenum|Na2MoO4 (0.01 M)"
CHEBI:75213,CHEBI:75213,Na2MoO4·2H2O,REJECTED,sodium molybdate dihydrate,CHEBI,NARROW_MATCH,0,0,Na2MoO4 . 2H2O|Na2MoO4 . H2O|Na2MoO4 x 2 H2O (0.1% w/v)|Na2MoO4 x 2H2O|Na2MoO4 · 2H2O|Na2MoO4 · H2O|Na2MoO4 ⋅ 2H2O|Na2MoO4. 2H2O|Na2MoO4.H2O|Na2MoO4xH2O|Na2MoO4⋅2H2O|Na2MoO4・2H2O|sodium dioxido(dioxo)molybdenum
CHEBI:75213,CHEBI:75213,Na2MoO4 x 2 H2O,MAPPED,sodium molybdate dihydrate,CHEBI,EXACT_MATCH,4008,3998,"Disodium molybdate dihydrate|Molybdic acid, disodium salt, dihydrate|Na2 MoO4 x 2 H2O|Na2MoO4.2H2O|Na2MoSO4 x 2 H2O|NaMoO4 x 2 H2O|Sodium Molybdate Dihydrate|Sodium molybdate(VI) dihydrate|sodium orthomolybdate dihydrate|Na2MoO4-2H2O|Na2MoO4*2 H2O|Na2MoO4*2H2O|Na2MoSO4|NaMoO4|sodium dioxido(dioxo)molybdenum--water (1/2)|Na2Mo4 x 2 H2O|Na2MoO7 x 2 H2O|Na2MoO7O4 x 2 H2O|Na2MoO4·2H2O"
CHEBI:86473,CHEBI:86473,Na2MoO4 x 7 H2O,MAPPED,sodium molybdate heptahydrate,CHEBI,EXACT_MATCH,6,6,Na2MoO4.7H2O|sodium molybdate heptahydrate|sodium dioxido(dioxo)molybdenum--water (1/7)
CHEBI:76208,CHEBI:76208,Na2S,MAPPED,sodium sulfide (anhydrous),CHEBI,SYNONYM_MATCH,59,58,anh. sodium sulfide|disodium monosulfide|disodium sulfide|sodium monosulfide|sodium sulfide (anh.)|sodium sulfuret|sodium sulphide|Na2S x H2O|anhydrous sodium sulfide|Sodium sulfide
CHEBI:132112,CHEBI:132112,Na2S2O3,MAPPED,sodium thiosulfate,CHEBI,SYNONYM_MATCH,119,119,"2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-ol|O-methyl-nonaethyleneglycol|nonaethylene glycol monomethyl ether|Sodium thiosulphate|Na-thiosulfate|NaS2O3|Disodium thiosulfate|Sodium hyposulfite|Sodium oxide sulfide|Thiosulfuric acid, disodium salt|disodium sulfurothioate|Na2S2SO3|Na2S2O3 (if needed)"
CHEBI:32150,CHEBI:32150,Na2S2O3 x 5 H2O,MAPPED,sodium thiosulfate pentahydrate,CHEBI,EXACT_MATCH,716,716,"Na2S2O3 . 5H2O|Na2S2O3 x 5 H2O (10% solution)|Na2S2O3 x 5 H2O(24 % w/v)|Na2S2O3 x 5H2O|Na2S2O3.5H2O|Na2S2O3x5H2O|Na2S2O3·5H2O|Na2S2O3・5H2O|NaS2O3 x 5 H2O|Sodium thiosulfate pentahydrate|disodium thiosulfate pentahydrate|disodium thiosulphate pentahydrate|sodium sulfurothioate hydrate (2:1:5)|thiosulfuric acid, disodium salt, pentahydrate|sodium sulfurothioate--water (1/5)|Sodium Thiosulfate Pentahydrate (agar media only,sterile)(Baker 3946)"
CHEBI:114786,CHEBI:114786,Na2S2O5,MAPPED,sodium disulfite,CHEBI,EXACT_MATCH,6,6,"Disodium disulfite|Disodium disulphite|Disodium metabisulfite|Disodium pyrosulfite|Disulfurous acid, disodium salt|E223|Pyrosulfurous acid, disodium salt|Sodium metabisulphite|Sodium pyrosulfite|disodium oxido(oxo)-kappa(4)-sulfanesulfonate|sodium disulfite|sodium metabisulfite|sodium pyrosulphite"
CHEBI:76209,CHEBI:76209,Na2S x 9 H2O,MAPPED,sodium sulfide nonahydrate,CHEBI,SYNONYM_MATCH,2751,2750,Na2S . 9H2O|Na2S x 9 H2O (3% w/v)|Na2S x 9 H2O(24% w/v)|Na2S x 9H2O|Na2S.9H2O|Na2S·9H2O|Na2S⋅9H2O|Na2S・9H2O|sodium monosulfide.9H2O|sodium sulfide.9H2O|Na2S ∙ 9 H2O|disodium sulfide--water (1/9)|Na2S-9H2O
CHEBI:48843,CHEBI:48843,Na2SeO3,MAPPED,disodium selenite,CHEBI,EXACT_MATCH,185,185,"Sodium selenite|Natriumselenit|disodium selenite|disodium selenium trioxide|selenious acid (H2SeO3) disodium salt|selenious acid disodium salt|selenious acid, disodium salt|selenious acid, sodium salt (1:2)|Na2Se2O3"
CHEBI:131361,CHEBI:131361,Na2SeO3·5H2O,REJECTED,disodium selenite pentahydrate,CHEBI,EXACT_MATCH,0,0,Na2SeO3 . 5H2O|Na2SeO3 x 5 H2O (0.01% w/v)|Na2SeO3・5H2O
CHEBI:131361,CHEBI:131361,Na2SeO3 x 5 H2O,MAPPED,disodium selenite pentahydrate,CHEBI,EXACT_MATCH,1622,1617,"Selenious acid disodium salt, pentahydrate|Sodium selenite pentahydrate|disodium selenite hydrate|disodium selenite pentahydrate|sodium selenite hydrate|sodium selenite--water (1/5)|Na2SeO3·5H2O"
CHEBI:77775,CHEBI:77775,Na2SeO4,MAPPED,sodium selenate,CHEBI,EXACT_MATCH,297,297,triisocyanate|triisocyanates|disodium selenate
