label,match_type,identifier,preferred_term,ontology_id,mapping_status
Dodecandioic acid,preferred_term,CHEBI:4676,Dodecandioic acid,CHEBI:4676,MAPPED
dodecane,preferred_term,CHEBI:28817,dodecane,CHEBI:28817,MAPPED
Dodecanoate,preferred_term,CHEBI:18262,Dodecanoate,CHEBI:18262,MAPPED
"Dodecanoic acid, sodium salt",synonym,CHEBI:131839,Na-laurate,CHEBI:131839,MAPPED
Dodecanol,preferred_term,CHEBI:23866,Dodecanol,CHEBI:23866,MAPPED
Dopamine hydrochloride,preferred_term,CHEBI:4698,Dopamine hydrochloride,CHEBI:4698,MAPPED
Dopsisamine,preferred_term,mesh:C048266,Dopsisamine,mesh:C048266,MAPPED
Doripenem,preferred_term,CHEBI:135928,Doripenem,CHEBI:135928,MAPPED
Dotriacontane,preferred_term,CHEBI:36020,Dotriacontane,CHEBI:36020,MAPPED
Double distilled water,synonym,CHEBI:15377,Distilled water,CHEBI:15377,MAPPED
Doxorubicin,preferred_term,CHEBI:28748,Doxorubicin,CHEBI:28748,MAPPED
Doxorubicin hydrochloride,preferred_term,CHEBI:31522,Doxorubicin hydrochloride,CHEBI:31522,MAPPED
Doxycycline,preferred_term,CHEBI:50845,Doxycycline,CHEBI:50845,MAPPED
Doxycycline hyclate,preferred_term,CHEBI:34730,Doxycycline hyclate,CHEBI:34730,MAPPED
Dried sodium sulfite,synonym,CHEBI:86477,Na2SO3,CHEBI:86477,MAPPED
Dried yeast extract S (Wako),synonym,FOODON:03315426,Yeast extract,FOODON:03315426,MAPPED
Dry cow-manure,preferred_term,ENVO:00003031,Dry cow-manure,ENVO:00003031,MAPPED
dThd,synonym,CHEBI:17748,Thymidine,CHEBI:17748,MAPPED
DTL,synonym,CHEBI:18320,DL-Dithiothreitol,CHEBI:18320,MAPPED
DTT,synonym,CHEBI:18320,DL-Dithiothreitol,CHEBI:18320,MAPPED
dU,synonym,CHEBI:16450,2'-Deoxyuridine,CHEBI:16450,MAPPED
Duartin (-),preferred_term,cas:52305-04-1,Duartin (-),mesh:C087989,MAPPED
dulcite,synonym,CHEBI:16899,D-Mannitol,CHEBI:16899,MAPPED
Durhamycin,preferred_term,kgmicrobe.compound:durhamycin,Durhamycin,kgmicrobe.compound:durhamycin,MAPPED
Dv_base_medium,preferred_term,UNMAPPED_0305,Dv_base_medium,,UNMAPPED
Dv_base_Y_medium,preferred_term,UNMAPPED_0278,Dv_base_Y_medium,,UNMAPPED
DYIII Medium,preferred_term,UNMAPPED_0083,DYIII Medium,,UNMAPPED
Dynemicin,preferred_term,NCIT:C1928,Dynemicin,NCIT:C1928,MAPPED
DYV Metal Solution,preferred_term,UNMAPPED_0068,DYV Metal Solution,,UNMAPPED
D­glucose,synonym,CHEBI:17234,Glucose,CHEBI:17234,MAPPED
E 132,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
E 170,synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
E 222,synonym,CHEBI:26709,NaHSO3,CHEBI:26709,MAPPED
E 260,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
E 264,synonym,CHEBI:62947,Ammonium acetate,CHEBI:62947,MAPPED
E 290,synonym,CHEBI:16526,Carbon dioxide gas,CHEBI:16526,MAPPED
E 300,synonym,CHEBI:29073,L-Ascorbic acid,CHEBI:29073,MAPPED
E 4 Aminostyryl Acetate,preferred_term,kgmicrobe.compound:e_4_aminostyryl_acetate,E 4 Aminostyryl Acetate,kgmicrobe.compound:e_4_aminostyryl_acetate,MAPPED
E 420,synonym,CHEBI:17924,D-Sorbitol,CHEBI:17924,MAPPED
E 421,synonym,CHEBI:16899,D-Mannitol,CHEBI:16899,MAPPED
E 500,synonym,CHEBI:32139,NaHCO3,CHEBI:32139,MAPPED
E 920,synonym,CHEBI:17561,L-Cysteine,CHEBI:17561,MAPPED
E 949,synonym,CHEBI:18276,Hydrogen gas,CHEBI:18276,MAPPED
E-260,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
E-264,synonym,CHEBI:62947,Ammonium acetate,CHEBI:62947,MAPPED
E-290,synonym,CHEBI:16526,Carbon dioxide gas,CHEBI:16526,MAPPED
E-300,synonym,CHEBI:29073,L-Ascorbic acid,CHEBI:29073,MAPPED
E-420,synonym,CHEBI:17924,D-Sorbitol,CHEBI:17924,MAPPED
E-421,synonym,CHEBI:16899,D-Mannitol,CHEBI:16899,MAPPED
E-500,synonym,CHEBI:32139,NaHCO3,CHEBI:32139,MAPPED
E-920,synonym,CHEBI:17561,L-Cysteine,CHEBI:17561,MAPPED
E-949,synonym,CHEBI:18276,Hydrogen gas,CHEBI:18276,MAPPED
e-Amino-N-Caproic Acid,preferred_term,CHEBI:16586,e-Amino-N-Caproic Acid,CHEBI:16586,MAPPED
E101,synonym,CHEBI:17015,Riboflavin,CHEBI:17015,MAPPED
E211,synonym,CHEBI:113455,Na-benzoate,CHEBI:113455,MAPPED
E222,synonym,CHEBI:26709,NaHSO3,CHEBI:26709,MAPPED
E223,synonym,CHEBI:114786,Na2S2O5,CHEBI:114786,MAPPED
E260,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
E261,synonym,CHEBI:32029,K-acetate,CHEBI:32029,MAPPED
E264,synonym,CHEBI:62947,Ammonium acetate,CHEBI:62947,MAPPED
E281,synonym,CHEBI:132106,Na-propionate,CHEBI:132106,MAPPED
E290,synonym,CHEBI:16526,Carbon dioxide gas,CHEBI:16526,MAPPED
E296,synonym,CHEBI:6650,DL-Malic acid,CHEBI:6650,MAPPED
E297,synonym,CHEBI:18012,Fumaric acid,CHEBI:18012,MAPPED
E300,synonym,CHEBI:29073,L-Ascorbic acid,CHEBI:29073,MAPPED
E325,synonym,CHEBI:75228,Sodium lactate,CHEBI:75228,MAPPED
E330,synonym,CHEBI:30769,Citric acid,CHEBI:30769,MAPPED
E345,synonym,CHEBI:131389,Mg-citrate,CHEBI:131389,MAPPED
E363,synonym,CHEBI:15741,Succinic acid,CHEBI:15741,MAPPED
E365,synonym,CHEBI:115156,Na2-fumarate,CHEBI:115156,MAPPED
E381,synonym,CHEBI:31604,Ferric ammonium citrate,CHEBI:31604,MAPPED
E420,synonym,CHEBI:17924,D-Sorbitol,CHEBI:17924,MAPPED
E421,synonym,CHEBI:16899,D-Mannitol,CHEBI:16899,MAPPED
E500,synonym,CHEBI:32139,NaHCO3,CHEBI:32139,MAPPED
E501,synonym,CHEBI:81862,KHCO3,CHEBI:81862,MAPPED
E920,synonym,CHEBI:17561,L-Cysteine,CHEBI:17561,MAPPED
E921,synonym,CHEBI:16283,L-Cystine,CHEBI:16283,MAPPED
E927b,synonym,CHEBI:16199,Urea,CHEBI:16199,MAPPED
E949,synonym,CHEBI:18276,Hydrogen gas,CHEBI:18276,MAPPED
eau,synonym,CHEBI:15377,Distilled water,CHEBI:15377,MAPPED
EBIOS,preferred_term,UNMAPPED_0380,EBIOS,,UNMAPPED
Ebselen,preferred_term,CHEBI:77543,Ebselen,CHEBI:77543,MAPPED
Econazole nitrate salt,preferred_term,CHEBI:4755,Econazole nitrate salt,CHEBI:4755,MAPPED
Ectoine,preferred_term,CHEBI:27592,Ectoine,CHEBI:27592,MAPPED
EDDS,synonym,cas:20846-91-7,"Ethylenediamine-N,N'-disuccinic acid",cas:20846-91-7,MAPPED
Edetate disodium anhydrous,synonym,CHEBI:64734,Na2-EDTA x 2 H2O,CHEBI:64734,MAPPED
edetate trisodium,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
edetic acid,synonym,CHEBI:4735,EDTA (acid form),CHEBI:4735,MAPPED
"edit(1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid",synonym,CHEBI:16112,Chlorogenic acid,CHEBI:16112,MAPPED
EDTA,preferred_term,CHEBI:64755,EDTA,CHEBI:64755,MAPPED
EDTA (acid form),preferred_term,CHEBI:4735,EDTA (acid form),CHEBI:4735,MAPPED
EDTA (chelating agent),preferred_term,NCIT:C360,EDTA (chelating agent),NCIT:C360,MAPPED
EDTA (disodium salt),synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA 2Na,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA 3Na,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA di sodium salt,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA disodium,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA disodium (anh.),synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA disodium (anhydrous),synonym,CHEBI:64734,Na2-EDTA x 2 H2O,CHEBI:64734,MAPPED
EDTA disodium dihydrate,synonym,CHEBI:64758,Na2EDTA·2H2O,CHEBI:64758,MAPPED
EDTA disodium salt (anh.),synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA disodium salt (anhydrous),synonym,CHEBI:64734,Na2-EDTA x 2 H2O,CHEBI:64734,MAPPED
EDTA Stock,preferred_term,UNMAPPED_0073,EDTA Stock,,UNMAPPED
EDTA tetrasodium tetrahydrate salt,preferred_term,cas:13235-36-4,EDTA tetrasodium tetrahydrate salt,CHEBI:4735,MAPPED
EDTA trisodium,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA trisodium salt,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA-2Na,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA-3Na,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA.Na .2H O,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTANa,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA·2Na,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA·3Na,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
EDTA・2Na,synonym,CHEBI:64734,Na2-EDTA,CHEBI:64734,MAPPED
EDTA・3Na,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
Egg yolk,preferred_term,FOODON:03315772,Egg yolk,FOODON:03315772,MAPPED
Eisen,synonym,CHEBI:18248,Iron,CHEBI:18248,MAPPED
Eisencitrat,synonym,CHEBI:144421,Fe(III) citrate,CHEBI:144421,MAPPED
Elastin,preferred_term,CHEBI:4767,Elastin,CHEBI:4767,MAPPED
electron acceptor: amorphous fe(iii) oxyhydroxid,synonym,CHEBI:192761,Ferrihydrite,CHEBI:192761,MAPPED
electron acceptor: amorphous iron (iii) oxide,synonym,CHEBI:192761,Ferrihydrite,CHEBI:192761,MAPPED
electron acceptor: ethylenediaminetetraacetatoferrate,synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
Elemental sulphur,synonym,CHEBI:33403,Sulfur (powder),CHEBI:33403,MAPPED
Emodin,preferred_term,CHEBI:42223,Emodin,CHEBI:42223,MAPPED
Enoxacin,preferred_term,CHEBI:157175,Enoxacin,CHEBI:157175,MAPPED
Enriched Seawater Medium,preferred_term,UNMAPPED_0062,Enriched Seawater Medium,,UNMAPPED
Enrichment Solution for Seawater Medium,preferred_term,UNMAPPED_0031,Enrichment Solution for Seawater Medium,,UNMAPPED
Enrofloxacin,preferred_term,CHEBI:35720,Enrofloxacin,CHEBI:35720,MAPPED
Enterobactin,preferred_term,CHEBI:28855,Enterobactin,CHEBI:28855,MAPPED
Enzymatic digest of casein,synonym,FOODON:03315719,Casein peptone,FOODON:03315719,MAPPED
Epiandrosterone,preferred_term,CHEBI:541975,Epiandrosterone,CHEBI:541975,MAPPED
Epigallocatechin,preferred_term,CHEBI:42255,Epigallocatechin,CHEBI:42255,MAPPED
Epitheaflavic Acid,preferred_term,UNMAPPED_0188,Epitheaflavic Acid,,UNMAPPED
epsom salt,synonym,CHEBI:31795,MgSO47H2O,CHEBI:31795,MAPPED
epsomite,synonym,CHEBI:31795,MgSO47H2O,CHEBI:31795,MAPPED
Erdschreiber's Medium,preferred_term,UNMAPPED_0024,Erdschreiber's Medium,,UNMAPPED
Ertapenem,preferred_term,CHEBI:404903,Ertapenem,CHEBI:404903,MAPPED
erythromycin,preferred_term,CHEBI:48923,erythromycin,CHEBI:48923,MAPPED
Erythromycin A,preferred_term,CHEBI:42355,Erythromycin A,CHEBI:42355,MAPPED
Erythromycin B,preferred_term,CHEBI:28196,Erythromycin B,CHEBI:28196,MAPPED
Erythrose,preferred_term,CHEBI:33946,Erythrose,CHEBI:33946,MAPPED
Escin,preferred_term,CHEBI:2500,Escin,CHEBI:2500,MAPPED
Esculin Ferric Citrate,preferred_term,UNMAPPED_0626,Esculin Ferric Citrate,,UNMAPPED
Esculin Hydrolysate,preferred_term,UNMAPPED_0688,Esculin Hydrolysate,,UNMAPPED
Esculin Monohydrate,preferred_term,CHEBI:4853,Esculin Monohydrate,CHEBI:4853,MAPPED
Essigsaeure,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
ester of thiosulfuric acid,synonym,CHEBI:26977,Thiosulfate,CHEBI:26977,MAPPED
esters of thiosulfuric acid,synonym,CHEBI:26977,Thiosulfate,CHEBI:26977,MAPPED
Estragole,preferred_term,CHEBI:4867,Estragole,CHEBI:4867,MAPPED
Etabetacin,preferred_term,kgmicrobe.compound:etabetacin,Etabetacin,kgmicrobe.compound:etabetacin,MAPPED
Etamycin,preferred_term,mesh:C004910,Etamycin,mesh:C004910,MAPPED
etanol,synonym,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Ethambutol,preferred_term,CHEBI:4877,Ethambutol,CHEBI:4877,MAPPED
Ethambutol dihydrochloride,preferred_term,CHEBI:4878,Ethambutol dihydrochloride,CHEBI:4878,MAPPED
"ethane-1,2-diol",synonym,CHEBI:30742,Ethylene glycol,CHEBI:30742,MAPPED
ethanecarboxylic acid,synonym,CHEBI:30768,Propionic acid,CHEBI:30768,MAPPED
Ethanedioic acid diammonium salt,synonym,CHEBI:91241,NH4-oxalate,CHEBI:91241,MAPPED
"Ethanedioic acid, disodium salt",synonym,CHEBI:132764,Disodium oxalate,CHEBI:132764,MAPPED
Ethanediol,synonym,CHEBI:30742,Ethylene glycol,CHEBI:30742,MAPPED
Ethanoat,synonym,CHEBI:30089,Acetate,CHEBI:30089,MAPPED
ethanoate,synonym,CHEBI:30089,Acetate,CHEBI:30089,MAPPED
Ethanoic acid,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
Ethanol,preferred_term,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Ethanol absolute,synonym,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Ethanolamine,preferred_term,CHEBI:16000,Ethanolamine,CHEBI:16000,MAPPED
Ethanolamine acetate,preferred_term,UNMAPPED_0159,Ethanolamine acetate,,UNMAPPED
Ether,synonym,CHEBI:35702,diethyl ether,CHEBI:35702,MAPPED
Ethidium Bromide,preferred_term,CHEBI:4883,Ethidium Bromide,CHEBI:4883,MAPPED
ethinyl trichloride,synonym,CHEBI:16602,Trichloroethylene,CHEBI:16602,MAPPED
Ethionamide,preferred_term,CHEBI:4885,Ethionamide,CHEBI:4885,MAPPED
ethoic acid,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
"ethyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",synonym,cas:97-41-6,"Chrysanthemic Acid, Ethyl Ester",CHEBI:228794,MAPPED
ethyl 2-hexenoate,synonym,CHEBI:16411,3-Indolyl acetic acid,CHEBI:16411,MAPPED
"ethyl 4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)piperidine-1-carboxylate",synonym,CHEBI:6538,Loratadine,CHEBI:6538,MAPPED
ethyl acetate,preferred_term,CHEBI:27750,ethyl acetate,CHEBI:27750,MAPPED
Ethyl alcohol,synonym,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Ethyl benzoate,preferred_term,CHEBI:156074,Ethyl benzoate,CHEBI:156074,MAPPED
Ethyl decanoate,preferred_term,CHEBI:87430,Ethyl decanoate,CHEBI:87430,MAPPED
ethyl hex-2-enoate,synonym,CHEBI:16411,3-Indolyl acetic acid,CHEBI:16411,MAPPED
ethyl methyl sulfide,preferred_term,CHEBI:231886,ethyl methyl sulfide,CHEBI:231886,MAPPED
ethylacetic acid,synonym,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
Ethylene glycol,preferred_term,CHEBI:30742,Ethylene glycol,CHEBI:30742,MAPPED
ethylene tetrachloride,synonym,CHEBI:17300,Tetrachloroethene,CHEBI:17300,MAPPED
ethylene trichloride,synonym,CHEBI:16602,Trichloroethylene,CHEBI:16602,MAPPED
Ethylenediamine N N Prime Disuccinic Acid,preferred_term,kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,Ethylenediamine N N Prime Disuccinic Acid,kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,MAPPED
Ethylenediamine-N,preferred_term,UNMAPPED_0812,Ethylenediamine-N,,UNMAPPED
"Ethylenediamine-N,N'-disuccinic acid",preferred_term,cas:20846-91-7,"Ethylenediamine-N,N'-disuccinic acid",cas:20846-91-7,MAPPED
ethylenediaminetetraacetatoferrate,synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
ethylenediaminetetraacetic acid disodium salt dihydrate,synonym,CHEBI:64758,Na2EDTA·2H2O,CHEBI:64758,MAPPED
ethylenediaminetetraacetic acid trisodium salt,synonym,CHEBI:63125,Na3-EDTA,CHEBI:63125,MAPPED
Ethylenesuccinic acid,synonym,CHEBI:15741,Succinic acid,CHEBI:15741,MAPPED
ethylformic acid,synonym,CHEBI:30768,Propionic acid,CHEBI:30768,MAPPED
Ethylic acid,synonym,CHEBI:15366,Acetic acid,CHEBI:15366,MAPPED
Ethylmalonic acid,preferred_term,CHEBI:741548,Ethylmalonic acid,CHEBI:741548,MAPPED
ethylmethylacetic acid,synonym,CHEBI:37070,DL-2-Methylbutyric acid,CHEBI:37070,MAPPED
ethylpropanedioic acid,synonym,CHEBI:741548,Ethylmalonic acid,CHEBI:741548,MAPPED
EtOH,synonym,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Eudesmic Acid,preferred_term,CHEBI:454991,Eudesmic Acid,CHEBI:454991,MAPPED
Eugenol,preferred_term,CHEBI:4917,Eugenol,CHEBI:4917,MAPPED
Euglena Medium,preferred_term,UNMAPPED_0064,Euglena Medium,,UNMAPPED
Euphol,preferred_term,CHEBI:4940,Euphol,CHEBI:4940,MAPPED
Eurocidin,preferred_term,kgmicrobe.compound:eurocidin,Eurocidin,kgmicrobe.compound:eurocidin,MAPPED
europium chloride,synonym,cas:10025-76-0,Europium(III) chloride,cas:10025-76-0,MAPPED
Europium(III) chloride,preferred_term,cas:10025-76-0,Europium(III) chloride,cas:10025-76-0,MAPPED
Exfoliatin,preferred_term,kgmicrobe.compound:exfoliatin,Exfoliatin,kgmicrobe.compound:exfoliatin,MAPPED
Exopolysaccharide,preferred_term,CHEBI:72813,Exopolysaccharide,CHEBI:72813,MAPPED
F/2 Medium,preferred_term,UNMAPPED_0033,F/2 Medium,,UNMAPPED
FA 18:1,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
Factor A,synonym,UNMAPPED_0182,2-methyladeninyl cobamide,,UNMAPPED
Factor IIIm,synonym,UNMAPPED_0180,5-methoxybenzimidazolyl cobamide,,UNMAPPED
FAD,preferred_term,CHEBI:16238,FAD,CHEBI:16238,MAPPED
Fastidious Anaerobe Agar,preferred_term,UNMAPPED_0120,Fastidious Anaerobe Agar,,UNMAPPED
Fastidious Anaerobe Basal Broth,preferred_term,UNMAPPED_0381,Fastidious Anaerobe Basal Broth,,UNMAPPED
Fastidious Anaerobe Broth With Meat Granules,preferred_term,UNMAPPED_0742,Fastidious Anaerobe Broth With Meat Granules,,NEEDS_EXPERT
Fatty acid,synonym,CHEBI:35366,Fatty acid mixture (see Medium No. 266),CHEBI:35366,MAPPED
Fatty acid mixture (see Medium No. 266),preferred_term,CHEBI:35366,Fatty acid mixture (see Medium No. 266),CHEBI:35366,MAPPED
fatty acids,synonym,CHEBI:35366,Fatty acid mixture (see Medium No. 266),CHEBI:35366,MAPPED
FBS,synonym,NCIT:C113696,Fetal bovine serum,NCIT:C113696,MAPPED
FCCP,preferred_term,CHEBI:75458,FCCP,CHEBI:75458,MAPPED
FD and C Blue No. 2,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
FD&C Blue No. 2,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
FE EDTA,synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
Fe SO4 x 7 H2O,synonym,CHEBI:75836,FeSO4 x 7 H2O,CHEBI:75836,MAPPED
Fe(0),synonym,CHEBI:82664,Iron powder,CHEBI:82664,MAPPED
Fe(3+)-citrate,synonym,CHEBI:144421,Fe(III) citrate,CHEBI:144421,MAPPED
Fe(II)SO4,synonym,CHEBI:75832,FeSO4,CHEBI:75832,MAPPED
Fe(III) citrate,preferred_term,CHEBI:144421,Fe(III) citrate,CHEBI:144421,MAPPED
Fe(III)-EDTA,preferred_term,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
Fe(III)-oxyhydroxide,synonym,CHEBI:192761,Ferrihydrite,CHEBI:192761,MAPPED
Fe(III)PO4 x 4 H2O,preferred_term,CHEBI:131372,Fe(III)PO4 x 4 H2O,CHEBI:131372,MAPPED
Fe(III)·EDTA,synonym,CHEBI:30729,Fe(III)-EDTA,CHEBI:30729,MAPPED
Fe(NH3)citrate,synonym,CHEBI:144421,Fe(III) citrate,CHEBI:144421,MAPPED
Fe(NH4)2(SO4)2 . 6H2O,synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 . 7H2O,synonym,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,CHEBI:131378,MAPPED
Fe(NH4)2(SO4)2 x 6 H2O,preferred_term,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 x 6 H2O (0.01% w/v),synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 x 6 H2O (0.1% w/v),synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 x 6 H2O (2% v/v),synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 x 6H2O,synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2 x 7 H2O,preferred_term,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,CHEBI:131378,MAPPED
Fe(NH4)2(SO4)2 x 7H2O,synonym,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,CHEBI:131378,MAPPED
Fe(NH4)2(SO4)2x7H2O,synonym,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,CHEBI:131378,MAPPED
Fe(NH4)2(SO4)2·6H2O,synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)2(SO4)2·7H2O,synonym,CHEBI:131378,Fe(NH4)2(SO4)2 x 7 H2O,CHEBI:131378,MAPPED
Fe(NH4)2(SO4)2・6H2O,synonym,CHEBI:76181,Fe(NH4)2(SO4)2 x 6 H2O,CHEBI:76181,MAPPED
Fe(NH4)citrate,synonym,CHEBI:31604,Ferric ammonium citrate,CHEBI:31604,MAPPED
Fe2(SO4)3 x n H2O,preferred_term,CHEBI:53438,Fe2(SO4)3 x n H2O,CHEBI:53438,MAPPED
Fe2(SO4)3 x n H2O,synonym,UNMAPPED_0385,FeSO43 x n H2O,,UNMAPPED
Fe4(PO4)2,preferred_term,CHEBI:132767,Fe4(PO4)2,CHEBI:132767,MAPPED
FeCl 2 x 4 H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2,preferred_term,CHEBI:30812,FeCl2,CHEBI:30812,MAPPED
FeCl2 . 4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 tetrahydrate,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 x 4 H2O,preferred_term,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 x 4 H2O (0.1% w/v in 0.2 N HCl),synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 x 4 H2O (0.2% w/v in 0.02 N HCl),synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2 x 6 H2O,preferred_term,CHEBI:30812,FeCl2 x 6 H2O,CHEBI:30812,MAPPED
FeCl2 x 6 H2O,synonym,CHEBI:30812,FeCl2 x 7 H2O,CHEBI:30812,MAPPED
FeCl2 x 7 H2O,preferred_term,CHEBI:30812,FeCl2 x 7 H2O,CHEBI:30812,MAPPED
FeCl2 x 7 H2O,synonym,CHEBI:30812,FeCl2 x 6 H2O,CHEBI:30812,MAPPED
FeCl2 ∙ 4 H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2. 4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2.4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2·4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl2·6H2O,synonym,CHEBI:30812,FeCl2 x 6 H2O,CHEBI:30812,MAPPED
FeCl2·6H2O,synonym,CHEBI:30812,FeCl2 x 7 H2O,CHEBI:30812,MAPPED
FeCl2⋅6H2O,synonym,CHEBI:30812,FeCl2 x 6 H2O,CHEBI:30812,MAPPED
FeCl2⋅6H2O,synonym,CHEBI:30812,FeCl2 x 7 H2O,CHEBI:30812,MAPPED
FeCl2・4H2O,synonym,CHEBI:86249,FeCl2 x 4 H2O,CHEBI:86249,MAPPED
FeCl3,preferred_term,CHEBI:30808,FeCl3,CHEBI:30808,MAPPED
FeCl3 x 4 H2O,preferred_term,CHEBI:30808,FeCl3 x 4 H2O,CHEBI:30808,MAPPED
FeCl3 x 6 H2O,preferred_term,CHEBI:86254,FeCl3 x 6 H2O,CHEBI:86254,MAPPED
FeCl3.6H2O,synonym,CHEBI:86254,FeCl3 x 6 H2O,CHEBI:86254,MAPPED
FeCl3·4H2O,synonym,CHEBI:30808,FeCl3 x 4 H2O,CHEBI:30808,MAPPED
FeCl3·6H2O,synonym,CHEBI:86254,FeCl3 x 6 H2O,CHEBI:86254,MAPPED
Fen,synonym,CHEBI:82664,Iron powder,CHEBI:82664,MAPPED
FeNa-EDTA,synonym,CHEBI:78292,Sodium ferric EDTA,CHEBI:78292,MAPPED
fenazona,synonym,CHEBI:31225,Antipyrine,CHEBI:31225,MAPPED
FePO4,preferred_term,CHEBI:131371,FePO4,CHEBI:131371,MAPPED
