label,match_type,identifier,preferred_term,ontology_id,mapping_status
beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-beta-D-xylopyranosyl-(1->4)-D-xylopyranose,synonym,CHEBI:62972,Xylotetraose,CHEBI:62972,MAPPED
beta-D-xylopyranosyl-(1->4)-D-xylopyranose,synonym,CHEBI:28309,Xylobiose,CHEBI:28309,MAPPED
Beta-D-xylose,preferred_term,CHEBI:28161,Beta-D-xylose,CHEBI:28161,MAPPED
beta-Fruit sugar,synonym,CHEBI:28757,Fructose,CHEBI:28757,MAPPED
Beta-gentiobiose,preferred_term,CHEBI:71422,Beta-gentiobiose,CHEBI:71422,MAPPED
Beta-Glycerophosphate disodium salt hydrate,preferred_term,cas:154804-51-0,Beta-Glycerophosphate disodium salt hydrate,CHEBI:17270,MAPPED
beta-Hydroxy-L-alanine,synonym,CHEBI:17115,L-Serine,CHEBI:17115,MAPPED
beta-Hydroxyalanine,synonym,CHEBI:17115,L-Serine,CHEBI:17115,MAPPED
Beta-hydroxybutyrate,synonym,CHEBI:37054,3-hydroxybutyrate,CHEBI:37054,MAPPED
beta-lactate,synonym,CHEBI:24996,Lactate,CHEBI:24996,MAPPED
Beta-Lactose,preferred_term,CHEBI:36218,Beta-Lactose,CHEBI:36218,MAPPED
Beta-Lapachone,preferred_term,CHEBI:10429,Beta-Lapachone,CHEBI:10429,MAPPED
beta-Levulose,synonym,CHEBI:28757,Fructose,CHEBI:28757,MAPPED
beta-Lipomycin,preferred_term,mesh:C000601869,beta-Lipomycin,mesh:C000601869,MAPPED
beta-mercaptoethanesulfonic acid,synonym,CHEBI:17905,2-Mercaptoethanesulfonate,CHEBI:17905,MAPPED
BETA-MERCAPTOETHANOL,synonym,CHEBI:41218,2-Mercaptoethanol,CHEBI:41218,MAPPED
beta-methacrylate,synonym,CHEBI:35899,Na-crotonate,CHEBI:35899,MAPPED
beta-methylacrylate,synonym,CHEBI:35899,Na-crotonate,CHEBI:35899,MAPPED
beta-methylbutyric acid,synonym,CHEBI:28484,Isovaleric acid,CHEBI:28484,MAPPED
beta-NAD,preferred_term,CHEBI:15846,beta-NAD,CHEBI:15846,MAPPED
beta-phenyl-L-alanine,synonym,CHEBI:17295,L-Phenylalanine,CHEBI:17295,MAPPED
Beta-phenylethylamine,synonym,CHEBI:18397,2-phenylethylamine,CHEBI:18397,MAPPED
beta-pyridinecarboxamide,synonym,CHEBI:17154,Nicotinamide,CHEBI:17154,MAPPED
beta-pyridinecarboxylic acid,synonym,CHEBI:15940,Nicotinic acid,CHEBI:15940,MAPPED
beta-T,synonym,CHEBI:36018,"1,1,2-Trichloroethane",CHEBI:36018,MAPPED
beta-trichloroethane,synonym,CHEBI:36018,"1,1,2-Trichloroethane",CHEBI:36018,MAPPED
beta-Uridine,synonym,CHEBI:16704,Uridine,CHEBI:16704,MAPPED
betadex,synonym,CHEBI:495055,Cyclomaltoheptaose,CHEBI:495055,MAPPED
Betaine,synonym,CHEBI:17750,Betaine x H2O,CHEBI:17750,MAPPED
Betaine hydrochloride,preferred_term,cas:590-46-5,Betaine hydrochloride,CHEBI:17750,MAPPED
Betaine x H2O,preferred_term,CHEBI:17750,Betaine x H2O,CHEBI:17750,MAPPED
Betanin,preferred_term,CHEBI:3080,Betanin,CHEBI:3080,MAPPED
BG-11 Medium,preferred_term,UNMAPPED_0061,BG-11 Medium,,UNMAPPED
BG-11 Trace Metals Solution,preferred_term,UNMAPPED_0054,BG-11 Trace Metals Solution,,UNMAPPED
BH(OH)2,synonym,CHEBI:38267,H3BO2,CHEBI:38267,MAPPED
BHC,synonym,CHEBI:24536,Hexachlorocyclo-hexane,CHEBI:24536,MAPPED
BHI,preferred_term,UNMAPPED_0716,BHI,,NEEDS_EXPERT
bicarbonate of soda,synonym,CHEBI:32139,NaHCO3,CHEBI:32139,MAPPED
Bicine,preferred_term,CHEBI:39065,Bicine,CHEBI:39065,MAPPED
BICINE buffer,preferred_term,CHEBI:40957,BICINE buffer,CHEBI:40957,MAPPED
Bicyclomycin,preferred_term,CHEBI:60584,Bicyclomycin,CHEBI:60584,MAPPED
Bile Acid,preferred_term,CHEBI:3098,Bile Acid,CHEBI:3098,MAPPED
Bile salts,preferred_term,CHEBI:22868,Bile salts,CHEBI:22868,MAPPED
Biletan,synonym,CHEBI:16494,(DL)-alpha-Lipoic acid,CHEBI:16494,MAPPED
Bilineurin chloride,synonym,CHEBI:133341,Choline chloride,CHEBI:133341,MAPPED
Bilineurine,synonym,CHEBI:15354,Choline,CHEBI:15354,MAPPED
bilorin,synonym,CHEBI:30751,Formic acid,CHEBI:30751,MAPPED
Bimuno,preferred_term,NCIT:C187267,Bimuno,NCIT:C187267,MAPPED
Biochanin a diacetate,preferred_term,cas:54443-59-3,Biochanin a diacetate,cas:54443-59-3,MAPPED
Biocolina,synonym,CHEBI:133341,Choline chloride,CHEBI:133341,MAPPED
Biocoline,synonym,CHEBI:133341,Choline chloride,CHEBI:133341,MAPPED
Bioecolians,preferred_term,UNMAPPED_0207,Bioecolians,,UNMAPPED
Bios I,synonym,CHEBI:17268,myo-Inositol,CHEBI:17268,MAPPED
Biotin,preferred_term,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
Biotin (Vitamin B7),synonym,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
Biotin Vitamin Solution,preferred_term,kgmicrobe.ingredient:biotin_vitamin_solution,Biotin Vitamin Solution,MICRO:0000460,MAPPED
biotina,synonym,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
Biotine,synonym,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
biotinum,synonym,CHEBI:15956,Biotin,CHEBI:15956,MAPPED
Biphenyl,preferred_term,CHEBI:17097,Biphenyl,CHEBI:17097,MAPPED
Bipotassium chromate,synonym,CHEBI:75249,K2CrO4,CHEBI:75249,MAPPED
bis(2-cyanoethan-1-aminium) (2E)-but-2-enedioate,synonym,CHEBI:91084,3-Aminopropionitrile Fumarate,CHEBI:91084,MAPPED
Bis(2-ethylhexyl)phthalate,preferred_term,CHEBI:17747,Bis(2-ethylhexyl)phthalate,CHEBI:17747,MAPPED
Bis(3-aminopropyl)amine,preferred_term,CHEBI:16841,Bis(3-aminopropyl)amine,CHEBI:16841,MAPPED
bis(beta-amino-beta-carboxyethyl) disulfide,synonym,CHEBI:16283,L-Cystine,CHEBI:16283,MAPPED
bis(dioxidosulfate)(S--S)(2-),synonym,CHEBI:42160,Dithionite,CHEBI:42160,MAPPED
bis(hydridooxygen)(O--O),synonym,CHEBI:16240,Hydrogen peroxide,CHEBI:16240,MAPPED
bis(oxido)manganese,synonym,CHEBI:136511,MnO2,CHEBI:136511,MAPPED
BIS-2-HYDROXY-IMINO-TRIS-HYDROXYMETHYL-METHANE,synonym,CHEBI:41250,Bis-Tris,CHEBI:41250,MAPPED
Bis-4-nitrophenyl Phosphate,preferred_term,CHEBI:3122,Bis-4-nitrophenyl Phosphate,CHEBI:3122,MAPPED
Bis-4-nitrophenyl-phenyl Phosphonate,preferred_term,UNMAPPED_0697,Bis-4-nitrophenyl-phenyl Phosphonate,,UNMAPPED
Bis-4-nitrophenyl-phosphorylcholine,preferred_term,UNMAPPED_0691,Bis-4-nitrophenyl-phosphorylcholine,,UNMAPPED
Bis-Tris,preferred_term,CHEBI:41250,Bis-Tris,CHEBI:41250,MAPPED
bis[pyridine-2-thiolato-kappaS 1(oxide-kappaO)]zinc,synonym,CHEBI:32076,Zinc Pyrithione,CHEBI:32076,MAPPED
Bisabolene,preferred_term,CHEBI:49235,Bisabolene,CHEBI:49235,MAPPED
Bisabolol,synonym,CHEBI:125,(-)-alpha-bisabolol,CHEBI:125,MAPPED
bisammonium dioxido(dioxo)molybdenum,synonym,CHEBI:91249,Diammonium molybdate,CHEBI:91249,MAPPED
bisammonium dioxido(dioxo)molybdenum,synonym,cas:12054-85-2,ammonium molybdate tetrahydrate,CHEBI:91249,MAPPED
bisammonium ethanedioate,synonym,CHEBI:91241,NH4-oxalate,CHEBI:91241,MAPPED
bismuth(III) chloride,preferred_term,cas:7787-60-2,bismuth(III) chloride,cas:7787-60-2,MAPPED
Bisodium tartrate,synonym,CHEBI:63017,Sodium tartrate,CHEBI:63017,MAPPED
bistris,synonym,CHEBI:41250,Bis-Tris,CHEBI:41250,MAPPED
Bisulase,synonym,CHEBI:17015,Riboflavin,CHEBI:17015,MAPPED
bitter salt,synonym,CHEBI:31795,MgSO47H2O,CHEBI:31795,MAPPED
BL Agar,preferred_term,UNMAPPED_0114,BL Agar,,UNMAPPED
black manganese oxide,synonym,CHEBI:136511,MnO2,CHEBI:136511,MAPPED
Blasticidin A,preferred_term,CHEBI:218571,Blasticidin A,CHEBI:218571,MAPPED
Blasticidin S,preferred_term,CHEBI:15353,Blasticidin S,CHEBI:15353,MAPPED
Bleomycin,preferred_term,CHEBI:22907,Bleomycin,CHEBI:22907,MAPPED
Bleomycin sulfate,preferred_term,CHEBI:34582,Bleomycin sulfate,CHEBI:34582,MAPPED
bleu de methylene,synonym,CHEBI:6872,Methylene blue,CHEBI:6872,MAPPED
Blood Agar Base,preferred_term,UNMAPPED_0339,Blood Agar Base,,UNMAPPED
Blood agar No 2,preferred_term,UNMAPPED_0340,Blood agar No 2,,UNMAPPED
Bluensomycin,preferred_term,CHEBI:81193,Bluensomycin,CHEBI:81193,MAPPED
boiled in 10% ethanol,synonym,UNMAPPED_0247,b-glucan from Barley,,UNMAPPED
Bold 1NV Medium,preferred_term,UNMAPPED_0051,Bold 1NV Medium,,UNMAPPED
Bold Trace Stock,preferred_term,UNMAPPED_0076,Bold Trace Stock,,UNMAPPED
Boldine,preferred_term,CHEBI:3148,Boldine,CHEBI:3148,MAPPED
borax,synonym,CHEBI:131366,Na2B4O7 x 10 H2O,CHEBI:131366,MAPPED
Bordet-Gengou-Agar-Base,preferred_term,UNMAPPED_0341,Bordet-Gengou-Agar-Base,,UNMAPPED
Boric acid,synonym,CHEBI:33118,H3BO3,CHEBI:33118,MAPPED
Borneol,preferred_term,CHEBI:28093,Borneol,CHEBI:28093,MAPPED
Boron Stock,preferred_term,UNMAPPED_0075,Boron Stock,,UNMAPPED
boron trihydroxide,synonym,CHEBI:33118,H3BO3,CHEBI:33118,MAPPED
boronic acid,synonym,CHEBI:38267,H3BO2,CHEBI:38267,MAPPED
Borrelidin,preferred_term,CHEBI:78661,Borrelidin,CHEBI:78661,MAPPED
Bottromycin,preferred_term,UNMAPPED_0802,Bottromycin,,UNMAPPED
BOUND WATER,synonym,CHEBI:15377,Distilled water,CHEBI:15377,MAPPED
Bovine albumin,preferred_term,MICRO:0000307,Bovine albumin,MICRO:0000307,MAPPED
Bovine calf serum,preferred_term,MICRO:0001709,Bovine calf serum,MICRO:0001709,MAPPED
Bovine horn meal,preferred_term,UNMAPPED_0344,Bovine horn meal,,UNMAPPED
Bovine serum,preferred_term,UNMAPPED_0345,Bovine serum,,UNMAPPED
bovine serum albumin,preferred_term,cas:9048-46-8,bovine serum albumin,NCIT:C85253,MAPPED
Brain heart infusion,preferred_term,MICRO:0000193,Brain heart infusion,MICRO:0000193,MAPPED
Brain heart infusion broth,preferred_term,MICRO:0000193,Brain heart infusion broth,MICRO:0000193,MAPPED
Brazilein,preferred_term,CHEBI:69196,Brazilein,CHEBI:69196,MAPPED
Brenzcatechin,synonym,CHEBI:18135,Pyrocatechol,CHEBI:18135,MAPPED
Brenztraubensaeure,synonym,CHEBI:32816,Pyruvic acid,CHEBI:32816,MAPPED
Brewer anaerobic agar,preferred_term,UNMAPPED_0116,Brewer anaerobic agar,,UNMAPPED
Bristol Medium,preferred_term,UNMAPPED_0023,Bristol Medium,,UNMAPPED
Bromide salt of sodium,synonym,CHEBI:63004,NaBr,CHEBI:63004,MAPPED
Bromnatrium,synonym,CHEBI:63004,NaBr,CHEBI:63004,MAPPED
Bromocresol purple,preferred_term,CHEBI:86154,Bromocresol purple,CHEBI:86154,MAPPED
"bromocresol purple""",synonym,CHEBI:86154,Bromocresol purple,CHEBI:86154,MAPPED
Bromosuccinate,preferred_term,CHEBI:73706,Bromosuccinate,CHEBI:73706,MAPPED
Bromothymol blue,preferred_term,CHEBI:86155,Bromothymol blue,CHEBI:86155,MAPPED
bromothymol sulfone phthalein,synonym,CHEBI:86155,Bromothymol blue,CHEBI:86155,MAPPED
Bromthymol blue,synonym,CHEBI:86155,Bromothymol blue,CHEBI:86155,MAPPED
Brucella agar,preferred_term,MICRO:0000595,Brucella agar,MICRO:0000595,MAPPED
Brucella Broth,preferred_term,UNMAPPED_0348,Brucella Broth,,UNMAPPED
Brucine,preferred_term,CHEBI:3193,Brucine,CHEBI:3193,MAPPED
Bryamycin,synonym,CHEBI:29693,Thiostrepton,CHEBI:29693,MAPPED
BTS,synonym,CHEBI:32816,Pyruvic acid,CHEBI:32816,MAPPED
Burnt potassium alum,synonym,CHEBI:86463,AlK(SO4)2,CHEBI:86463,MAPPED
Butamine,preferred_term,UNMAPPED_0804,Butamine,,UNMAPPED
Butan-1-amine,preferred_term,CHEBI:43799,Butan-1-amine,CHEBI:43799,MAPPED
Butandisaeure,synonym,CHEBI:15741,Succinic acid,CHEBI:15741,MAPPED
Butane-1,preferred_term,UNMAPPED_0805,Butane-1,,UNMAPPED
"Butane-1,4-diamine",synonym,CHEBI:17148,Putrescine,CHEBI:17148,MAPPED
"butane-1,4-diamine;dihydrochloride",synonym,cas:333-93-7,Putrescine Dihydrochloride,CHEBI:201718,MAPPED
"butane-2,3-diol",synonym,CHEBI:62064,"2,3-butanediol",CHEBI:62064,MAPPED
butane-2-carboxylic acid,synonym,CHEBI:37070,DL-2-Methylbutyric acid,CHEBI:37070,MAPPED
butanedioic acid,synonym,CHEBI:15741,Succinic acid,CHEBI:15741,MAPPED
Butanedionic acid,synonym,CHEBI:15741,Succinic acid,CHEBI:15741,MAPPED
butanic acid,synonym,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
BUTANOIC ACID,synonym,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
"Butanoic acid, sodium salt",synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
"Butanoic acid, sodium salt (1:1)",synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
Butanol,preferred_term,CHEBI:28885,Butanol,CHEBI:28885,MAPPED
butoic acid,synonym,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
butter of zinc,synonym,CHEBI:49976,ZnCl2,CHEBI:49976,MAPPED
Buttersaeure,synonym,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
Butyl stearate,preferred_term,CHEBI:85983,Butyl stearate,CHEBI:85983,MAPPED
Butyl vinyl ether,preferred_term,mesh:C521980,Butyl vinyl ether,mesh:C521980,MAPPED
butylacetic acid,synonym,CHEBI:30776,Caproic acid,CHEBI:30776,MAPPED
butylenediamine,synonym,CHEBI:17148,Putrescine,CHEBI:17148,MAPPED
Butyrate,preferred_term,CHEBI:17968,Butyrate,CHEBI:17968,MAPPED
Butyrate (sodium salt),synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
Butyrate sodium,synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
Butyric acid,preferred_term,CHEBI:30772,Butyric acid,CHEBI:30772,MAPPED
Butyric acid sodium salt,synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
"Butyric acid, sodium salt",synonym,CHEBI:64103,Na-butyrate,CHEBI:64103,MAPPED
Butyricin 7423,preferred_term,mesh:C010427,Butyricin 7423,mesh:C010427,MAPPED
Butyrolactam,preferred_term,CHEBI:36592,Butyrolactam,CHEBI:36592,MAPPED
C.I. 42000,synonym,CHEBI:72449,Malachite green,CHEBI:72449,MAPPED
C.I. 52015,synonym,CHEBI:6872,Methylene blue,CHEBI:6872,MAPPED
C.I. 73015,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
C.I. 75781,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
C.I. Acid Blue 74,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
C.I. Basic Green 4,synonym,CHEBI:72449,Malachite green,CHEBI:72449,MAPPED
C.I. Food Blue 1,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
"C.I. Food Blue 1, disodium salt",synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
C.I. Natural Blue 2,synonym,CHEBI:31695,Indigocarmine,CHEBI:31695,MAPPED
C18:1 n-9,synonym,CHEBI:16196,Oleic acid,CHEBI:16196,MAPPED
C2H5OH,synonym,CHEBI:16236,Ethanol,CHEBI:16236,MAPPED
Ca,preferred_term,UNMAPPED_0049,Ca,,UNMAPPED
Ca pantotenate,synonym,CHEBI:29032,Ca-pantothenate,CHEBI:29032,MAPPED
Ca(NO3)2,preferred_term,CHEBI:64205,Ca(NO3)2,CHEBI:64205,MAPPED
Ca(NO3)2 x 4 H2O,preferred_term,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2 x 4 H2O (0.1% w/v),synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2 · 4H2O,synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2.4H2O,synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2x4H2O,synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2·4H2O,synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca(NO3)2•4H2O(CAS: 13477-34-4),synonym,UNMAPPED_0049,Ca,,UNMAPPED
Ca(NO3)2・4H2O,synonym,CHEBI:86159,Ca(NO3)2 x 4 H2O,CHEBI:86159,MAPPED
Ca-folinate,preferred_term,CHEBI:31340,Ca-folinate,CHEBI:31340,MAPPED
Ca-pantothenate,preferred_term,CHEBI:29032,Ca-pantothenate,CHEBI:29032,MAPPED
CaCl .6H O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl 2 X 2 H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2,preferred_term,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2  x 2 H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 . 2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 . 7H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2 . 7H2O,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCl2 x  2 H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2 H2O,preferred_term,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2 H2O (0.1% w/v),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2 H2O (50 g/l stock solution),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2 H2O (5M),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2 H2O solution (7%),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 x 6 H2O,preferred_term,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
CaCl2 x 7 H2O,preferred_term,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCl2 x 7 H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2 x H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2 x H2O,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCl2 x2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 · 2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2 × 2 H2O,synonym,CHEBI:3312,Calcium Chloride,CHEBI:3312,MAPPED
CaCl2 × 2 H2O,synonym,CHEBI:86158,CaCl22H2O,CHEBI:86158,MAPPED
CaCl2*2H2O,synonym,CHEBI:3312,Calcium Chloride,CHEBI:3312,MAPPED
CaCl2*2H2O,synonym,CHEBI:86158,CaCl22H2O,CHEBI:86158,MAPPED
CaCl2. 2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2.2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2.6H2O,synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
CaCl22H2O,preferred_term,CHEBI:86158,CaCl22H2O,CHEBI:86158,MAPPED
CaCl22H2O,synonym,CHEBI:3312,Calcium Chloride,CHEBI:3312,MAPPED
CaCl2x 2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2x2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2x6H2O,synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
CaCl2·2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2·6H2O,synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
CaCl2·H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2·H2O,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCl2•2H2O,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2•2H2O (Sigma C-3881),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2•2H2O(CAS: 10035-04-8),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2•2H2O(Sigma C-3881),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
CaCl2⋅7H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2⋅7H2O,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCl2・6 H2O,synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
CaCl2・H2O,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
CaCl2・H2O,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
CaCO3,preferred_term,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
CaCO3(Fisher C 64),synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
CaCO3(optional) (Fisher C 64),synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
CaCO3(optional)(Fisher C 64),synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
Cadaverine,preferred_term,CHEBI:18127,Cadaverine,CHEBI:18127,MAPPED
Cadmium acetate dihydrate,preferred_term,cas:5743-04-4,Cadmium acetate dihydrate,CHEBI:232796,MAPPED
Cadmium chloride hemipentahydrate,preferred_term,CHEBI:63938,Cadmium chloride hemipentahydrate,CHEBI:63938,MAPPED
cadmium dinitrate,synonym,CHEBI:64205,Ca(NO3)2,CHEBI:64205,MAPPED
cadmium dinitrate,synonym,CHEBI:77732,cadmium nitrate,CHEBI:77732,MAPPED
Cadmium dinitrate tetrahydrate,synonym,CHEBI:86156,Cd(NO3)2 x 4 H2O,CHEBI:86156,MAPPED
cadmium nitrate,preferred_term,CHEBI:77732,cadmium nitrate,CHEBI:77732,MAPPED
cadmium nitrate,synonym,CHEBI:64205,Ca(NO3)2,CHEBI:64205,MAPPED
cadmium nitrate tetrahydrate,synonym,CHEBI:86156,Cd(NO3)2 x 4 H2O,CHEBI:86156,MAPPED
cadmium nitrate--water (1/4),synonym,CHEBI:86156,Cd(NO3)2 x 4 H2O,CHEBI:86156,MAPPED
cadmium(2+);diacetate,synonym,cas:5743-04-4,Cadmium acetate dihydrate,CHEBI:232796,MAPPED
Cadmium(II) nitrate,synonym,CHEBI:64205,Ca(NO3)2,CHEBI:64205,MAPPED
Cadmium(II) nitrate tetrahydrate (1:2:4),synonym,CHEBI:86156,Cd(NO3)2 x 4 H2O,CHEBI:86156,MAPPED
Cadmium-NTA,preferred_term,UNMAPPED_0156,Cadmium-NTA,,UNMAPPED
caffeic acid,preferred_term,CHEBI:36281,caffeic acid,CHEBI:36281,MAPPED
Caffeine,preferred_term,CHEBI:27732,Caffeine,CHEBI:27732,MAPPED
Caffeine Hydrobromide,preferred_term,cas:5743-18-0,Caffeine Hydrobromide,cas:5743-18-0,MAPPED
CaHPO4,preferred_term,CHEBI:32596,CaHPO4,CHEBI:32596,MAPPED
"calcium bis[(3R,5S,6E)-7-{4-(4-fluorophenyl)-6-isopropyl-2-[methyl(methylsulfonyl)amino]pyrimidin-5-yl}-3,5-dihydroxyhept-6-enoate]",synonym,CHEBI:77249,Rosuvastatin calcium,CHEBI:77249,MAPPED
"calcium bis{(3R,5R)-7-[3-(anilinocarbonyl)-5-(4-fluorophenyl)-2-isopropyl-4-phenyl-1H-pyrrol-1-yl]-3,5-dihydroxyheptanoate} trihydrate",synonym,CHEBI:2911,Atorvastatin calcium salt trihydrate,CHEBI:2911,MAPPED
Calcium Carbonate,synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
calcium carbonate (1:1),synonym,CHEBI:3311,CaCO3,CHEBI:3311,MAPPED
Calcium Chloride,preferred_term,CHEBI:3312,Calcium Chloride,CHEBI:3312,MAPPED
Calcium chloride,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
calcium chloride,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
calcium chloride,synonym,CHEBI:3312,Calcium Chloride,CHEBI:3312,MAPPED
Calcium chloride anhydrous,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
Calcium chloride anhydrous,synonym,CHEBI:3312,CaCl2 x 7 H2O,CHEBI:3312,MAPPED
Calcium chloride dihydrate,synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
calcium chloride hexahydrate,synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
calcium chloride--water (1/2),synonym,CHEBI:86158,CaCl2 x 2 H2O,CHEBI:86158,MAPPED
calcium chloride--water (1/2),synonym,CHEBI:86158,CaCl22H2O,CHEBI:86158,MAPPED
calcium chloride--water (1/6),synonym,CHEBI:91243,CaCl2 x 6 H2O,CHEBI:91243,MAPPED
"calcium D,L-pantothenate",synonym,CHEBI:31345,Calcium pantothenate,CHEBI:31345,MAPPED
Calcium D-(+)-pantothenate,synonym,CHEBI:31345,Calcium pantothenate,CHEBI:31345,MAPPED
Calcium D-Pantothenate,synonym,CHEBI:31345,Calcium pantothenate,CHEBI:31345,MAPPED
Calcium D-Pantothenate,preferred_term,CHEBI:31345,Calcium D-Pantothenate,CHEBI:31345,REJECTED
calcium dichloride,synonym,CHEBI:3312,CaCl2,CHEBI:3312,MAPPED
calcium dinitrate,synonym,CHEBI:64205,Ca(NO3)2,CHEBI:64205,MAPPED
