identifier,preferred_term,mapping_status,ontology_id,ontology_source,mapping_quality,occurrences,parent_ingredient,variant_type
CHEBI:65328,L-Xylose,MAPPED,CHEBI:65328,CHEBI,EXACT_MATCH,0,,
CHEBI:16977,L-Alanine,MAPPED,CHEBI:16977,CHEBI,EXACT_MATCH,20,,
CHEBI:2596,L-alliin,MAPPED,CHEBI:2596,CHEBI,EXACT_MATCH,0,,
CHEBI:86658,L-alpha-Phosphatidylcholine,MAPPED,CHEBI:86658,CHEBI,EXACT_MATCH,0,,
CHEBI:16467,L-Arginine,MAPPED,CHEBI:16467,CHEBI,EXACT_MATCH,59,,
CHEBI:31235,L-Arginine x HCl,MAPPED,CHEBI:31235,CHEBI,EXACT_MATCH,7,,
CHEBI:29073,L-Ascorbic acid,MAPPED,CHEBI:29073,CHEBI,EXACT_MATCH,10,,
CHEBI:17196,L-Asparagine,MAPPED,CHEBI:17196,CHEBI,EXACT_MATCH,69,,
CHEBI:17053,L-Aspartic acid,MAPPED,CHEBI:17053,CHEBI,EXACT_MATCH,3,,
CHEBI:17561,L-Cysteine,MAPPED,CHEBI:17561,CHEBI,EXACT_MATCH,68,,
CHEBI:91247,L-Cysteine HCl,MAPPED,CHEBI:91247,CHEBI,EXACT_MATCH,154,,
CHEBI:91248,L-Cysteine HCl x H2O,MAPPED,CHEBI:91248,CHEBI,EXACT_MATCH,1027,,
CHEBI:35235,L-cysteine zwitterion,MAPPED,CHEBI:35235,CHEBI,EXACT_MATCH,3,,
CHEBI:16283,L-Cystine,MAPPED,CHEBI:16283,CHEBI,EXACT_MATCH,8,,
CHEBI:18287,L-Fucose,MAPPED,CHEBI:18287,CHEBI,EXACT_MATCH,2,,
CHEBI:16015,L-Glutamic acid,MAPPED,CHEBI:16015,CHEBI,EXACT_MATCH,35,,
CHEBI:18050,L-Glutamine,MAPPED,CHEBI:18050,CHEBI,EXACT_MATCH,137,,
CHEBI:15971,L-Histidine,MAPPED,CHEBI:15971,CHEBI,EXACT_MATCH,103,,
CHEBI:17191,L-Isoleucine,MAPPED,CHEBI:17191,CHEBI,EXACT_MATCH,56,,
CHEBI:15603,L-Leucine,MAPPED,CHEBI:15603,CHEBI,EXACT_MATCH,65,,
CHEBI:18019,L-Lysine,MAPPED,CHEBI:18019,CHEBI,EXACT_MATCH,44,,
CHEBI:53633,L-Lysine HCl,MAPPED,CHEBI:53633,CHEBI,EXACT_MATCH,3,,
CHEBI:16643,L-Methionine,MAPPED,CHEBI:16643,CHEBI,EXACT_MATCH,69,,
CHEBI:17295,L-Phenylalanine,MAPPED,CHEBI:17295,CHEBI,EXACT_MATCH,46,,
CHEBI:17203,L-Proline,MAPPED,CHEBI:17203,CHEBI,EXACT_MATCH,64,,
CHEBI:62345,L-Rhamnose,MAPPED,CHEBI:62345,CHEBI,EXACT_MATCH,6,,
CHEBI:17115,L-Serine,MAPPED,CHEBI:17115,CHEBI,EXACT_MATCH,73,,
CHEBI:16857,L-Threonine,MAPPED,CHEBI:16857,CHEBI,EXACT_MATCH,48,,
CHEBI:16828,L-Tryptophan,MAPPED,CHEBI:16828,CHEBI,EXACT_MATCH,54,,
CHEBI:17895,L-Tyrosine,MAPPED,CHEBI:17895,CHEBI,EXACT_MATCH,45,,
CHEBI:16414,L-Valine,MAPPED,CHEBI:16414,CHEBI,EXACT_MATCH,50,,
cas:97281-52-2,L-α-Phosphatidylinositol from Glycine max (soybean),MAPPED,mesh:D013025,MESH,NARROW_MATCH,0,,
CHEBI:81664,LL-37,MAPPED,CHEBI:81664,CHEBI,EXACT_MATCH,0,,
CHEBI:15671,L(+)-Tartaric acid,MAPPED,CHEBI:15671,CHEBI,EXACT_MATCH,3,,
CHEBI:16349,L-Citrulline,MAPPED,CHEBI:16349,CHEBI,CAS_RN_LOOKUP,14,,
CHEBI:91248,L-Cysteine hydrochloride monohydrate,MAPPED,CHEBI:91248,CHEBI,CAS_RN_LOOKUP,13,,
CHEBI:15729,L-Ornithine,MAPPED,CHEBI:15729,CHEBI,CAS_RN_LOOKUP,10,,
CHEBI:195690,L-ornithine monohydrochloride,MAPPED,CHEBI:195690,CHEBI,CAS_RN_LOOKUP,2,,
CHEBI:53696,L-tyrosine disodium salt,MAPPED,CHEBI:53696,CHEBI,CAS_RN_LOOKUP,6,,
CHEBI:135737,Lacidipine,MAPPED,CHEBI:135737,CHEBI,EXACT_MATCH,0,,
MICRO:0001365,Lactalbumin hydrolysate,MAPPED,MICRO:0001365,MICRO,EXACT_MATCH,0,,
CHEBI:24996,Lactate,MAPPED,CHEBI:24996,CHEBI,EXACT_MATCH,7,,
CHEBI:75323,Lactitol,MAPPED,CHEBI:75323,CHEBI,EXACT_MATCH,0,,
cas:7578-25-8,Lacto-N-fucopentaose I,MAPPED,mesh:C045442,MESH,NARROW_MATCH,0,,
CHEBI:89932,Lacto-N-fucopentaose II,MAPPED,CHEBI:89932,CHEBI,EXACT_MATCH,0,,
cas:25541-09-7,Lacto-N-fucopentaose III,MAPPED,mesh:C434666,MESH,NARROW_MATCH,0,,
CHEBI:60239,Lacto-N-neotetraose,MAPPED,CHEBI:60239,CHEBI,EXACT_MATCH,0,,
cas:14116-68-8,Lacto-N-tetraose,MAPPED,CHEBI:30248,CHEBI,NARROW_MATCH,0,,
CHEBI:17716,Lactose,MAPPED,CHEBI:17716,CHEBI,EXACT_MATCH,38,,
CHEBI:6359,Lactulose,MAPPED,CHEBI:6359,CHEBI,EXACT_MATCH,0,,
CHEBI:18411,Laminaribiose,MAPPED,CHEBI:18411,CHEBI,EXACT_MATCH,0,,
CHEBI:6364,Laminarin from Laminaria digitata,MAPPED,CHEBI:6364,CHEBI,EXACT_MATCH,0,,
cas:20211-76-1,Lanthanum (III) chloride,MAPPED,CHEBI:231515,CHEBI,NARROW_MATCH,0,,
CHEBI:6377,Lapachol,MAPPED,CHEBI:6377,CHEBI,EXACT_MATCH,0,,
CHEBI:30805,Lauric acid,MAPPED,CHEBI:30805,CHEBI,EXACT_MATCH,0,,
CHEBI:44401,Lawsone,MAPPED,CHEBI:44401,CHEBI,EXACT_MATCH,0,,
CHEBI:88212,lead (II) chloride,MAPPED,CHEBI:88212,CHEBI,EXACT_MATCH,0,,
CHEBI:37187,Lead (II) nitrate,MAPPED,CHEBI:37187,CHEBI,EXACT_MATCH,0,,
NCIT:C72005,Lemon,MAPPED,NCIT:C72005,NCIT,EXACT_MATCH,0,,
CHEBI:31770,Lentilan from mushroom,MAPPED,CHEBI:31770,CHEBI,EXACT_MATCH,0,,
CHEBI:4441,Leucodin,MAPPED,CHEBI:4441,CHEBI,EXACT_MATCH,0,,
CHEBI:16703,Levan - from Erwinia herbicola,MAPPED,CHEBI:16703,CHEBI,EXACT_MATCH,0,,
CHEBI:15765,Levodopa,MAPPED,CHEBI:15765,CHEBI,EXACT_MATCH,0,,
CHEBI:63598,Levofloxacin,MAPPED,CHEBI:63598,CHEBI,EXACT_MATCH,0,,
CHEBI:15409,Levomenthol,MAPPED,CHEBI:15409,CHEBI,EXACT_MATCH,0,,
mesh:D002174,Levorin,MAPPED,mesh:D002174,MESH,EXACT_MATCH,0,,
CHEBI:45630,Levulinic Acid,MAPPED,CHEBI:45630,CHEBI,EXACT_MATCH,0,,
CHEBI:6452,Lichenan (icelandic moss),MAPPED,CHEBI:6452,CHEBI,EXACT_MATCH,0,,
CHEBI:48607,LiCl,MAPPED,CHEBI:48607,CHEBI,EXACT_MATCH,10,,
cas:8068-05-1,Lignin alkali,MAPPED,cas:8068-05-1,CAS,FALLBACK_REGISTRY,0,,
mesh:C079132,Limocrocin,MAPPED,mesh:C079132,MESH,EXACT_MATCH,0,,
CHEBI:16226,Limonin,MAPPED,CHEBI:16226,CHEBI,EXACT_MATCH,0,,
CHEBI:17580,Linalool,MAPPED,CHEBI:17580,CHEBI,EXACT_MATCH,0,,
CHEBI:182465,Lincomycin hydrochloride,MAPPED,CHEBI:182465,CHEBI,EXACT_MATCH,0,,
CHEBI:63607,Linezolid,MAPPED,CHEBI:63607,CHEBI,EXACT_MATCH,0,,
CHEBI:16412,Lipopolysaccharide,MAPPED,CHEBI:16412,CHEBI,EXACT_MATCH,5,,
cas:85144-11-2,Lithium chloride hydrate,MAPPED,CHEBI:48607,CHEBI,NARROW_MATCH,0,,
CHEBI:16325,Lithocholic acid,MAPPED,CHEBI:16325,CHEBI,EXACT_MATCH,0,,
MICRO:0001668,Liver digest,MAPPED,MICRO:0001668,MICRO,EXACT_MATCH,0,,
MICRO:0001363,Liver extract,MAPPED,MICRO:0001363,MICRO,EXACT_MATCH,3,,
MICRO:0001363,Liver extract concentrate,MAPPED,MICRO:0001363,MICRO,LEXICAL_MATCH,0,,
MICRO:0001363,Liver extract infusion,MAPPED,MICRO:0001363,MICRO,LEXICAL_MATCH,1,,
cas:9000-40-2,Locust bean gum,MAPPED,FOODON:03413132,FOODON,NARROW_MATCH,0,,
CHEBI:6518,Lomefloxacin hydrochloride,MAPPED,CHEBI:6518,CHEBI,EXACT_MATCH,0,,
CHEBI:6538,Loratadine,MAPPED,CHEBI:6538,CHEBI,EXACT_MATCH,0,,
CHEBI:40303,Lovastatin,MAPPED,CHEBI:40303,CHEBI,EXACT_MATCH,0,,
CHEBI:16489,Lumazine,MAPPED,CHEBI:16489,CHEBI,EXACT_MATCH,0,,
CHEBI:17781,Lumichrome,MAPPED,CHEBI:17781,CHEBI,EXACT_MATCH,0,,
CHEBI:6570,Lupeol,MAPPED,CHEBI:6570,CHEBI,EXACT_MATCH,0,,
NCIT:C90684,Lydimycin,MAPPED,NCIT:C90684,CHEBI,EXACT_MATCH,0,,
cas:2650-88-3,Lysozyme,MAPPED,FOODON:03413135,FOODON,NARROW_MATCH,0,,
CHEBI:28488,m-Xylene,MAPPED,CHEBI:28488,CHEBI,EXACT_MATCH,8,,
CHEBI:62955,MES sodium salt,MAPPED,CHEBI:62955,CHEBI,CAS_RN_LOOKUP,4,,
CHEBI:201898,Magainin I,MAPPED,CHEBI:201898,CHEBI,EXACT_MATCH,0,,
CHEBI:62964,Magnesium acetate,MAPPED,CHEBI:62964,CHEBI,EXACT_MATCH,3,,
CHEBI:86345,Magnesium chloride,MAPPED,CHEBI:86345,CHEBI,EXACT_MATCH,120,,
CHEBI:32599,Magnesium sulfate,MAPPED,CHEBI:32599,CHEBI,EXACT_MATCH,525,,
CHEBI:72449,Malachite green,MAPPED,CHEBI:72449,CHEBI,EXACT_MATCH,20,,
CHEBI:25115,Malate,MAPPED,CHEBI:25115,CHEBI,EXACT_MATCH,1,,
CHEBI:18300,Maleic acid,MAPPED,CHEBI:18300,CHEBI,EXACT_MATCH,0,,
cas:100683-54-3,Malondialdehyde tetrabutylammonium salt,MAPPED,CHEBI:51992,CHEBI,NARROW_MATCH,0,,
CHEBI:30794,Malonic acid,MAPPED,CHEBI:30794,CHEBI,EXACT_MATCH,0,,
FOODON:03301056,Malt extract,MAPPED,FOODON:03301056,FOODON,EXACT_MATCH,1,,
kgmicrobe.ingredient:malt_extract_agar,Malt extract agar,MAPPED,FOODON:03301056,FOODON,CLOSE_MATCH,0,,
kgmicrobe.ingredient:malt_extract_agar_~28nissui~29,Malt Extract Agar (Nissui),MAPPED,FOODON:03301056,FOODON,CLOSE_MATCH,0,,
kgmicrobe.ingredient:malt_extract_agar_~28oxoid~29,Malt extract agar (Oxoid),MAPPED,FOODON:03301056,FOODON,CLOSE_MATCH,0,,
kgmicrobe.ingredient:malt_extract_broth,Malt extract broth,MAPPED,FOODON:03301056,FOODON,CLOSE_MATCH,0,,
CHEBI:68428,Maltitol,MAPPED,CHEBI:68428,CHEBI,EXACT_MATCH,0,,
CHEBI:25140,Maltodextrin,MAPPED,CHEBI:25140,CHEBI,EXACT_MATCH,0,,
CHEBI:27445,Maltohexaose,MAPPED,CHEBI:27445,CHEBI,EXACT_MATCH,0,,
CHEBI:17306,Maltose,MAPPED,CHEBI:17306,CHEBI,EXACT_MATCH,139,,
CHEBI:18167,maltose,MAPPED,CHEBI:18167,CHEBI,EXACT_MATCH,2,,
CHEBI:28460,Maltotetraose,MAPPED,CHEBI:28460,CHEBI,EXACT_MATCH,0,,
cas:312693-63-3,Maltotriose hydrate,MAPPED,cas:312693-63-3,CAS,FALLBACK_REGISTRY,0,,
CHEBI:35825,Mandelic acid,MAPPED,CHEBI:35825,CHEBI,EXACT_MATCH,0,,
CHEBI:6682,Mangiferin,MAPPED,CHEBI:6682,CHEBI,EXACT_MATCH,0,,
cas:9036-88-8,Mannan from Saccharomyces cerevisiae,MAPPED,NCIT:C14271,NCIT,NARROW_MATCH,0,,
CHEBI:29864,Mannitol,MAPPED,CHEBI:29864,CHEBI,EXACT_MATCH,50,,
CHEBI:25164,Mannobiose,MAPPED,CHEBI:25164,CHEBI,EXACT_MATCH,0,,
CHEBI:17369,Mannose-6-Phosphate,MAPPED,CHEBI:17369,CHEBI,EXACT_MATCH,0,,
CHEBI:146181,Mannotriose,MAPPED,CHEBI:146181,CHEBI,EXACT_MATCH,0,,
mesh:C008328,Marmite,MAPPED,mesh:C008328,MESH,EXACT_MATCH,0,,
CHEBI:6700,Matrine,MAPPED,CHEBI:6700,CHEBI,EXACT_MATCH,0,,
FOODON:03315424,Meat Extract,MAPPED,FOODON:03315424,FOODON,EXACT_MATCH,0,,
MICRO:0000176,Meat peptone,MAPPED,MICRO:0000176,MICRO,EXACT_MATCH,0,,
CHEBI:51208,Mecillinam,MAPPED,CHEBI:51208,CHEBI,EXACT_MATCH,0,,
CHEBI:28053,Melibiose,MAPPED,CHEBI:28053,CHEBI,EXACT_MATCH,2,,
CHEBI:28869,Menadione,MAPPED,CHEBI:28869,CHEBI,EXACT_MATCH,11,,
CHEBI:63928,Menadione sodium bisulfate,MAPPED,CHEBI:63928,CHEBI,EXACT_MATCH,0,,
cas:1490-04-6,Menthol,MAPPED,CHEBI:25187,CHEBI,NARROW_MATCH,0,,
CHEBI:31823,mercury (II) chloride,MAPPED,CHEBI:31823,CHEBI,EXACT_MATCH,0,,
CHEBI:43968,Meropenem,MAPPED,CHEBI:43968,CHEBI,EXACT_MATCH,0,,
CHEBI:39010,MES,MAPPED,CHEBI:39010,CHEBI,EXACT_MATCH,72,,
CHEBI:39005,MES [2-(N-morpholino) ethane sulfonic acid],MAPPED,CHEBI:39005,CHEBI,EXACT_MATCH,16,,
CHEBI:17113,meso-Erythritol,MAPPED,CHEBI:17113,CHEBI,EXACT_MATCH,0,,
CHEBI:16183,methane,MAPPED,CHEBI:16183,CHEBI,EXACT_MATCH,0,,
CHEBI:17790,Methanol,MAPPED,CHEBI:17790,CHEBI,EXACT_MATCH,178,,
CHEBI:44185,Methotrexate,MAPPED,CHEBI:44185,CHEBI,EXACT_MATCH,0,,
cas:89471-28-0,Methyl-2-Hydroxy-Phenylproprionate,MAPPED,cas:89471-28-0,CAS,FALLBACK_REGISTRY,0,,
CHEBI:17540,Methyl-B-D-galactopyranoside,MAPPED,CHEBI:17540,CHEBI,EXACT_MATCH,0,,
cas:91-09-8,methyl-alpha-D-xylopyranoside,MAPPED,cas:91-09-8,CAS,FALLBACK_REGISTRY,0,,
cas:0612-05-5,methyl-beta-D-xylopyranoside,MAPPED,cas:0612-05-5,CAS,FALLBACK_REGISTRY,0,,
cas:1825-00-9,methyl-beta-L-arabinopyranoside,MAPPED,cas:1825-00-9,CAS,FALLBACK_REGISTRY,0,,
CHEBI:86904,methyl-cis-p-coumarate,MAPPED,CHEBI:86904,CHEBI,EXACT_MATCH,0,,
cas:19367-38-5,methyl-trans-p-coumarate,MAPPED,CHEBI:194094,CHEBI,NARROW_MATCH,0,,
CHEBI:176565,Methyl 3-(4-hydroxyphenyl)propionate,MAPPED,CHEBI:176565,CHEBI,EXACT_MATCH,0,,
CHEBI:181871,Methyl 6-Hydroxyangolensate,MAPPED,CHEBI:181871,CHEBI,EXACT_MATCH,0,,
CHEBI:320061,Methyl alpha-D-glucopyranoside,MAPPED,CHEBI:320061,CHEBI,EXACT_MATCH,0,,
CHEBI:320055,Methyl beta-D-glucopyranoside,MAPPED,CHEBI:320055,CHEBI,EXACT_MATCH,0,,
cas:22329-76-6,methyl ferulate,MAPPED,CHEBI:67379,CHEBI,NARROW_MATCH,0,,
CHEBI:15929,methyl jasmonate,MAPPED,CHEBI:15929,CHEBI,EXACT_MATCH,0,,
CHEBI:25255,Methyl methanesulfonate,MAPPED,CHEBI:25255,CHEBI,EXACT_MATCH,0,,
CHEBI:16830,Methylamine,MAPPED,CHEBI:16830,CHEBI,EXACT_MATCH,8,,
CHEBI:59337,Methylamine hydrochloride,MAPPED,CHEBI:59337,CHEBI,EXACT_MATCH,8,,
CHEBI:6872,Methylene blue,MAPPED,CHEBI:6872,CHEBI,EXACT_MATCH,3,,
CHEBI:15767,methylene chloride,MAPPED,CHEBI:15767,CHEBI,EXACT_MATCH,0,,
CHEBI:17158,methylglyoxal,MAPPED,CHEBI:17158,CHEBI,EXACT_MATCH,0,,
cas:23121-32-6,Methylxanthoxylin,MAPPED,CHEBI:169463,CHEBI,NARROW_MATCH,0,,
CHEBI:6909,Metronidazole,MAPPED,CHEBI:6909,CHEBI,EXACT_MATCH,0,,
cas:1915-67-9,Mexicanolide,MAPPED,mesh:C554989,MESH,NARROW_MATCH,0,,
CHEBI:131389,Mg-citrate,MAPPED,CHEBI:131389,CHEBI,EXACT_MATCH,4,,
CHEBI:6636,MgCl2,MAPPED,CHEBI:6636,CHEBI,EXACT_MATCH,247,,
CHEBI:131394,MgCl2 x 2 H2O,MAPPED,CHEBI:131394,CHEBI,EXACT_MATCH,18,,
CHEBI:86345,MgCl2 x 6 H2O,MAPPED,CHEBI:86345,CHEBI,EXACT_MATCH,2285,,
CHEBI:6636,MgCl2 x 7 H2O,MAPPED,CHEBI:6636,CHEBI,EXACT_MATCH,11,,
CHEBI:86355,MgCl2 x H2O,MAPPED,CHEBI:86355,CHEBI,EXACT_MATCH,2,,
CHEBI:6636,MgCl2x 6 H2O,MAPPED,CHEBI:6636,CHEBI,EXACT_MATCH,7,,
CHEBI:31793,MgCO3,MAPPED,CHEBI:31793,CHEBI,EXACT_MATCH,11,,
CHEBI:32599,MgSO4·7H2O,MAPPED,CHEBI:32599,CHEBI,EXACT_MATCH,431,,
CHEBI:31795,MgSO47H2O,MAPPED,CHEBI:31795,CHEBI,EXACT_MATCH,1,,
CHEBI:32599,MgSO4 x 6 H2O,MAPPED,CHEBI:32599,CHEBI,EXACT_MATCH,20,,
CHEBI:31795,MgSO4 x 7 H2O,MAPPED,CHEBI:31795,CHEBI,EXACT_MATCH,3618,,
CHEBI:31795,MgSO4·H2O,MAPPED,CHEBI:31795,CHEBI,EXACT_MATCH,2,,
NCIT:C85509,Middlebrook 7H10 agar,MAPPED,NCIT:C85509,NCIT,EXACT_MATCH,0,,
CHEBI:216282,miharamycin A,MAPPED,CHEBI:216282,CHEBI,EXACT_MATCH,0,,
UBERON:0001913,Milk,MAPPED,UBERON:0001913,UBERON,EXACT_MATCH,0,,
FOODON:03301328,Mineral water,MAPPED,FOODON:03301328,FOODON,EXACT_MATCH,0,,
mesh:C002363,Minimycin,MAPPED,mesh:C002363,MESH,EXACT_MATCH,0,,
CHEBI:50697,Minocycline hydrochloride,MAPPED,CHEBI:50697,CHEBI,EXACT_MATCH,0,,
CHEBI:27504,Mitomycin C,MAPPED,CHEBI:27504,CHEBI,EXACT_MATCH,0,,
CHEBI:131395,MnCl2 x 2 H2O,MAPPED,CHEBI:131395,CHEBI,EXACT_MATCH,0,,
CHEBI:86368,MnCl2 x 4 H2O,MAPPED,CHEBI:86368,CHEBI,EXACT_MATCH,2310,,
CHEBI:63041,MnCl2,MAPPED,CHEBI:63041,CHEBI,EXACT_MATCH,0,,
CHEBI:136511,MnO2,MAPPED,CHEBI:136511,CHEBI,EXACT_MATCH,2,,
CHEBI:86360,MnSO4,MAPPED,CHEBI:86360,CHEBI,EXACT_MATCH,36,,
CHEBI:86360,MnSO4 x 1 H2O,MAPPED,CHEBI:86360,CHEBI,EXACT_MATCH,6,,
CHEBI:86356,MnSO4 x 2 H2O,MAPPED,CHEBI:86356,CHEBI,EXACT_MATCH,16,,
CHEBI:86358,MnSO4 x 4 H2O,MAPPED,CHEBI:86358,CHEBI,EXACT_MATCH,58,,
CHEBI:131524,MnSO4 x 5 H2O,MAPPED,CHEBI:131524,CHEBI,EXACT_MATCH,31,,
CHEBI:131523,MnSO4 x 6 H2O,MAPPED,CHEBI:131523,CHEBI,EXACT_MATCH,2,,
CHEBI:86360,MnSO4 x 7 H2O,MAPPED,CHEBI:86360,CHEBI,EXACT_MATCH,6,,
CHEBI:86364,MnSO4 x H2O,MAPPED,CHEBI:86364,CHEBI,EXACT_MATCH,946,,
CHEBI:201539,monazomycin,MAPPED,CHEBI:201539,CHEBI,EXACT_MATCH,0,,
CHEBI:27617,Monensin,MAPPED,CHEBI:27617,CHEBI,EXACT_MATCH,0,,
CHEBI:30627,MoO3,MAPPED,CHEBI:30627,CHEBI,EXACT_MATCH,23,,
CHEBI:39074,MOPS,MAPPED,CHEBI:39074,CHEBI,EXACT_MATCH,62,,
CHEBI:75092,Morin,MAPPED,CHEBI:75092,CHEBI,EXACT_MATCH,0,,
CHEBI:63611,Moxifloxacin,MAPPED,CHEBI:63611,CHEBI,EXACT_MATCH,0,,
cas:22816-60-0,MreB Perturbing Compound A22,MAPPED,cas:22816-60-0,CAS,FALLBACK_REGISTRY,0,,
CHEBI:30852,Mucic acid,MAPPED,CHEBI:30852,CHEBI,EXACT_MATCH,0,,
cas:84195-52-8,"Mucin, Bovine Submaxillary Gland, type I-S",MAPPED,cas:84195-52-8,CAS,FALLBACK_REGISTRY,0,,
cas:84082-64-4,"Mucin from porcine stomach,Type II",MAPPED,cas:84082-64-4,CAS,FALLBACK_REGISTRY,0,,
cas:84082-64-4,Mucin from porcine stomach type III,MAPPED,cas:84082-64-4,CAS,FALLBACK_REGISTRY,1,,
mesh:C010250,Mycobacidin,MAPPED,mesh:C010250,MESH,EXACT_MATCH,0,,
CHEBI:17268,myo-Inositol,MAPPED,CHEBI:17268,CHEBI,EXACT_MATCH,31,,
CHEBI:18152,Myricetin,MAPPED,CHEBI:18152,CHEBI,EXACT_MATCH,0,,
CHEBI:28875,Myristic acid,MAPPED,CHEBI:28875,CHEBI,EXACT_MATCH,0,,
CHEBI:29640,N-(3-oxohexanoyl)-DL-homoserine lactone,MAPPED,CHEBI:29640,CHEBI,EXACT_MATCH,0,,
CHEBI:28037,N-Acetyl-D-galactosamine,MAPPED,CHEBI:28037,CHEBI,EXACT_MATCH,0,,
CHEBI:15784,N-Acetyl-D-glucosamine 6-phosphate sodium salt,MAPPED,CHEBI:15784,CHEBI,LEXICAL_MATCH,0,,
CHEBI:17533,N-Acetyl-L-Glutamic Acid,MAPPED,CHEBI:17533,CHEBI,EXACT_MATCH,2,,
CHEBI:21547,N-Acetyl-L-aspartic acid,MAPPED,CHEBI:21547,CHEBI,EXACT_MATCH,0,,
CHEBI:21553,N-Acetyl-L-glutamine,MAPPED,CHEBI:21553,CHEBI,EXACT_MATCH,0,,
CHEBI:17724,N-N Dimethyl glycine,MAPPED,CHEBI:17724,CHEBI,EXACT_MATCH,0,,
CHEBI:39060,N-(2-acetamido)-2-aminoethanesulfonic acid,MAPPED,CHEBI:39060,CHEBI,EXACT_MATCH,1,,
CHEBI:8006,N-Acetyl-D-glucosamine,MAPPED,CHEBI:8006,CHEBI,EXACT_MATCH,9,,
CHEBI:59640,N-Acetylglucosamine,MAPPED,CHEBI:59640,CHEBI,EXACT_MATCH,35,,
CHEBI:47965,N-acetylmuramic acid,MAPPED,CHEBI:47965,CHEBI,EXACT_MATCH,1,,
CHEBI:17012,N-acetylneuraminic acid,MAPPED,CHEBI:17012,CHEBI,EXACT_MATCH,0,,
CHEBI:41808,n-Decane,MAPPED,CHEBI:41808,CHEBI,EXACT_MATCH,4,,
CHEBI:181434,N-decanoyl-DL-Homoserine lactone,MAPPED,CHEBI:181434,CHEBI,EXACT_MATCH,0,,
CHEBI:183704,N-lauroylsarcosine sodium salt,MAPPED,CHEBI:183704,CHEBI,EXACT_MATCH,0,,
CHEBI:16354,N-methylhydantoin,MAPPED,CHEBI:16354,CHEBI,EXACT_MATCH,3,,
CHEBI:88217,"N,N,N′,N′-Tetrakis(2-pyridylmethyl)ethylenediamine",MAPPED,CHEBI:88217,CHEBI,EXACT_MATCH,0,,
CHEBI:32850,"N,N,N′,N′-Tetramethylethylenediamine",MAPPED,CHEBI:32850,CHEBI,EXACT_MATCH,0,,
CHEBI:172431,N-Acetyl-glutamic acid,MAPPED,CHEBI:172431,CHEBI,CAS_RN_LOOKUP,10,,
CHEBI:113373,Na-3-hydroxybutyrate,MAPPED,CHEBI:113373,CHEBI,EXACT_MATCH,2,,
CHEBI:32954,Na-acetate,MAPPED,CHEBI:32954,CHEBI,EXACT_MATCH,806,,
CHEBI:34535,Na-ampicillin,MAPPED,CHEBI:34535,CHEBI,EXACT_MATCH,5,,
CHEBI:113451,Na-ascorbate,MAPPED,CHEBI:113451,CHEBI,EXACT_MATCH,27,,
CHEBI:113455,Na-benzoate,MAPPED,CHEBI:113455,CHEBI,EXACT_MATCH,36,,
CHEBI:64103,Na-butyrate,MAPPED,CHEBI:64103,CHEBI,EXACT_MATCH,23,,
CHEBI:114126,Na-caproate,MAPPED,CHEBI:114126,CHEBI,EXACT_MATCH,7,,
CHEBI:35899,Na-crotonate,MAPPED,CHEBI:35899,CHEBI,EXACT_MATCH,6,,
CHEBI:62965,Na-formate,MAPPED,CHEBI:62965,CHEBI,EXACT_MATCH,143,,
CHEBI:115197,Na-gallate,MAPPED,CHEBI:115197,CHEBI,EXACT_MATCH,1,,
CHEBI:29988,Na-glutamate,MAPPED,CHEBI:29988,CHEBI,EXACT_MATCH,2,,
CHEBI:232798,Na-L-lactate,MAPPED,CHEBI:232798,CHEBI,EXACT_MATCH,49,,
CHEBI:131839,Na-laurate,MAPPED,CHEBI:131839,CHEBI,EXACT_MATCH,4,,
CHEBI:132101,Na-orotate,MAPPED,CHEBI:132101,CHEBI,EXACT_MATCH,2,,
CHEBI:132106,Na-propionate,MAPPED,CHEBI:132106,CHEBI,EXACT_MATCH,36,,
CHEBI:50144,Na-pyruvate,MAPPED,CHEBI:50144,CHEBI,EXACT_MATCH,570,,
CHEBI:60720,Na-silicate,MAPPED,CHEBI:60720,CHEBI,EXACT_MATCH,197,,
CHEBI:132109,Na-stearate,MAPPED,CHEBI:132109,CHEBI,EXACT_MATCH,2,,
CHEBI:30924,Na-tartrate,MAPPED,CHEBI:30924,CHEBI,EXACT_MATCH,5,,
CHEBI:86481,Na-thioglycolate,MAPPED,CHEBI:86481,CHEBI,EXACT_MATCH,122,,
CHEBI:132748,Na-vanillate,MAPPED,CHEBI:132748,CHEBI,EXACT_MATCH,2,,
CHEBI:64734,Na2-EDTA,MAPPED,CHEBI:64734,CHEBI,EXACT_MATCH,426,,
CHEBI:64734,Na2-EDTA x 2 H2O,MAPPED,CHEBI:64734,CHEBI,EXACT_MATCH,103,,
CHEBI:115156,Na2-fumarate,MAPPED,CHEBI:115156,CHEBI,EXACT_MATCH,94,,
CHEBI:91251,Na2-glyoxalate,MAPPED,CHEBI:91251,CHEBI,EXACT_MATCH,2,,
CHEBI:16810,Na2 alpha-ketoglutarate,MAPPED,CHEBI:16810,CHEBI,EXACT_MATCH,4,,
CHEBI:38892,Na2B4O7,MAPPED,CHEBI:38892,CHEBI,EXACT_MATCH,8,,
CHEBI:131366,Na2B4O7 x 10 H2O,MAPPED,CHEBI:131366,CHEBI,EXACT_MATCH,0,,
CHEBI:29377,Na2CO3,MAPPED,CHEBI:29377,CHEBI,EXACT_MATCH,1251,,
