identifier,preferred_term,mapping_status,ontology_id,ontology_source,mapping_quality,occurrences,parent_ingredient,variant_type
CHEBI:31404,Citric acid x H2O,MAPPED,CHEBI:31404,CHEBI,EXACT_MATCH,2,,
CHEBI:30769,Citric Acid•H2O,MAPPED,CHEBI:30769,CHEBI,LEXICAL_MATCH,3,,
kgmicrobe.compound:cladomycin,Cladomycin,MAPPED,kgmicrobe.compound:cladomycin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:3732,Clarithromycin,MAPPED,CHEBI:3732,CHEBI,EXACT_MATCH,0,,
CHEBI:3749,Clofazimine,MAPPED,CHEBI:3749,CHEBI,EXACT_MATCH,0,,
CHEBI:3764,Clotrimazole,MAPPED,CHEBI:3764,CHEBI,EXACT_MATCH,0,,
CHEBI:34978,Cloxacillin sodium salt monohydrate,MAPPED,CHEBI:34978,CHEBI,EXACT_MATCH,0,,
CHEBI:86209,Co(NO3)2,MAPPED,CHEBI:86209,CHEBI,EXACT_MATCH,7,,
CHEBI:86214,Co(NO3)2 x 6 H2O,MAPPED,CHEBI:86214,CHEBI,EXACT_MATCH,192,,
CHEBI:28911,Cobalamine,MAPPED,CHEBI:28911,CHEBI,EXACT_MATCH,3,,
CHEBI:53503,Cobalt chloride hexahydrate,MAPPED,CHEBI:53503,CHEBI,CAS_RN_LOOKUP,123,,
CHEBI:35696,CoCl2,MAPPED,CHEBI:35696,CHEBI,EXACT_MATCH,25,,
CHEBI:35696,CoCl2 x 2 H2O,MAPPED,CHEBI:35696,CHEBI,EXACT_MATCH,3,,
CHEBI:35696,CoCl2 x 4 H2O,MAPPED,CHEBI:35696,CHEBI,EXACT_MATCH,7,,
CHEBI:35696,CoCl2 x 6 H2O,MAPPED,CHEBI:35696,CHEBI,EXACT_MATCH,2265,,
CHEBI:15346,Coenzyme A,MAPPED,CHEBI:15346,CHEBI,EXACT_MATCH,7,,
CHEBI:183909,Colchiceine,MAPPED,CHEBI:183909,CHEBI,EXACT_MATCH,0,,
CHEBI:37943,Colistin sulfate salt,MAPPED,CHEBI:37943,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:collinomycin,Collinomycin,MAPPED,kgmicrobe.compound:collinomycin,kgmicrobe.compound,PLACEHOLDER,0,,
MICRO:0000536,Columbia agar base,MAPPED,MICRO:0000536,MICRO,EXACT_MATCH,0,,
CHEBI:27965,Conessine,MAPPED,CHEBI:27965,CHEBI,EXACT_MATCH,0,,
CHEBI:34653,Congo red,MAPPED,CHEBI:34653,CHEBI,EXACT_MATCH,2,,
kgmicrobe.compound:congocidin,Congocidin,MAPPED,kgmicrobe.compound:congocidin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:17745,coniferyl alcohol,MAPPED,CHEBI:17745,CHEBI,EXACT_MATCH,0,,
CHEBI:16547,coniferyl aldehyde,MAPPED,CHEBI:16547,CHEBI,EXACT_MATCH,0,,
FOODON:03305103,Cooked meat medium,MAPPED,FOODON:03305103,FOODON,LEXICAL_MATCH,0,,
FOODON:03310257,Corn meal,MAPPED,FOODON:03310257,FOODON,EXACT_MATCH,0,,
CHEBI:53470,CoSO4,MAPPED,CHEBI:53470,CHEBI,EXACT_MATCH,23,,
CHEBI:53470,CoSO4 x 7 H2O,MAPPED,CHEBI:53470,CHEBI,EXACT_MATCH,693,,
cas:10018-19-6,Cotarnine Chloride,MAPPED,NCIT:C79997,NCIT,NARROW_MATCH,0,,
FOODON:02020891,Cow's milk,MAPPED,FOODON:02020891,FOODON,LEXICAL_MATCH,0,,
ENVO:00001998,CR1 Soil,MAPPED,ENVO:00001998,ENVO,CLOSE_MATCH,14,,
CHEBI:53471,Cr2(SO4)3 x n H2O,MAPPED,CHEBI:53471,CHEBI,EXACT_MATCH,2,,
CHEBI:86206,Cr(NO3)3 x 7 H2O,MAPPED,CHEBI:86206,CHEBI,EXACT_MATCH,1,,
CHEBI:16919,Creatine,MAPPED,CHEBI:16919,CHEBI,EXACT_MATCH,4,,
CHEBI:16737,Creatinine,MAPPED,CHEBI:16737,CHEBI,EXACT_MATCH,4,,
CHEBI:86218,Cresol red,MAPPED,CHEBI:86218,CHEBI,EXACT_MATCH,1,,
CHEBI:3914,Crinamine,MAPPED,CHEBI:3914,CHEBI,EXACT_MATCH,0,,
CHEBI:41131,Crotonic acid,MAPPED,CHEBI:41131,CHEBI,EXACT_MATCH,31,,
CHEBI:149838,Cryptotanshinone,MAPPED,CHEBI:149838,CHEBI,EXACT_MATCH,0,,
CHEBI:41688,Crystal Violet,MAPPED,CHEBI:41688,CHEBI,EXACT_MATCH,7,,
CHEBI:78036,Cu(NO3)2 x 3 H2O,MAPPED,CHEBI:78036,CHEBI,EXACT_MATCH,1,,
CHEBI:53472,CuCl,MAPPED,CHEBI:53472,CHEBI,EXACT_MATCH,7,,
CHEBI:49553,CuCl2,MAPPED,CHEBI:49553,CHEBI,EXACT_MATCH,82,,
CHEBI:86318,CuCl2 x 2 H2O,MAPPED,CHEBI:86318,CHEBI,EXACT_MATCH,2150,,
CHEBI:91245,CuCl2 x 5 H2O,MAPPED,CHEBI:91245,CHEBI,EXACT_MATCH,29,,
CHEBI:49553,CuCl2 x 6 H2O,MAPPED,CHEBI:49553,CHEBI,EXACT_MATCH,6,,
CHEBI:78673,Cumene hydroperoxide,MAPPED,CHEBI:78673,CHEBI,EXACT_MATCH,0,,
CHEBI:3962,Curcumin,MAPPED,CHEBI:3962,CHEBI,EXACT_MATCH,0,,
cas:54724-00-4,Curdlan,MAPPED,mesh:C038459,MESH,NARROW_MATCH,0,,
CHEBI:23414,CuSO4,MAPPED,CHEBI:23414,CHEBI,EXACT_MATCH,48,,
CHEBI:23414,CuSO4 x 2 H2O,MAPPED,CHEBI:23414,CHEBI,EXACT_MATCH,4,,
CHEBI:23414,CuSO4 x 4 H2O,MAPPED,CHEBI:23414,CHEBI,EXACT_MATCH,1,,
CHEBI:31440,CuSO4 x 5 H2O,MAPPED,CHEBI:31440,CHEBI,EXACT_MATCH,1253,,
CHEBI:91246,CuSO4 x 6 H2O,MAPPED,CHEBI:91246,CHEBI,EXACT_MATCH,3,,
CHEBI:17439,Cyanocobalamin,MAPPED,CHEBI:17439,CHEBI,EXACT_MATCH,42,,
CHEBI:27641,Cycloheximid,MAPPED,CHEBI:27641,CHEBI,EXACT_MATCH,5,,
CHEBI:495055,Cyclomaltoheptaose,MAPPED,CHEBI:495055,CHEBI,EXACT_MATCH,2,,
CHEBI:4021,Cyclopamine,MAPPED,CHEBI:4021,CHEBI,EXACT_MATCH,0,,
mesh:C058276,Cystargin,MAPPED,mesh:C058276,MESH,EXACT_MATCH,0,,
CHEBI:15356,Cysteine,MAPPED,CHEBI:15356,CHEBI,EXACT_MATCH,44,,
CHEBI:17562,Cytidine,MAPPED,CHEBI:17562,CHEBI,CAS_RN_LOOKUP,14,,
CHEBI:17361,Cytidine 5'-Monophosphate,MAPPED,CHEBI:17361,CHEBI,EXACT_MATCH,0,,
CHEBI:4055,Cytisine,MAPPED,CHEBI:4055,CHEBI,EXACT_MATCH,0,,
CHEBI:16040,Cytosine,MAPPED,CHEBI:16040,CHEBI,CAS_RN_LOOKUP,20,,
kgmicrobe.compound:cytovirin,Cytovirin,MAPPED,kgmicrobe.compound:cytovirin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:15399,D(+)-Carvone,MAPPED,CHEBI:15399,CHEBI,EXACT_MATCH,0,,
CHEBI:181432,D-(+)-Galactosamine hydrochloride,MAPPED,CHEBI:181432,CHEBI,EXACT_MATCH,0,,
CHEBI:16217,D-(+)-Gluconic acid gamma-lactone,MAPPED,CHEBI:16217,CHEBI,EXACT_MATCH,0,,
cas:207511-10-2,D-(+)-Melezitose hydrate,MAPPED,cas:207511-10-2,CAS,FALLBACK_REGISTRY,0,,
CHEBI:32528,D-(+)-Turanose,MAPPED,CHEBI:32528,CHEBI,EXACT_MATCH,0,,
cas:10030-67-8,D-(+)-melezitose monohydrate,MAPPED,cas:10030-67-8,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16719,D-(-)-Pantolactone,MAPPED,CHEBI:16719,CHEBI,EXACT_MATCH,0,,
CHEBI:16789,D-(-)-lyxose,MAPPED,CHEBI:16789,CHEBI,EXACT_MATCH,0,,
CHEBI:4249,D-(-)-tagatose,MAPPED,CHEBI:4249,CHEBI,EXACT_MATCH,0,,
CHEBI:28797,D-2-Aminobutyric acid,MAPPED,CHEBI:28797,CHEBI,EXACT_MATCH,0,,
CHEBI:15570,D-Alanine,MAPPED,CHEBI:15570,CHEBI,EXACT_MATCH,0,,
CHEBI:17364,D-Aspartic Acid,MAPPED,CHEBI:17364,CHEBI,EXACT_MATCH,0,,
CHEBI:40009,D-Cycloserine,MAPPED,CHEBI:40009,CHEBI,EXACT_MATCH,0,,
cas:26177-86-6,D-Fructose 6-phosphate disodium salt hydrate,MAPPED,CHEBI:190546,CHEBI,NARROW_MATCH,0,,
cas:91510-62-2,D-Galacturonic Acid monohydrate,MAPPED,CHEBI:18024,CHEBI,NARROW_MATCH,0,,
CHEBI:16002,D-Glucaric acid,MAPPED,CHEBI:16002,CHEBI,EXACT_MATCH,0,,
CHEBI:12962,D-Glucosamine 6-phosphate,MAPPED,CHEBI:12962,CHEBI,EXACT_MATCH,0,,
cas:66-84-2,D-Glucosamine Hydrochloride,MAPPED,NCIT:C83732,NCIT,NARROW_MATCH,0,,
cas:54010-71-8,D-Glucose-6-Phosphate sodium salt,MAPPED,CHEBI:26714,CHEBI,NARROW_MATCH,1,,
CHEBI:18268,D-Glucuronic acid gamma lactone,MAPPED,CHEBI:18268,CHEBI,EXACT_MATCH,0,,
cas:207300-70-7,D-Glucuronic acid sodium salt monohydrate,MAPPED,CHEBI:4178,CHEBI,NARROW_MATCH,0,,
CHEBI:15966,D-Glutamic Acid,MAPPED,CHEBI:15966,CHEBI,EXACT_MATCH,0,,
CHEBI:28225,D-Leucine,MAPPED,CHEBI:28225,CHEBI,EXACT_MATCH,0,,
cas:7158-70-5,D-Leucrose,MAPPED,cas:7158-70-5,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16855,D-Lysine,MAPPED,CHEBI:16855,CHEBI,EXACT_MATCH,0,,
cas:6363-53-7,D-Maltose monohydrate,MAPPED,CHEBI:17306,CHEBI,NARROW_MATCH,9,,
cas:70442-25-0,D-Mannose 6-phosphate sodium salt,MAPPED,CHEBI:17369,CHEBI,NARROW_MATCH,0,,
CHEBI:16867,D-Methionine,MAPPED,CHEBI:16867,CHEBI,EXACT_MATCH,0,,
CHEBI:16313,D-Proline,MAPPED,CHEBI:16313,CHEBI,EXACT_MATCH,0,,
cas:17629-30-0,D-Raffinose pentahydrate,MAPPED,CHEBI:189430,CHEBI,NARROW_MATCH,0,,
CHEBI:16988,D-Ribose,MAPPED,CHEBI:16988,CHEBI,EXACT_MATCH,0,,
cas:576-42-1,D-Saccharic acid potassium salt,MAPPED,CHEBI:26218,CHEBI,NARROW_MATCH,0,,
CHEBI:16523,D-Serine,MAPPED,CHEBI:16523,CHEBI,EXACT_MATCH,0,,
CHEBI:17992,D-Sucrose,MAPPED,CHEBI:17992,CHEBI,EXACT_MATCH,0,,
CHEBI:16689,D-apiose,MAPPED,CHEBI:16689,CHEBI,EXACT_MATCH,0,,
CHEBI:17108,D-Arabinose,MAPPED,CHEBI:17108,CHEBI,EXACT_MATCH,1,,
CHEBI:27904,D-erythrose,MAPPED,CHEBI:27904,CHEBI,EXACT_MATCH,0,,
CHEBI:15824,D-Fructose,MAPPED,CHEBI:15824,CHEBI,EXACT_MATCH,36,,
CHEBI:12936,D-Galactose,MAPPED,CHEBI:12936,CHEBI,EXACT_MATCH,6,,
CHEBI:18024,D-galacturonic acid,MAPPED,CHEBI:18024,CHEBI,EXACT_MATCH,2,,
CHEBI:17634,D-Glucose,MAPPED,CHEBI:17634,CHEBI,EXACT_MATCH,710,,
CHEBI:4178,D-glucuronic acid,MAPPED,CHEBI:4178,CHEBI,EXACT_MATCH,1,,
CHEBI:17061,D-glutamine,MAPPED,CHEBI:17061,CHEBI,EXACT_MATCH,0,,
cas:138-86-7,d-limonene,MAPPED,cas:138-86-7,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16899,D-Mannitol,MAPPED,CHEBI:16899,CHEBI,EXACT_MATCH,8,,
CHEBI:16024,D-Mannose,MAPPED,CHEBI:16024,CHEBI,EXACT_MATCH,7,,
CHEBI:17924,D-Sorbitol,MAPPED,CHEBI:17924,CHEBI,EXACT_MATCH,2,,
CHEBI:16296,D-tryptophan,MAPPED,CHEBI:16296,CHEBI,EXACT_MATCH,0,,
CHEBI:65327,D-Xylose,MAPPED,CHEBI:65327,CHEBI,EXACT_MATCH,14,,
cas:66768-39-6,D-xylose 5-phosphate lithium salt,MAPPED,CHEBI:37492,CHEBI,NARROW_MATCH,0,,
CHEBI:29958,D,MAPPED,CHEBI:29958,CHEBI,EXACT_MATCH,1,,
cas:19741-14-1,DAMPA,MAPPED,cas:19741-14-1,CAS,FALLBACK_REGISTRY,0,,
CHEBI:116509,DCMU,MAPPED,CHEBI:116509,CHEBI,EXACT_MATCH,0,,
cas:372965-00-9,DEANONOate,MAPPED,CHEBI:77707,CHEBI,NARROW_MATCH,0,,
CHEBI:50154,DETA/NO,MAPPED,CHEBI:50154,CHEBI,EXACT_MATCH,0,,
CHEBI:37023,DL-2-Aminoadipic acid,MAPPED,CHEBI:37023,CHEBI,EXACT_MATCH,0,,
CHEBI:35621,DL-2-Aminobutyric acid,MAPPED,CHEBI:35621,CHEBI,EXACT_MATCH,0,,
CHEBI:27389,DL-3-Aminoisobutyric acid,MAPPED,CHEBI:27389,CHEBI,EXACT_MATCH,0,,
cas:1219589-99-7,DL-3-Hydroxyisobutyric acid sodium salt,MAPPED,CHEBI:26714,CHEBI,NARROW_MATCH,0,,
CHEBI:17138,DL-Glyceraldehyde 3-phosphate,MAPPED,CHEBI:17138,CHEBI,EXACT_MATCH,0,,
cas:17603-42-8,DL-Glycerol 1-phosphate sodium salt hydrate,MAPPED,CHEBI:14336,CHEBI,NARROW_MATCH,0,,
cas:123333-71-1,DL-Histidine monohydrochloride monohydrate,MAPPED,NCIT:C87334,NCIT,NARROW_MATCH,0,,
CHEBI:172950,DL-Isocitric acid trisodium salt hydrate,MAPPED,CHEBI:172950,CHEBI,EXACT_MATCH,0,,
CHEBI:5445,DL-glyceraldehyde,MAPPED,CHEBI:5445,CHEBI,EXACT_MATCH,0,,
cas:438545-06-3,DNA from Salmon,MAPPED,cas:438545-06-3,CAS,FALLBACK_REGISTRY,0,,
CHEBI:232797,D-Trehalose dihydrate,MAPPED,CHEBI:232797,CHEBI,CAS_RN_LOOKUP,15,,
CHEBI:28197,Daidzein,MAPPED,CHEBI:28197,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:danomycin,Danomycin,MAPPED,kgmicrobe.compound:danomycin,kgmicrobe.compound,PLACEHOLDER,0,,
kgmicrobe.compound:danubomycin,Danubomycin,MAPPED,kgmicrobe.compound:danubomycin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:600103,Daptomycin,MAPPED,CHEBI:600103,CHEBI,EXACT_MATCH,0,,
CHEBI:30813,Decanoic acid,MAPPED,CHEBI:30813,CHEBI,EXACT_MATCH,0,,
mesh:C076135,Decaplanin,MAPPED,mesh:C076135,MESH,EXACT_MATCH,0,,
CHEBI:28903,decyl alcohol,MAPPED,CHEBI:28903,CHEBI,EXACT_MATCH,0,,
CHEBI:134742,Delamanid,MAPPED,CHEBI:134742,CHEBI,EXACT_MATCH,0,,
CHEBI:87327,Delta-Decalactone,MAPPED,CHEBI:87327,CHEBI,EXACT_MATCH,0,,
CHEBI:171817,Delta-Dodecalactone,MAPPED,CHEBI:171817,CHEBI,EXACT_MATCH,0,,
CHEBI:171747,Delta-Nonalactone,MAPPED,CHEBI:171747,CHEBI,EXACT_MATCH,0,,
CHEBI:171846,Delta-Undecalactone,MAPPED,CHEBI:171846,CHEBI,EXACT_MATCH,0,,
CHEBI:28834,Deoxycholic acid,MAPPED,CHEBI:28834,CHEBI,EXACT_MATCH,0,,
CHEBI:16991,Deoxyribonucleic acid from herring sperm,MAPPED,CHEBI:16991,CHEBI,LEXICAL_MATCH,0,,
mesh:C442243,Dermcidin,MAPPED,mesh:C442243,MESH,EXACT_MATCH,0,,
kgmicrobe.compound:destomycin,Destomycin,MAPPED,kgmicrobe.compound:destomycin,kgmicrobe.compound,PLACEHOLDER,0,,
mesh:D014131,Desulfovibrio trace elements,MAPPED,mesh:D014131,MESH,LEXICAL_MATCH,3,,
cas:201417-01-8,deuterated glucose,MAPPED,NCIT:C200498,NCIT,NARROW_MATCH,0,,
CHEBI:52071,Dextran,MAPPED,CHEBI:52071,CHEBI,EXACT_MATCH,2,,
CHEBI:28675,Dextrin,MAPPED,CHEBI:28675,CHEBI,EXACT_MATCH,4,,
CHEBI:4167,Dextrose,MAPPED,CHEBI:4167,CHEBI,EXACT_MATCH,103,,
CHEBI:4489,Diallyl sulfide,MAPPED,CHEBI:4489,CHEBI,EXACT_MATCH,0,,
CHEBI:23674,Diaminopimelic acid,MAPPED,CHEBI:23674,CHEBI,EXACT_MATCH,4,,
CHEBI:91249,Diammonium molybdate,MAPPED,CHEBI:91249,CHEBI,CAS_RN_LOOKUP,8,,
CHEBI:28145,Dibenzofuran,MAPPED,CHEBI:28145,CHEBI,EXACT_MATCH,0,,
CHEBI:23681,Dibenzothiophene,MAPPED,CHEBI:23681,CHEBI,EXACT_MATCH,0,,
CHEBI:247956,Dibucaine,MAPPED,CHEBI:247956,CHEBI,EXACT_MATCH,0,,
CHEBI:52019,Dicloxacillin sodium salt monohydrate,MAPPED,CHEBI:52019,CHEBI,EXACT_MATCH,0,,
CHEBI:35702,diethyl ether,MAPPED,CHEBI:35702,CHEBI,EXACT_MATCH,0,,
CHEBI:89917,Difucosyllactose,MAPPED,CHEBI:89917,CHEBI,EXACT_MATCH,0,,
MICRO:0001362,Digested serum,MAPPED,MICRO:0001362,MICRO,EXACT_MATCH,3,,
CHEBI:42098,Digoxigenin,MAPPED,CHEBI:42098,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:dihydro_azathymidine,Dihydro Azathymidine,MAPPED,kgmicrobe.compound:dihydro_azathymidine,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:132340,Dihydrocelastrol,MAPPED,CHEBI:132340,CHEBI,EXACT_MATCH,0,,
CHEBI:89741,"dihydrojasmonic acid, methyl ester",MAPPED,CHEBI:89741,CHEBI,EXACT_MATCH,0,,
CHEBI:16016,Dihydroxyacetone,MAPPED,CHEBI:16016,CHEBI,EXACT_MATCH,0,,
CHEBI:17437,Dimethyl sulfide,MAPPED,CHEBI:17437,CHEBI,EXACT_MATCH,0,,
CHEBI:9349,dimethyl sulfone,MAPPED,CHEBI:9349,CHEBI,EXACT_MATCH,0,,
CHEBI:28262,Dimethyl sulfoxide,MAPPED,CHEBI:28262,CHEBI,EXACT_MATCH,159,,
cas:6035-49-0,Dimethylfraxetin,MAPPED,CHEBI:93172,CHEBI,NARROW_MATCH,0,,
CHEBI:16457,Dimethylsulfoniopropionate hydrochloride,MAPPED,CHEBI:16457,CHEBI,EXACT_MATCH,0,,
CHEBI:141155,Dimetridazole,MAPPED,CHEBI:141155,CHEBI,EXACT_MATCH,0,,
CHEBI:4629,Diosgenin,MAPPED,CHEBI:4629,CHEBI,EXACT_MATCH,0,,
CHEBI:46837,Dipicolinic Acid,MAPPED,CHEBI:46837,CHEBI,EXACT_MATCH,0,,
cas:13521-83-0,Disodium Glutarate,MAPPED,mesh:C000730144,MESH,NARROW_MATCH,0,,
CHEBI:132764,Disodium oxalate,MAPPED,CHEBI:132764,CHEBI,EXACT_MATCH,6,,
kgmicrobe.ingredient:disodium_phosphate_heptahydrate_~28002_m_stock~29,Disodium phosphate heptahydrate (0.02 M stock),MAPPED,CHEBI:34683,CHEBI,NARROW_MATCH,0,,
CHEBI:15377,Distilled water,MAPPED,CHEBI:15377,CHEBI,EXACT_MATCH,4287,,
CHEBI:42160,Dithionite,MAPPED,CHEBI:42160,CHEBI,EXACT_MATCH,1,,
CHEBI:37070,DL-2-Methylbutyric acid,MAPPED,CHEBI:37070,CHEBI,EXACT_MATCH,77,,
CHEBI:16494,(DL)-alpha-Lipoic acid,MAPPED,CHEBI:16494,CHEBI,EXACT_MATCH,1399,,
CHEBI:22660,DL-aspartic acid,MAPPED,CHEBI:22660,CHEBI,EXACT_MATCH,1,,
CHEBI:17126,DL-carnitine,MAPPED,CHEBI:17126,CHEBI,EXACT_MATCH,1,,
CHEBI:18320,DL-Dithiothreitol,MAPPED,CHEBI:18320,CHEBI,EXACT_MATCH,56,,
CHEBI:27570,DL-Histidine,MAPPED,CHEBI:27570,CHEBI,EXACT_MATCH,2,,
CHEBI:6650,DL-Malic acid,MAPPED,CHEBI:6650,CHEBI,EXACT_MATCH,18,,
CHEBI:16811,DL-methionine,MAPPED,CHEBI:16811,CHEBI,EXACT_MATCH,27,,
CHEBI:25351,DL-mevalonic acid,MAPPED,CHEBI:25351,CHEBI,EXACT_MATCH,3,,
CHEBI:57912,DL-Tryptophan,MAPPED,CHEBI:57912,CHEBI,EXACT_MATCH,4,,
CHEBI:197511,Docosanol,MAPPED,CHEBI:197511,CHEBI,EXACT_MATCH,0,,
CHEBI:4676,Dodecandioic acid,MAPPED,CHEBI:4676,CHEBI,EXACT_MATCH,0,,
CHEBI:28817,dodecane,MAPPED,CHEBI:28817,CHEBI,EXACT_MATCH,0,,
CHEBI:23866,Dodecanol,MAPPED,CHEBI:23866,CHEBI,EXACT_MATCH,0,,
CHEBI:4698,Dopamine hydrochloride,MAPPED,CHEBI:4698,CHEBI,EXACT_MATCH,0,,
mesh:C048266,Dopsisamine,MAPPED,mesh:C048266,MESH,EXACT_MATCH,0,,
CHEBI:31522,Doxorubicin hydrochloride,MAPPED,CHEBI:31522,CHEBI,EXACT_MATCH,0,,
CHEBI:34730,Doxycycline hyclate,MAPPED,CHEBI:34730,CHEBI,EXACT_MATCH,0,,
ENVO:00003031,Dry cow-manure,MAPPED,ENVO:00003031,ENVO,BROAD_MATCH,0,,
cas:52305-04-1,Duartin (-),MAPPED,mesh:C087989,MESH,NARROW_MATCH,0,,
kgmicrobe.compound:durhamycin,Durhamycin,MAPPED,kgmicrobe.compound:durhamycin,kgmicrobe.compound,PLACEHOLDER,0,,
NCIT:C1928,Dynemicin,MAPPED,NCIT:C1928,CHEBI,EXACT_MATCH,0,,
CHEBI:16586,e-Amino-N-Caproic Acid,MAPPED,CHEBI:16586,CHEBI,EXACT_MATCH,0,,
CHEBI:4735,EDTA (acid form),MAPPED,CHEBI:4735,CHEBI,EXACT_MATCH,0,,
NCIT:C360,EDTA (chelating agent),MAPPED,NCIT:C360,NCIT,LEXICAL_MATCH,0,,
cas:13235-36-4,EDTA tetrasodium tetrahydrate salt,MAPPED,cas:13235-36-4,CAS,FALLBACK_REGISTRY,4,,
kgmicrobe.compound:e_4_aminostyryl_acetate,E 4 Aminostyryl Acetate,MAPPED,kgmicrobe.compound:e_4_aminostyryl_acetate,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:77543,Ebselen,MAPPED,CHEBI:77543,CHEBI,EXACT_MATCH,0,,
CHEBI:4755,Econazole nitrate salt,MAPPED,CHEBI:4755,CHEBI,EXACT_MATCH,0,,
CHEBI:27592,Ectoine,MAPPED,CHEBI:27592,CHEBI,CAS_RN_LOOKUP,10,,
CHEBI:64755,EDTA,MAPPED,CHEBI:64755,CHEBI,EXACT_MATCH,446,,
FOODON:03315772,Egg yolk,MAPPED,FOODON:03315772,registry,EXACT_MATCH,0,,
CHEBI:4767,Elastin,MAPPED,CHEBI:4767,CHEBI,EXACT_MATCH,0,,
CHEBI:42223,Emodin,MAPPED,CHEBI:42223,CHEBI,EXACT_MATCH,0,,
CHEBI:28855,Enterobactin,MAPPED,CHEBI:28855,CHEBI,EXACT_MATCH,0,,
CHEBI:541975,Epiandrosterone,MAPPED,CHEBI:541975,CHEBI,EXACT_MATCH,0,,
CHEBI:42255,Epigallocatechin,MAPPED,CHEBI:42255,CHEBI,EXACT_MATCH,0,,
CHEBI:48923,erythromycin,MAPPED,CHEBI:48923,CHEBI,EXACT_MATCH,4,,
CHEBI:2500,Escin,MAPPED,CHEBI:2500,CHEBI,EXACT_MATCH,0,,
CHEBI:4853,Esculin Monohydrate,MAPPED,CHEBI:4853,CHEBI,EXACT_MATCH,0,,
CHEBI:4867,Estragole,MAPPED,CHEBI:4867,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:etabetacin,Etabetacin,MAPPED,kgmicrobe.compound:etabetacin,kgmicrobe.compound,PLACEHOLDER,0,,
mesh:C004910,Etamycin,MAPPED,mesh:C004910,MESH,EXACT_MATCH,0,,
CHEBI:4877,Ethambutol,MAPPED,CHEBI:4877,CHEBI,EXACT_MATCH,0,,
CHEBI:4878,Ethambutol dihydrochloride,MAPPED,CHEBI:4878,CHEBI,EXACT_MATCH,0,,
CHEBI:16236,Ethanol,MAPPED,CHEBI:16236,CHEBI,EXACT_MATCH,234,,
CHEBI:16000,Ethanolamine,MAPPED,CHEBI:16000,CHEBI,EXACT_MATCH,0,,
CHEBI:4883,Ethidium Bromide,MAPPED,CHEBI:4883,CHEBI,EXACT_MATCH,0,,
CHEBI:4885,Ethionamide,MAPPED,CHEBI:4885,CHEBI,EXACT_MATCH,0,,
CHEBI:27750,ethyl acetate,MAPPED,CHEBI:27750,CHEBI,EXACT_MATCH,0,,
CHEBI:156074,Ethyl benzoate,MAPPED,CHEBI:156074,CHEBI,EXACT_MATCH,0,,
CHEBI:87430,Ethyl decanoate,MAPPED,CHEBI:87430,CHEBI,EXACT_MATCH,0,,
CHEBI:231886,ethyl methyl sulfide,MAPPED,CHEBI:231886,CHEBI,EXACT_MATCH,0,,
CHEBI:30742,Ethylene glycol,MAPPED,CHEBI:30742,CHEBI,EXACT_MATCH,25,,
cas:20846-91-7,"Ethylenediamine-N,N'-disuccinic acid",MAPPED,cas:20846-91-7,CAS,FALLBACK_REGISTRY,0,,
kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,Ethylenediamine N N Prime Disuccinic Acid,MAPPED,kgmicrobe.compound:ethylenediamine_n_n_prime_disuccinic_acid,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:741548,Ethylmalonic acid,MAPPED,CHEBI:741548,CHEBI,EXACT_MATCH,0,,
CHEBI:454991,Eudesmic Acid,MAPPED,CHEBI:454991,CHEBI,EXACT_MATCH,0,,
CHEBI:4917,Eugenol,MAPPED,CHEBI:4917,CHEBI,EXACT_MATCH,0,,
CHEBI:4940,Euphol,MAPPED,CHEBI:4940,CHEBI,EXACT_MATCH,0,,
kgmicrobe.compound:eurocidin,Eurocidin,MAPPED,kgmicrobe.compound:eurocidin,kgmicrobe.compound,PLACEHOLDER,0,,
cas:10025-76-0,Europium(III) chloride,MAPPED,cas:10025-76-0,CAS,FALLBACK_REGISTRY,0,,
kgmicrobe.compound:exfoliatin,Exfoliatin,MAPPED,kgmicrobe.compound:exfoliatin,kgmicrobe.compound,PLACEHOLDER,0,,
CHEBI:75458,FCCP,MAPPED,CHEBI:75458,CHEBI,EXACT_MATCH,0,,
cas:322455-70-9,FSL,MAPPED,cas:322455-70-9,CAS,FALLBACK_REGISTRY,0,,
CHEBI:16238,FAD,MAPPED,CHEBI:16238,CHEBI,EXACT_MATCH,6,,
CHEBI:35366,Fatty acid mixture (see Medium No. 266),MAPPED,CHEBI:35366,CHEBI,EXACT_MATCH,2,,
CHEBI:53438,Fe2(SO4)3 x n H2O,MAPPED,CHEBI:53438,CHEBI,EXACT_MATCH,20,,
